Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[1],____TEXT____,
Map.Event[1].Page[0].list.command[2].textData,Использовать \c[2]Огниво\c[0] чтобы разжечь костер?,
Map.Event[1].Page[0].list.command[3],___CHOICE___,
Map.Event[1].Page[0].list.command[3].textChoice[0],Да,
Map.Event[1].Page[0].list.command[3].textChoice[1],Нет,
Map.Event[1].Page[1].list.command[0],____TEXT____,
Map.Event[1].Page[1].list.command[1].textData,Тепло костра успокаивает тебя...,
Map.Event[1].Page[1].list.command[3],____TEXT____,
Map.Event[1].Page[1].list.command[4].textData,Пожарить \c[2]Мясо Морского Дракона\c[0]?,
Map.Event[1].Page[1].list.command[5],___CHOICE___,
Map.Event[1].Page[1].list.command[5].textChoice[0],Да,
Map.Event[1].Page[1].list.command[5].textChoice[1],Нет,
Map.Event[1].Page[1].list.command[17],____TEXT____,
Map.Event[1].Page[1].list.command[18].textData,Пожарить \c[2]Сырое мясо\c[0]?,
Map.Event[1].Page[1].list.command[19],___CHOICE___,
Map.Event[1].Page[1].list.command[19].textChoice[0],Да,
Map.Event[1].Page[1].list.command[19].textChoice[1],Нет,
Map.Event[42].Page[0].list.command[1],____TEXT____,
Map.Event[42].Page[0].list.command[2].textData,Использовать \c[2]Огниво\c[0] чтобы разжечь костер?,
Map.Event[42].Page[0].list.command[3],___CHOICE___,
Map.Event[42].Page[0].list.command[3].textChoice[0],Да,
Map.Event[42].Page[0].list.command[3].textChoice[1],Нет,
Map.Event[42].Page[1].list.command[0],____TEXT____,
Map.Event[42].Page[1].list.command[1].textData,Тепло костра успокаивает тебя...,
Map.Event[42].Page[1].list.command[3],____TEXT____,
Map.Event[42].Page[1].list.command[4].textData,Пожарить \c[2]Мясо Морского Дракона\c[0]?,
Map.Event[42].Page[1].list.command[5],___CHOICE___,
Map.Event[42].Page[1].list.command[5].textChoice[0],Да,
Map.Event[42].Page[1].list.command[5].textChoice[1],Нет,
Map.Event[42].Page[1].list.command[17],____TEXT____,
Map.Event[42].Page[1].list.command[18].textData,Пожарить \c[2]Сырое мясо\c[0]?,
Map.Event[42].Page[1].list.command[19],___CHOICE___,
Map.Event[42].Page[1].list.command[19].textChoice[0],Да,
Map.Event[42].Page[1].list.command[19].textChoice[1],Нет,
Map.Event[51].Page[0].list.command[1],____TEXT____,
Map.Event[51].Page[0].list.command[2].textData,Использовать \c[2]Огниво\c[0] чтобы разжечь костер?,
Map.Event[51].Page[0].list.command[3],___CHOICE___,
Map.Event[51].Page[0].list.command[3].textChoice[0],Да,
Map.Event[51].Page[0].list.command[3].textChoice[1],Нет,
Map.Event[51].Page[1].list.command[0],____TEXT____,
Map.Event[51].Page[1].list.command[1].textData,Тепло костра успокаивает тебя...,
Map.Event[51].Page[1].list.command[3],____TEXT____,
Map.Event[51].Page[1].list.command[4].textData,Пожарить \c[2]Мясо Морского Дракона\c[0]?,
Map.Event[51].Page[1].list.command[5],___CHOICE___,
Map.Event[51].Page[1].list.command[5].textChoice[0],Да,
Map.Event[51].Page[1].list.command[5].textChoice[1],Нет,
Map.Event[51].Page[1].list.command[17],____TEXT____,
Map.Event[51].Page[1].list.command[18].textData,Пожарить \c[2]Сырое мясо\c[0]?,
Map.Event[51].Page[1].list.command[19],___CHOICE___,
Map.Event[51].Page[1].list.command[19].textChoice[0],Да,
Map.Event[51].Page[1].list.command[19].textChoice[1],Нет,
