Ruta,Texto original,Traducción
Map.Event[5].Page[1].list.command[0],____TEXT____,
Map.Event[5].Page[1].list.command[1].textData,Безлунница мертва...,
Map.Event[6].Page[1].list.command[0],____TEXT____,
Map.Event[6].Page[1].list.command[1].textData,Здесь лежит \N[6]...,
Map.Event[7].Page[1].list.command[0],____TEXT____,
Map.Event[7].Page[1].list.command[1].textData,Здесь лежит \N[5]...,
Map.Event[8].Page[1].list.command[0],____TEXT____,
Map.Event[8].Page[1].list.command[1].textData,Здесь лежит \N[4]...,
Map.Event[9].Page[1].list.command[0],____TEXT____,
Map.Event[9].Page[1].list.command[1].textData,Здесь лежит \N[3]...,
Map.Event[10].Page[1].list.command[0],____TEXT____,
Map.Event[10].Page[1].list.command[1].textData,Здесь лежит \N[1]...,
Map.Event[10].Page[1].list.command[4],____TEXT____,
Map.Event[10].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[10].Page[1].list.command[6],___CHOICE___,
Map.Event[10].Page[1].list.command[6].textChoice[0],Да,
Map.Event[10].Page[1].list.command[6].textChoice[1],Нет,
Map.Event[10].Page[1].list.command[9],____TEXT____,
Map.Event[10].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map.Event[10].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map.Event[12].Page[0].list.command[0],____TEXT____,
Map.Event[12].Page[0].list.command[1].textData,Огромный таракан восседает на троне из лозы...,
Map.Event[12].Page[0].list.command[3],___CHOICE___,
Map.Event[12].Page[0].list.command[3].textChoice[0],"""Greetings.""",
Map.Event[12].Page[0].list.command[3].textChoice[1],Уйти,
Map.Event[12].Page[0].list.command[5],____TEXT____,
Map.Event[12].Page[0].list.command[6].textData,\c[7]Король Таракан\c[0],
Map.Event[12].Page[0].list.command[7].textData,"""Приветствую тебя...""",
Map.Event[12].Page[0].list.command[8],____TEXT____,
Map.Event[12].Page[0].list.command[9].textData,\c[7]Король Таракан\c[0],
Map.Event[12].Page[0].list.command[10].textData,"""Похоже... Ты понимаешь нас...""",
Map.Event[12].Page[0].list.command[11],____TEXT____,
Map.Event[12].Page[0].list.command[12].textData,\c[7]Король Таракан\c[0],
Map.Event[12].Page[0].list.command[13].textData,"""Однако, ты не один из нас... ",
Map.Event[12].Page[0].list.command[14].textData,"По крайне мере пока что...""",
Map.Event[12].Page[0].list.command[15],____TEXT____,
Map.Event[12].Page[0].list.command[16].textData,\c[7]Король Таракан\c[0],
Map.Event[12].Page[0].list.command[17].textData,"""Ответь мне - о презренный человек... ",
