ID,source,target
Map144.Event[3].Page[0].list.command[8],____TEXT____,
Map144.Event[3].Page[0].list.command[9].textData,Огромные нависающие над вами фигуры приветствую тебя.,
Map144.Event[3].Page[0].list.command[10].textData,Они сидят за огромными обеденными столами.,
Map144.Event[3].Page[0].list.command[11],____TEXT____,
Map144.Event[3].Page[0].list.command[12].textData,"От них исходит зловещая аура, но в то же время здешний ",
Map144.Event[3].Page[0].list.command[13].textData,воздух буквально пропитан мирной атмосферой...,
Map144.Event[3].Page[0].list.command[15],____TEXT____,
Map144.Event[3].Page[0].list.command[16].textData,\c[7]Новые боги\c[0],
Map144.Event[3].Page[0].list.command[17].textData,"""Приветствуем"".",
Map144.Event[3].Page[0].list.command[18],____TEXT____,
Map144.Event[3].Page[0].list.command[19].textData,\c[7]Новые боги\c[0],
Map144.Event[3].Page[0].list.command[20].textData,"""У тебя есть право на 3 вопроса"".",
Map144.Event[3].Page[0].list.command[21],____TEXT____,
Map144.Event[3].Page[0].list.command[22].textData,\c[7]Новые боги\c[0],
Map144.Event[3].Page[0].list.command[23].textData,"""Спрашивай с умом"".",
Map144.Event[3].Page[0].list.command[31],____TEXT____,
Map144.Event[3].Page[0].list.command[32].textData,\c[7]Новые боги\c[0],
Map144.Event[3].Page[0].list.command[33].textData,"""У тебя осталось 2 вопроса"".",
Map144.Event[3].Page[0].list.command[41],____TEXT____,
Map144.Event[3].Page[0].list.command[42].textData,\c[7]Новые боги\c[0],
Map144.Event[3].Page[0].list.command[43].textData,"""У тебя остался лишь 1 вопрос"".",
Map144.Event[3].Page[0].list.command[64],____TEXT____,
Map144.Event[3].Page[0].list.command[65].textData,Ты находишь \c[2]Книгу просветления\c[0].,
Map144.Event[3].Page[1].list.command[0],____TEXT____,
Map144.Event[3].Page[1].list.command[1].textData,\c[7]Наз'Ра\c[0],
Map144.Event[3].Page[1].list.command[2].textData,"""ХВАТИТ!""",
Map144.Event[3].Page[1].list.command[3],____TEXT____,
Map144.Event[3].Page[1].list.command[4].textData,\c[7]Наз'Ра\c[0],
Map144.Event[3].Page[1].list.command[5].textData,"""Ублюдки, жалкие вы черви! Хватит лить нам дерьмо в уши!""",
Map144.Event[3].Page[1].list.command[6],____TEXT____,
Map144.Event[3].Page[1].list.command[7].textData,\c[7]Наз'Ра\c[0],
Map144.Event[3].Page[1].list.command[8].textData,"""Вы думаете, что я именно так отдал свою жалкую золотую корону",
Map144.Event[3].Page[1].list.command[9].textData,новым богам?!?! ВЫ БЛЯТЬ ИЗДЕВАЕТЕСЬ НАДО МНОЙ?!?!?!,
Map144.Event[3].Page[1].list.command[10].textData,,
Map144.Event[3].Page[1].list.command[11],____TEXT____,
Map144.Event[3].Page[1].list.command[12].textData,\c[7]Наз'Ра\c[0],
Map144.Event[3].Page[1].list.command[13].textData,"""НИЧТОЖЕСТВА, утопающие в ИХ ЖЕ СОБСТВЕННОЙ БЛЕВОТЕ!""",
Map144.Event[3].Page[1].list.command[15],____TEXT____,
Map144.Event[3].Page[1].list.command[16].textData,"Наз'Ра смачно, с дикой злостью плюёт на пол.",
Map144.Event[3].Page[1].list.command[18],____TEXT____,
Map144.Event[3].Page[1].list.command[19].textData,\c[7]Новые боги\c[0],
Map144.Event[3].Page[1].list.command[20].textData,"""Ты всё ещё жив. Частично. Наз'Ра - полчеловека.",
Map144.Event[3].Page[1].list.command[21],____TEXT____,
Map144.Event[3].Page[1].list.command[22].textData,\c[7]Наз'Ра\c[0],
Map144.Event[3].Page[1].list.command[23].textData,"""НАЗ'РА ПОЛЧЕЛОВЕКА с востока?! Ха,",
Map144.Event[3].Page[1].list.command[24].textData,"всё лучше чем ПИРОМАН!""",
Map144.Event[24].Page[1].list.command[2],____TEXT____,
Map144.Event[24].Page[1].list.command[3].textData,\c[7]Наз'Ра\c[0],
Map144.Event[24].Page[1].list.command[4].textData,"""Так значится так пахнет жжёный бог..\ОТВРАТИТЕЛЬНО!""",
Map144.Event[24].Page[1].list.command[5],____TEXT____,
Map144.Event[24].Page[1].list.command[6].textData,\c[7]Наз'Ра\c[0],
Map144.Event[24].Page[1].list.command[7].textData,"""В вашем существовании всё смрадит гнилью"".",
Map144.Event[24].Page[1].list.command[8].textData,,
Map144.Event[24].Page[1].list.command[10],____TEXT____,
Map144.Event[24].Page[1].list.command[11].textData,\c[7]Новые боги\c[0],
Map144.Event[24].Page[1].list.command[12].textData,"""...""",
Map144.Event[24].Page[1].list.command[14],____TEXT____,
Map144.Event[24].Page[1].list.command[15].textData,Наз'Ра плюёт на сгоревший труп нового бога.,
Map144.Event[24].Page[1].list.command[30],____TEXT____,
Map144.Event[24].Page[1].list.command[31].textData,Ты находишь \c[2]Книгу просветления\c[0].,
