Ruta,Texto original,Traducción
Map.Event[4].Page[0].list.command[0],____TEXT____,
Map.Event[4].Page[0].list.command[1].textData,Покинуть подземелья?,
Map.Event[4].Page[0].list.command[2],___CHOICE___,
Map.Event[4].Page[0].list.command[2].textChoice[0],Уйти,
Map.Event[4].Page[0].list.command[2].textChoice[1],Нет,
Map.Event[4].Page[0].list.command[6],____TEXT____,
Map.Event[4].Page[0].list.command[7].textData,\c[7]Рагнвальдр\c[0],
Map.Event[4].Page[0].list.command[8].textData,"""Что ж, было весело! Из нас вышла неплохая команда!""",
Map.Event[5].Page[0].list.command[0],____TEXT____,
Map.Event[5].Page[0].list.command[1].textData,Покинуть подземелья?,
Map.Event[5].Page[0].list.command[2],___CHOICE___,
Map.Event[5].Page[0].list.command[2].textChoice[0],Уйти,
Map.Event[5].Page[0].list.command[2].textChoice[1],Нет,
Map.Event[5].Page[0].list.command[6],____TEXT____,
Map.Event[5].Page[0].list.command[7].textData,\c[7]Рагнвальдр\c[0],
Map.Event[5].Page[0].list.command[8].textData,"""Что ж, было весело! Из нас вышла неплохая команда!""",
Map.Event[6].Page[0].list.command[8].textComment,MERCENARY,
Map.Event[6].Page[0].list.command[45].textComment,KNIGHT,
Map.Event[6].Page[0].list.command[85].textComment,CAPTAIN,
Map.Event[6].Page[0].list.command[126].textComment,OUTLANDER,
Map.Event[6].Page[0].list.command[166].textComment,MARRIAGE,
Map.Event[6].Page[0].list.command[206].textComment,DARK PRIEST,
Map.Event[7].Page[0].list.command[0],____TEXT____,
Map.Event[7].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map.Event[7].Page[1].list.command[0],____TEXT____,
Map.Event[7].Page[1].list.command[1].textData,Ящик пуст.,
Map.Event[10].Page[0].list.command[1],____TEXT____,
Map.Event[10].Page[0].list.command[2].textData,Ты открываешь дверь.,
Map.Event[10].Page[0].list.command[15],____TEXT____,
Map.Event[10].Page[0].list.command[16].textData,Ты можешь открыть дверь с помощью \c[2]Взлома\c[0].,
Map.Event[10].Page[0].list.command[17],___CHOICE___,
Map.Event[10].Page[0].list.command[17].textChoice[0],Использовать \c[2]Взлом\c[0],
Map.Event[10].Page[0].list.command[17].textChoice[1],Нет,
Map.Event[10].Page[0].list.command[36],____TEXT____,
Map.Event[10].Page[0].list.command[37].textData,Дверь закрыта...,
Map.Event[10].Page[0].list.command[38],___CHOICE___,
Map.Event[10].Page[0].list.command[38].textChoice[0],Использовать \c[2]Ключ от камеры Эт.3\c[0],
Map.Event[10].Page[0].list.command[38].textChoice[1],Использовать \c[2]Красный флакон\c[0],
Map.Event[10].Page[0].list.command[38].textChoice[2],Уйти,
Map.Event[10].Page[0].list.command[66],____TEXT____,
Map.Event[10].Page[0].list.command[67].textData,Дверь закрыта...,
Map.Event[10].Page[0].list.command[68],___CHOICE___,
Map.Event[10].Page[0].list.command[68].textChoice[0],Использовать \c[2]Красный флакон\c[0],
Map.Event[10].Page[0].list.command[68].textChoice[1],Выломать дверь ,
Map.Event[10].Page[0].list.command[68].textChoice[2],Уйти,
Map.Event[10].Page[0].list.command[88],____TEXT____,
Map.Event[10].Page[0].list.command[89].textData,Тебе удалось выломать дверь силой.,
Map.Event[10].Page[0].list.command[95],____TEXT____,
Map.Event[10].Page[0].list.command[96].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map.Event[10].Page[0].list.command[108],____TEXT____,
Map.Event[10].Page[0].list.command[109].textData,Дверь закрыта...,
Map.Event[10].Page[0].list.command[110],___CHOICE___,
Map.Event[10].Page[0].list.command[110].textChoice[0],Использовать \c[2]Ключ от камеры Эт.3\c[0],
Map.Event[10].Page[0].list.command[110].textChoice[1],Уйти,
Map.Event[10].Page[0].list.command[126],____TEXT____,
Map.Event[10].Page[0].list.command[127].textData,Дверь закрыта...,
Map.Event[10].Page[0].list.command[128],___CHOICE___,
Map.Event[10].Page[0].list.command[128].textChoice[0],Выломать дверь ,
Map.Event[10].Page[0].list.command[128].textChoice[1],Уйти,
Map.Event[10].Page[0].list.command[136],____TEXT____,
Map.Event[10].Page[0].list.command[137].textData,Тебе удалось выломать дверь силой.,
Map.Event[10].Page[0].list.command[143],____TEXT____,
Map.Event[10].Page[0].list.command[144].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map.Event[11].Page[0].list.command[1],____TEXT____,
Map.Event[11].Page[0].list.command[2].textData,Ты можешь открыть дверь с помощью \c[2]Взлома\c[0].,
Map.Event[11].Page[0].list.command[3],___CHOICE___,
Map.Event[11].Page[0].list.command[3].textChoice[0],Использовать \c[2]Взлом\c[0],
Map.Event[11].Page[0].list.command[3].textChoice[1],Нет,
Map.Event[11].Page[0].list.command[22],____TEXT____,
Map.Event[11].Page[0].list.command[23].textData,Дверь закрыта...,
Map.Event[11].Page[0].list.command[24],___CHOICE___,
Map.Event[11].Page[0].list.command[24].textChoice[0],Использовать \c[2]Ключ от камеры Эт.3\c[0],
Map.Event[11].Page[0].list.command[24].textChoice[1],Использовать \c[2]Красный флакон\c[0],
Map.Event[11].Page[0].list.command[24].textChoice[2],Уйти,
Map.Event[11].Page[0].list.command[52],____TEXT____,
Map.Event[11].Page[0].list.command[53].textData,Дверь закрыта...,
Map.Event[11].Page[0].list.command[54],___CHOICE___,
Map.Event[11].Page[0].list.command[54].textChoice[0],Использовать \c[2]Красный флакон\c[0],
Map.Event[11].Page[0].list.command[54].textChoice[1],Выломать дверь ,
Map.Event[11].Page[0].list.command[54].textChoice[2],Уйти,
Map.Event[11].Page[0].list.command[73],____TEXT____,
Map.Event[11].Page[0].list.command[74].textData,Тебе удалось выломать дверь силой.,
