Ruta,Texto original,Traducción
Map.Event[7].Page[1].list.command[0],____TEXT____,
Map.Event[7].Page[1].list.command[1].textData,Перед тобой странный механизм.,
Map.Event[7].Page[1].list.command[2],___CHOICE___,
Map.Event[7].Page[1].list.command[2].textChoice[0],Использовать механизм,
Map.Event[7].Page[1].list.command[2].textChoice[1],Уйти,
Map.Event[11].Page[0].list.command[0],____TEXT____,
Map.Event[11].Page[0].list.command[1].textData,Здесь груда сожжённых тел. ,
Map.Event[12].Page[0].list.command[0],____TEXT____,
Map.Event[12].Page[0].list.command[1].textData,Здесь груда сожжённых тел. ,
Map.Event[13].Page[0].list.command[0],____TEXT____,
Map.Event[13].Page[0].list.command[1].textData,Здесь груда сожжённых тел. ,
Map.Event[14].Page[1].list.command[0],____TEXT____,
Map.Event[14].Page[1].list.command[1].textData,Девочка мертва...,
Map.Event[14].Page[1].list.command[4],____TEXT____,
Map.Event[14].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[14].Page[1].list.command[6],___CHOICE___,
Map.Event[14].Page[1].list.command[6].textChoice[0],Да,
Map.Event[14].Page[1].list.command[6].textChoice[1],Нет,
Map.Event[14].Page[1].list.command[9],____TEXT____,
Map.Event[14].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map.Event[14].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map.Event[14].Page[1].list.command[12],____TEXT____,
Map.Event[14].Page[1].list.command[13].textData,"У камня невероятно тяжелая аура. Настолько, что",
Map.Event[14].Page[1].list.command[14].textData,"на миг кажется, будто ты не сможешь поднять его...",
Map.Event[18].Page[0].list.command[3],____TEXT____,
Map.Event[18].Page[0].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[18].Page[0].list.command[5],___CHOICE___,
Map.Event[18].Page[0].list.command[5].textChoice[0],Перестать дышать,
Map.Event[18].Page[0].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[18].Page[1].list.command[3],____TEXT____,
Map.Event[18].Page[1].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[18].Page[1].list.command[5],___CHOICE___,
Map.Event[18].Page[1].list.command[5].textChoice[0],Перестать дышать,
Map.Event[18].Page[1].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[18].Page[2].list.command[3],____TEXT____,
Map.Event[18].Page[2].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[18].Page[2].list.command[5],___CHOICE___,
Map.Event[18].Page[2].list.command[5].textChoice[0],Перестать дышать,
Map.Event[18].Page[2].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[18].Page[3].list.command[3],____TEXT____,
Map.Event[18].Page[3].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[18].Page[3].list.command[5],___CHOICE___,
Map.Event[18].Page[3].list.command[5].textChoice[0],Перестать дышать,
Map.Event[18].Page[3].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[18].Page[4].list.command[3],____TEXT____,
Map.Event[18].Page[4].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[18].Page[4].list.command[5],___CHOICE___,
Map.Event[18].Page[4].list.command[5].textChoice[0],Перестать дышать,
Map.Event[18].Page[4].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[18].Page[5].list.command[3],____TEXT____,
Map.Event[18].Page[5].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[18].Page[5].list.command[5],___CHOICE___,
Map.Event[18].Page[5].list.command[5].textChoice[0],Перестать дышать,
Map.Event[18].Page[5].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[18].Page[6].list.command[3],____TEXT____,
Map.Event[18].Page[6].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[18].Page[6].list.command[5],___CHOICE___,
Map.Event[18].Page[6].list.command[5].textChoice[0],Перестать дышать,
Map.Event[18].Page[6].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[26].Page[1].list.command[0],____TEXT____,
Map.Event[26].Page[1].list.command[1].textData,"Похоже, что Пещерная мать наконец мертва. ",
Map.Event[26].Page[1].list.command[2],____TEXT____,
Map.Event[26].Page[1].list.command[3].textData,У неё между ног есть отверстие... ,
Map.Event[26].Page[1].list.command[4],___CHOICE___,
Map.Event[26].Page[1].list.command[4].textChoice[0],Обыскать,
Map.Event[26].Page[1].list.command[4].textChoice[1],Уйти,
Map.Event[26].Page[1].list.command[6],____TEXT____,
Map.Event[26].Page[1].list.command[7].textData,Ты тянешь руку через гадостную жёлтую слизь сочащуюся ,
Map.Event[26].Page[1].list.command[8].textData,изнутри...,
Map.Event[26].Page[1].list.command[9],____TEXT____,
Map.Event[26].Page[1].list.command[10].textData,Ты находишь \c[2]Яйцо карлика\c[0]!,
Map.Event[26].Page[2].list.command[2],____TEXT____,
Map.Event[26].Page[2].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[26].Page[2].list.command[4],___CHOICE___,
Map.Event[26].Page[2].list.command[4].textChoice[0],Да,
Map.Event[26].Page[2].list.command[4].textChoice[1],Нет,
Map.Event[26].Page[2].list.command[7],____TEXT____,
Map.Event[26].Page[2].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map.Event[26].Page[2].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map.Event[26].Page[2].list.command[22],____TEXT____,
Map.Event[26].Page[2].list.command[23].textData,"Похоже, что Пещерная мать наконец мертва. ",
Map.Event[32].Page[0].list.command[0],____TEXT____,
Map.Event[32].Page[0].list.command[1].textData,Перед тобой странный объект...,
Map.Event[32].Page[0].list.command[2],___CHOICE___,
Map.Event[32].Page[0].list.command[2].textChoice[0],Сломать ,
Map.Event[32].Page[0].list.command[2].textChoice[1],Отойти,
Map.Event[32].Page[1].list.command[0],____TEXT____,
Map.Event[32].Page[1].list.command[1].textData,"Нутро отвратительно, от него исходит запах тухлятины.",
Map.Event[33].Page[0].list.command[0],____TEXT____,
Map.Event[33].Page[0].list.command[1].textData,Перед тобой странный объект...,
Map.Event[33].Page[0].list.command[2],___CHOICE___,
Map.Event[33].Page[0].list.command[2].textChoice[0],Сломать ,
Map.Event[33].Page[0].list.command[2].textChoice[1],Отойти,
Map.Event[33].Page[1].list.command[0],____TEXT____,
Map.Event[33].Page[1].list.command[1].textData,"Нутро отвратительно, от него исходит запах тухлятины.",
Map.Event[34].Page[0].list.command[0],____TEXT____,
Map.Event[34].Page[0].list.command[1].textData,Перед тобой странный объект...,
Map.Event[34].Page[0].list.command[2],___CHOICE___,
Map.Event[34].Page[0].list.command[2].textChoice[0],Сломать ,
Map.Event[34].Page[0].list.command[2].textChoice[1],Отойти,
Map.Event[34].Page[1].list.command[0],____TEXT____,
Map.Event[34].Page[1].list.command[1].textData,Внутри мутная желтая слизь...,
Map.Event[34].Page[1].list.command[3],___CHOICE___,
Map.Event[34].Page[1].list.command[3].textChoice[0],Попробовать на вкус,
Map.Event[34].Page[1].list.command[3].textChoice[1],Зачерпнуть в стеклянный флакон.,
Map.Event[34].Page[1].list.command[3].textChoice[2],Отойти,
Map.Event[34].Page[1].list.command[5],____TEXT____,
Map.Event[34].Page[1].list.command[6].textData,Ты пробуешь желтую слизь... \|,
Map.Event[34].Page[1].list.command[7].textData,"Запах соленый, вкус такой же, но она обжигает язык.",
Map.Event[34].Page[1].list.command[8],____TEXT____,
Map.Event[34].Page[1].list.command[9].textData,Вкус тебя не порадовал. ,
Map.Event[34].Page[1].list.command[12],____TEXT____,
Map.Event[34].Page[1].list.command[13].textData,Ты осторожно зачерпываешь немного жёлтой слизи ,
Map.Event[34].Page[1].list.command[14].textData,в свой стеклянный флакон.,
Map.Event[34].Page[1].list.command[15],____TEXT____,
Map.Event[34].Page[1].list.command[16].textData,Ты получаешь \c[2]Желтую слизь\c[0]!,
Map.Event[34].Page[1].list.command[25],___CHOICE___,
Map.Event[34].Page[1].list.command[25].textChoice[0],Попробовать на вкус,
Map.Event[34].Page[1].list.command[25].textChoice[1],Отойти,
Map.Event[34].Page[1].list.command[27],____TEXT____,
Map.Event[34].Page[1].list.command[28].textData,Ты пробуешь желтую слизь... \|,
Map.Event[34].Page[1].list.command[29].textData,"Запах соленый, вкус такой же, но она обжигает язык.",
Map.Event[34].Page[1].list.command[30],____TEXT____,
Map.Event[34].Page[1].list.command[31].textData,Вкус тебя не порадовал. ,
Map.Event[35].Page[0].list.command[0],____TEXT____,
Map.Event[35].Page[0].list.command[1].textData,Перед тобой странный объект...,
Map.Event[35].Page[0].list.command[2],___CHOICE___,
Map.Event[35].Page[0].list.command[2].textChoice[0],Сломать ,
Map.Event[35].Page[0].list.command[2].textChoice[1],Отойти,
Map.Event[35].Page[1].list.command[0],____TEXT____,
Map.Event[35].Page[1].list.command[1].textData,Внутри мутная желтая слизь...,
Map.Event[35].Page[1].list.command[3],___CHOICE___,
Map.Event[35].Page[1].list.command[3].textChoice[0],Попробовать на вкус,
Map.Event[35].Page[1].list.command[3].textChoice[1],Зачерпнуть в стеклянный флакон.,
Map.Event[35].Page[1].list.command[3].textChoice[2],Отойти,
Map.Event[35].Page[1].list.command[5],____TEXT____,
Map.Event[35].Page[1].list.command[6].textData,Ты пробуешь желтую слизь... \|,
Map.Event[35].Page[1].list.command[7].textData,"Запах соленый, вкус такой же, но она обжигает язык.",
Map.Event[35].Page[1].list.command[8],____TEXT____,
Map.Event[35].Page[1].list.command[9].textData,Вкус тебя не порадовал. ,
Map.Event[35].Page[1].list.command[12],____TEXT____,
Map.Event[35].Page[1].list.command[13].textData,Ты осторожно зачерпываешь немного жёлтой слизи ,
Map.Event[35].Page[1].list.command[14].textData,в свой стеклянный флакон.,
Map.Event[35].Page[1].list.command[15],____TEXT____,
Map.Event[35].Page[1].list.command[16].textData,Ты получаешь \c[2]Желтую слизь\c[0]!,
Map.Event[35].Page[1].list.command[25],___CHOICE___,
Map.Event[35].Page[1].list.command[25].textChoice[0],Попробовать на вкус,
Map.Event[35].Page[1].list.command[25].textChoice[1],Отойти,
Map.Event[35].Page[1].list.command[27],____TEXT____,
Map.Event[35].Page[1].list.command[28].textData,Ты пробуешь желтую слизь... \|,
Map.Event[35].Page[1].list.command[29].textData,"Запах соленый, вкус такой же, но она обжигает язык.",
Map.Event[35].Page[1].list.command[30],____TEXT____,
Map.Event[35].Page[1].list.command[31].textData,Вкус тебя не порадовал. ,
Map.Event[36].Page[0].list.command[0],____TEXT____,
Map.Event[36].Page[0].list.command[1].textData,Перед тобой странный объект...,
Map.Event[36].Page[0].list.command[2],___CHOICE___,
Map.Event[36].Page[0].list.command[2].textChoice[0],Сломать ,
Map.Event[36].Page[0].list.command[2].textChoice[1],Отойти,
Map.Event[36].Page[1].list.command[0],____TEXT____,
Map.Event[36].Page[1].list.command[1].textData,"Нутро отвратительно, от него исходит запах тухлятины.",
Map.Event[37].Page[0].list.command[0],____TEXT____,
Map.Event[37].Page[0].list.command[1].textData,Перед тобой странный объект...,
Map.Event[37].Page[0].list.command[2],___CHOICE___,
