ID,source,target
Map027.Event[1].Page[0].list.command[0].textComment,<follower touch>,
Map027.Event[1].Page[1].list.command[0].textComment,<follower touch>,
Map027.Event[1].Page[2].list.command[0].textComment,<follower touch>,
Map027.Event[1].Page[3].list.command[0].textComment,<follower touch>,
Map027.Event[1].Page[4].list.command[2],____TEXT____,
Map027.Event[1].Page[4].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[1].Page[4].list.command[4],___CHOICE___,
Map027.Event[1].Page[4].list.command[4].textChoice[0],Да,
Map027.Event[1].Page[4].list.command[4].textChoice[1],Нет,
Map027.Event[1].Page[4].list.command[7],____TEXT____,
Map027.Event[1].Page[4].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map027.Event[1].Page[4].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map027.Event[1].Page[4].list.command[23],____TEXT____,
Map027.Event[1].Page[4].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки Жнеца.,
Map027.Event[1].Page[4].list.command[25],___CHOICE___,
Map027.Event[1].Page[4].list.command[25].textChoice[0],Да,
Map027.Event[1].Page[4].list.command[25].textChoice[1],Нет,
Map027.Event[1].Page[4].list.command[27],____TEXT____,
Map027.Event[1].Page[4].list.command[28].textData,Хотя... От него жутко воняет. Ты не сможешь поглотить ,
Map027.Event[1].Page[4].list.command[29].textData,его останки.,
Map027.Event[1].Page[4].list.command[43],____TEXT____,
Map027.Event[1].Page[4].list.command[44].textData,Ты можешь использовать \c[2]Семя демона\c[0] на Жнеце.,
Map027.Event[1].Page[4].list.command[45],___CHOICE___,
Map027.Event[1].Page[4].list.command[45].textChoice[0],Использовать,
Map027.Event[1].Page[4].list.command[45].textChoice[1],Нет,
Map027.Event[1].Page[4].list.command[100],____TEXT____,
Map027.Event[1].Page[4].list.command[101].textData,Дитя проросло из твоего семени!,
Map027.Event[1].Page[4].list.command[102],____TEXT____,
Map027.Event[1].Page[4].list.command[103].textData,Ты берёшь дитя с собой.,
Map027.Event[1].Page[4].list.command[118],____TEXT____,
Map027.Event[1].Page[4].list.command[119].textData,"Тебе не хватает рассудка, для этого действия.",
Map027.Event[1].Page[4].list.command[133],____TEXT____,
Map027.Event[1].Page[4].list.command[134].textData,Жнец повержен...,
Map027.Event[1].Page[4].list.command[135],___CHOICE___,
Map027.Event[1].Page[4].list.command[135].textChoice[0],Ударить его,
Map027.Event[1].Page[4].list.command[135].textChoice[1],Обыскать его,
Map027.Event[1].Page[4].list.command[135].textChoice[2],Оставить его,
Map027.Event[1].Page[4].list.command[141],____TEXT____,
Map027.Event[1].Page[4].list.command[142].textData,Никакой реакции. Но это приносит удовлетворение.,
Map027.Event[1].Page[4].list.command[145],____TEXT____,
Map027.Event[1].Page[4].list.command[146].textData,У Жнеца ничего нет.,
Map027.Event[2].Page[0].list.command[0],____TEXT____,
Map027.Event[2].Page[0].list.command[1].textData,"Фрески с изображением правителей древности, ",
Map027.Event[2].Page[0].list.command[2].textData,предлагающих подношения древним богам.,
Map027.Event[5].Page[1].list.command[0],____TEXT____,
Map027.Event[5].Page[1].list.command[1].textData,Безлунница мертва...,
Map027.Event[5].Page[1].list.command[4],____TEXT____,
Map027.Event[5].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[5].Page[1].list.command[6],___CHOICE___,
Map027.Event[5].Page[1].list.command[6].textChoice[0],Да,
Map027.Event[5].Page[1].list.command[6].textChoice[1],Нет,
Map027.Event[5].Page[1].list.command[9],____TEXT____,
Map027.Event[5].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map027.Event[5].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map027.Event[6].Page[1].list.command[0],____TEXT____,
Map027.Event[6].Page[1].list.command[1].textData,Здесь лежит \N[6]...,
Map027.Event[6].Page[1].list.command[4],____TEXT____,
Map027.Event[6].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[6].Page[1].list.command[6],___CHOICE___,
Map027.Event[6].Page[1].list.command[6].textChoice[0],Да,
Map027.Event[6].Page[1].list.command[6].textChoice[1],Нет,
Map027.Event[6].Page[1].list.command[8],____TEXT____,
Map027.Event[6].Page[1].list.command[9].textData,.\|.\|.\|.,
Map027.Event[6].Page[1].list.command[10],____TEXT____,
Map027.Event[6].Page[1].list.command[11].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map027.Event[7].Page[1].list.command[0],____TEXT____,
Map027.Event[7].Page[1].list.command[1].textData,Здесь лежит \N[5]...,
Map027.Event[7].Page[1].list.command[4],____TEXT____,
Map027.Event[7].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[7].Page[1].list.command[6],___CHOICE___,
Map027.Event[7].Page[1].list.command[6].textChoice[0],Да,
Map027.Event[7].Page[1].list.command[6].textChoice[1],Нет,
Map027.Event[7].Page[1].list.command[9],____TEXT____,
Map027.Event[7].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map027.Event[7].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map027.Event[8].Page[1].list.command[0],____TEXT____,
Map027.Event[8].Page[1].list.command[1].textData,Здесь лежит \N[4]...,
Map027.Event[8].Page[1].list.command[4],____TEXT____,
Map027.Event[8].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[8].Page[1].list.command[6],___CHOICE___,
Map027.Event[8].Page[1].list.command[6].textChoice[0],Да,
Map027.Event[8].Page[1].list.command[6].textChoice[1],Нет,
Map027.Event[8].Page[1].list.command[9],____TEXT____,
Map027.Event[8].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map027.Event[8].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map027.Event[9].Page[1].list.command[0],____TEXT____,
Map027.Event[9].Page[1].list.command[1].textData,Здесь лежит \N[3]...,
Map027.Event[9].Page[1].list.command[4],____TEXT____,
Map027.Event[9].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[9].Page[1].list.command[6],___CHOICE___,
Map027.Event[9].Page[1].list.command[6].textChoice[0],Да,
Map027.Event[9].Page[1].list.command[6].textChoice[1],Нет,
Map027.Event[9].Page[1].list.command[9],____TEXT____,
Map027.Event[9].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map027.Event[9].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map027.Event[10].Page[1].list.command[0],____TEXT____,
Map027.Event[10].Page[1].list.command[1].textData,Здесь лежит \N[1]...,
Map027.Event[10].Page[1].list.command[4],____TEXT____,
Map027.Event[10].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[10].Page[1].list.command[6],___CHOICE___,
Map027.Event[10].Page[1].list.command[6].textChoice[0],Да,
Map027.Event[10].Page[1].list.command[6].textChoice[1],Нет,
Map027.Event[10].Page[1].list.command[9],____TEXT____,
Map027.Event[10].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map027.Event[10].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map027.Event[18].Page[1].list.command[0],____TEXT____,
Map027.Event[18].Page[1].list.command[1].textData,Девочка мертва...,
Map027.Event[18].Page[1].list.command[4],____TEXT____,
Map027.Event[18].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[18].Page[1].list.command[6],___CHOICE___,
Map027.Event[18].Page[1].list.command[6].textChoice[0],Да,
Map027.Event[18].Page[1].list.command[6].textChoice[1],Нет,
Map027.Event[18].Page[1].list.command[9],____TEXT____,
Map027.Event[18].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map027.Event[18].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map027.Event[18].Page[1].list.command[12],____TEXT____,
Map027.Event[18].Page[1].list.command[13].textData,"У камня невероятно тяжелая аура. Настолько, что",
Map027.Event[18].Page[1].list.command[14].textData,"на миг кажется, будто ты не сможешь поднять его...",
Map027.Event[19].Page[1].list.command[0],____TEXT____,
Map027.Event[19].Page[1].list.command[1].textData,Здесь лежит \N[16]...,
Map027.Event[19].Page[1].list.command[3],____TEXT____,
Map027.Event[19].Page[1].list.command[4].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[19].Page[1].list.command[5],___CHOICE___,
Map027.Event[19].Page[1].list.command[5].textChoice[0],Да,
Map027.Event[19].Page[1].list.command[5].textChoice[1],Нет,
Map027.Event[19].Page[1].list.command[7],____TEXT____,
Map027.Event[19].Page[1].list.command[8].textData,.\|.\|.\|.,
Map027.Event[19].Page[1].list.command[9],____TEXT____,
Map027.Event[19].Page[1].list.command[10].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map027.Event[20].Page[1].list.command[0],____TEXT____,
Map027.Event[20].Page[1].list.command[1].textData,Здесь лежит \N[17]...,
Map027.Event[20].Page[1].list.command[3],____TEXT____,
Map027.Event[20].Page[1].list.command[4].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[20].Page[1].list.command[5],___CHOICE___,
Map027.Event[20].Page[1].list.command[5].textChoice[0],Да,
Map027.Event[20].Page[1].list.command[5].textChoice[1],Нет,
Map027.Event[20].Page[1].list.command[7],____TEXT____,
Map027.Event[20].Page[1].list.command[8].textData,.\|.\|.\|.,
Map027.Event[20].Page[1].list.command[9],____TEXT____,
Map027.Event[20].Page[1].list.command[10].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map027.Event[21].Page[1].list.command[0],____TEXT____,
Map027.Event[21].Page[1].list.command[1].textData,Здесь лежит \N[18]...,
Map027.Event[21].Page[1].list.command[3],____TEXT____,
Map027.Event[21].Page[1].list.command[4].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[21].Page[1].list.command[5],___CHOICE___,
Map027.Event[21].Page[1].list.command[5].textChoice[0],Да,
Map027.Event[21].Page[1].list.command[5].textChoice[1],Нет,
Map027.Event[21].Page[1].list.command[7],____TEXT____,
Map027.Event[21].Page[1].list.command[8].textData,.\|.\|.\|.,
Map027.Event[21].Page[1].list.command[9],____TEXT____,
Map027.Event[21].Page[1].list.command[10].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map027.Event[34].Page[0].list.command[8].textComment,MERCENARY,
Map027.Event[34].Page[0].list.command[117].textComment,KNIGHT,
Map027.Event[34].Page[0].list.command[226].textComment,CAPTAIN,
Map027.Event[34].Page[0].list.command[329].textComment,OUTLANDER,
Map027.Event[34].Page[0].list.command[438].textComment,MARRIAGE,
Map027.Event[36].Page[1].list.command[0],____TEXT____,
Map027.Event[36].Page[1].list.command[1].textData,Твоё дитя мертво...,
Map027.Event[36].Page[1].list.command[4],____TEXT____,
Map027.Event[36].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map027.Event[36].Page[1].list.command[6],___CHOICE___,
Map027.Event[36].Page[1].list.command[6].textChoice[0],Да,
Map027.Event[36].Page[1].list.command[6].textChoice[1],Нет,
Map027.Event[36].Page[1].list.command[8],____TEXT____,
Map027.Event[36].Page[1].list.command[9].textData,.\|.\|.\|.,
Map027.Event[36].Page[1].list.command[10],____TEXT____,
Map027.Event[36].Page[1].list.command[11].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map027.Event[37].Page[0].list.command[3],____TEXT____,
Map027.Event[37].Page[0].list.command[4].textData,Ты не можешь двигаться...,
Map027.Event[37].Page[0].list.command[5],___CHOICE___,
Map027.Event[37].Page[0].list.command[5].textChoice[0],Перестать дышать,
Map027.Event[37].Page[0].list.command[5].textChoice[1],Не сдаваться!,
Map027.Event[37].Page[1].list.command[3],____TEXT____,
Map027.Event[37].Page[1].list.command[4].textData,Ты не можешь двигаться...,
Map027.Event[37].Page[1].list.command[5],___CHOICE___,
Map027.Event[37].Page[1].list.command[5].textChoice[0],Перестать дышать,
Map027.Event[37].Page[1].list.command[5].textChoice[1],Не сдаваться!,
Map027.Event[37].Page[2].list.command[3],____TEXT____,
Map027.Event[37].Page[2].list.command[4].textData,Ты не можешь двигаться...,
Map027.Event[37].Page[2].list.command[5],___CHOICE___,
