Ruta,Texto original,Traducción
Map.Event[6].Page[1].list.command[0],____TEXT____,
Map.Event[6].Page[1].list.command[1].textData,Твоё дитя мертво...,
Map.Event[7].Page[0].list.command[3],____TEXT____,
Map.Event[7].Page[0].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[0].list.command[5],___CHOICE___,
Map.Event[7].Page[0].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[0].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[1].list.command[3],____TEXT____,
Map.Event[7].Page[1].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[1].list.command[5],___CHOICE___,
Map.Event[7].Page[1].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[1].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[2].list.command[3],____TEXT____,
Map.Event[7].Page[2].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[2].list.command[5],___CHOICE___,
Map.Event[7].Page[2].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[2].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[3].list.command[3],____TEXT____,
Map.Event[7].Page[3].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[3].list.command[5],___CHOICE___,
Map.Event[7].Page[3].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[3].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[4].list.command[3],____TEXT____,
Map.Event[7].Page[4].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[4].list.command[5],___CHOICE___,
Map.Event[7].Page[4].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[4].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[5].list.command[3],____TEXT____,
Map.Event[7].Page[5].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[5].list.command[5],___CHOICE___,
Map.Event[7].Page[5].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[5].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[6].list.command[3],____TEXT____,
Map.Event[7].Page[6].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[6].list.command[5],___CHOICE___,
Map.Event[7].Page[6].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[6].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[10].Page[1].list.command[0],____TEXT____,
Map.Event[10].Page[1].list.command[1].textData,Девочка мертва...,
Map.Event[11].Page[1].list.command[0],____TEXT____,
Map.Event[11].Page[1].list.command[1].textData,Безлунница мертва...,
Map.Event[12].Page[1].list.command[0],____TEXT____,
Map.Event[12].Page[1].list.command[1].textData,Здесь лежит \N[16]...,
Map.Event[13].Page[1].list.command[0],____TEXT____,
Map.Event[13].Page[1].list.command[1].textData,Здесь лежит \N[17]...,
Map.Event[14].Page[1].list.command[0],____TEXT____,
Map.Event[14].Page[1].list.command[1].textData,Здесь лежит \N[18]...,
Map.Event[15].Page[1].list.command[0],____TEXT____,
Map.Event[15].Page[1].list.command[1].textData,Здесь лежит \N[1]...,
Map.Event[16].Page[1].list.command[0],____TEXT____,
Map.Event[16].Page[1].list.command[1].textData,Здесь лежит \N[3]...,
Map.Event[17].Page[1].list.command[0],____TEXT____,
Map.Event[17].Page[1].list.command[1].textData,Здесь лежит \N[6]...,
Map.Event[18].Page[1].list.command[0],____TEXT____,
Map.Event[18].Page[1].list.command[1].textData,Здесь лежит \N[5]...,
Map.Event[19].Page[1].list.command[0],____TEXT____,
Map.Event[19].Page[1].list.command[1].textData,Здесь лежит \N[4]...,
Map.Event[35].Page[0].list.command[8].textComment,MERCENARY,
Map.Event[35].Page[0].list.command[104].textComment,KNIGHT,
Map.Event[35].Page[0].list.command[200].textComment,CAPTAIN,
Map.Event[35].Page[0].list.command[296].textComment,OUTLANDER,
Map.Event[35].Page[0].list.command[392].textComment,MARRIAGE,
Map.Event[39].Page[0].list.command[0],____TEXT____,
Map.Event[39].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map.Event[39].Page[1].list.command[0],____TEXT____,
Map.Event[39].Page[1].list.command[1].textData,В ящике ничего не осталось.,
Map.Event[42].Page[0].list.command[0],____TEXT____,
Map.Event[42].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map.Event[42].Page[1].list.command[0],____TEXT____,
Map.Event[42].Page[1].list.command[1].textData,В ящике ничего не осталось.,
Map.Event[44].Page[0].list.command[0],____TEXT____,
Map.Event[44].Page[0].list.command[1].textData,Ты ищешь в бочке что-нибудь полезное...,
Map.Event[44].Page[1].list.command[0],____TEXT____,
Map.Event[44].Page[1].list.command[1].textData,Ничего не осталось.,
Map.Event[45].Page[0].list.command[0],____TEXT____,
Map.Event[45].Page[0].list.command[1].textData,Стул с красивой отделкой...,
Map.Event[45].Page[0].list.command[2],____TEXT____,
Map.Event[45].Page[0].list.command[3].textData,Неизвестно зачем он тут. Может его просто здесь хранят?,
Map.Event[48].Page[1].list.command[0],____TEXT____,
Map.Event[48].Page[1].list.command[1].textData,Здесь лежит \N[19]...,
Map.Event[49].Page[1].list.command[0],____TEXT____,
Map.Event[49].Page[1].list.command[1].textData,Здесь лежит \N[20]...,
Map.Event[50].Page[1].list.command[0],____TEXT____,
Map.Event[50].Page[1].list.command[1].textData,Здесь лежит \N[21]...,
