Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[0],____TEXT____,
Map.Event[1].Page[0].list.command[1].textData,"Коридор обвалился. Интересно, как это место",
Map.Event[1].Page[0].list.command[2].textData,все еще не обрушилось...,
Map.Event[1].Page[0].list.command[4],____TEXT____,
Map.Event[1].Page[0].list.command[5].textData,Ты можешь использовать \c[2]Взрывной флакон\c[0]...,
Map.Event[1].Page[0].list.command[6],___CHOICE___,
Map.Event[1].Page[0].list.command[6].textChoice[0],Использовать \c[2]Взрывной флакон\c[0],
Map.Event[1].Page[0].list.command[6].textChoice[1],Уйти,
Map.Event[3].Page[0].list.command[0],____TEXT____,
Map.Event[3].Page[0].list.command[1].textData,"Коридор обвалился. Интересно, как это место",
Map.Event[3].Page[0].list.command[2].textData,все еще не обрушилось...,
Map.Event[3].Page[0].list.command[4],____TEXT____,
Map.Event[3].Page[0].list.command[5].textData,Ты можешь использовать \c[2]Взрывной флакон\c[0]...,
Map.Event[3].Page[0].list.command[6],___CHOICE___,
Map.Event[3].Page[0].list.command[6].textChoice[0],Использовать \c[2]Взрывной флакон\c[0],
Map.Event[3].Page[0].list.command[6].textChoice[1],Уйти,
Map.Event[4].Page[0].list.command[0],____TEXT____,
Map.Event[4].Page[0].list.command[1].textData,"Коридор обвалился. Интересно, как это место",
Map.Event[4].Page[0].list.command[2].textData,все еще не обрушилось...,
Map.Event[4].Page[0].list.command[4],____TEXT____,
Map.Event[4].Page[0].list.command[5].textData,Ты можешь использовать \c[2]Взрывной флакон\c[0]...,
Map.Event[4].Page[0].list.command[6],___CHOICE___,
Map.Event[4].Page[0].list.command[6].textChoice[0],Использовать \c[2]Взрывной флакон\c[0],
Map.Event[4].Page[0].list.command[6].textChoice[1],Уйти,
Map.Event[5].Page[0].list.command[0],____TEXT____,
Map.Event[5].Page[0].list.command[1].textData,"Коридор обвалился. Интересно, как это место",
Map.Event[5].Page[0].list.command[2].textData,все еще не обрушилось...,
Map.Event[5].Page[0].list.command[4],____TEXT____,
Map.Event[5].Page[0].list.command[5].textData,Ты можешь использовать \c[2]Взрывной флакон\c[0]...,
Map.Event[5].Page[0].list.command[6],___CHOICE___,
Map.Event[5].Page[0].list.command[6].textChoice[0],Использовать \c[2]Взрывной флакон\c[0],
Map.Event[5].Page[0].list.command[6].textChoice[1],Уйти,
Map.Event[6].Page[0].list.command[0],____TEXT____,
Map.Event[6].Page[0].list.command[1].textData,"Коридор обвалился. Интересно, как это место",
Map.Event[6].Page[0].list.command[2].textData,все еще не обрушилось...,
Map.Event[6].Page[0].list.command[4],____TEXT____,
Map.Event[6].Page[0].list.command[5].textData,Ты можешь использовать \c[2]Взрывной флакон\c[0]...,
Map.Event[6].Page[0].list.command[6],___CHOICE___,
Map.Event[6].Page[0].list.command[6].textChoice[0],Использовать \c[2]Взрывной флакон\c[0],
Map.Event[6].Page[0].list.command[6].textChoice[1],Уйти,
Map.Event[7].Page[0].list.command[0],____TEXT____,
Map.Event[7].Page[0].list.command[1].textData,"Коридор обвалился. Интересно, как это место",
Map.Event[7].Page[0].list.command[2].textData,все еще не обрушилось...,
Map.Event[7].Page[0].list.command[4],____TEXT____,
Map.Event[7].Page[0].list.command[5].textData,Ты можешь использовать \c[2]Взрывной флакон\c[0]...,
Map.Event[7].Page[0].list.command[6],___CHOICE___,
Map.Event[7].Page[0].list.command[6].textChoice[0],Использовать \c[2]Взрывной флакон\c[0],
Map.Event[7].Page[0].list.command[6].textChoice[1],Уйти,
Map.Event[8].Page[0].list.command[0],____TEXT____,
Map.Event[8].Page[0].list.command[1].textData,"Коридор обвалился. Интересно, как это место",
Map.Event[8].Page[0].list.command[2].textData,все еще не обрушилось...,
