ID,source,target
Map001.Event[7].Page[0].list.command[0],____TEXT____,
Map001.Event[7].Page[0].list.command[1].textData,"Может быть это лишь игра воображения, но ты",
Map001.Event[7].Page[0].list.command[2].textData,слышишь слабый звук доносящийся из-за двери...,
Map001.Event[7].Page[0].list.command[3],___CHOICE___,
Map001.Event[7].Page[0].list.command[3].textChoice[0],Открыть,
Map001.Event[7].Page[0].list.command[3].textChoice[1],Прислушаться,
Map001.Event[7].Page[0].list.command[3].textChoice[2],Постучаться,
Map001.Event[7].Page[0].list.command[3].textChoice[3],Отойти,
Map001.Event[7].Page[0].list.command[21],____TEXT____,
Map001.Event[7].Page[0].list.command[22].textData,.\|.\|.\|.,
Map001.Event[7].Page[0].list.command[24],____TEXT____,
Map001.Event[7].Page[0].list.command[25].textData,Ты слышишь внутри чьё-то слабое дыхание...,
Map001.Event[7].Page[0].list.command[28],____TEXT____,
Map001.Event[7].Page[0].list.command[29].textData,Какой-то слабый звук...,
Map001.Event[7].Page[0].list.command[72],____TEXT____,
Map001.Event[7].Page[0].list.command[73].textData,.\|.\|.\|.,
Map001.Event[7].Page[0].list.command[74],____TEXT____,
Map001.Event[7].Page[0].list.command[75].textData,Нет ответа...,
Map001.Event[9].Page[0].list.command[0].textComment,<follower touch>,
Map001.Event[9].Page[1].list.command[0].textComment,<follower touch>,
Map001.Event[9].Page[2].list.command[0].textComment,<follower touch>,
Map001.Event[9].Page[3].list.command[0].textComment,<follower touch>,
Map001.Event[9].Page[4].list.command[0].textComment,<follower touch>,
Map001.Event[9].Page[5].list.command[0].textComment,<follower touch>,
Map001.Event[9].Page[6].list.command[0].textComment,<follower touch>,
Map001.Event[9].Page[7].list.command[2],____TEXT____,
Map001.Event[9].Page[7].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map001.Event[9].Page[7].list.command[4],___CHOICE___,
Map001.Event[9].Page[7].list.command[4].textChoice[0],Да,
Map001.Event[9].Page[7].list.command[4].textChoice[1],Нет,
Map001.Event[9].Page[7].list.command[7],____TEXT____,
Map001.Event[9].Page[7].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map001.Event[9].Page[7].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map001.Event[9].Page[7].list.command[23],____TEXT____,
Map001.Event[9].Page[7].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки стража.,
Map001.Event[9].Page[7].list.command[25],___CHOICE___,
Map001.Event[9].Page[7].list.command[25].textChoice[0],Да,
Map001.Event[9].Page[7].list.command[25].textChoice[1],Нет,
Map001.Event[9].Page[7].list.command[72],____TEXT____,
Map001.Event[9].Page[7].list.command[73].textData,Ты поглощаешь останки.,
Map001.Event[9].Page[7].list.command[88],____TEXT____,
Map001.Event[9].Page[7].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на страже.,
Map001.Event[9].Page[7].list.command[90],___CHOICE___,
Map001.Event[9].Page[7].list.command[90].textChoice[0],Использовать,
Map001.Event[9].Page[7].list.command[90].textChoice[1],Нет,
Map001.Event[9].Page[7].list.command[145],____TEXT____,
Map001.Event[9].Page[7].list.command[146].textData,Дитя проросло из твоего семени!,
Map001.Event[9].Page[7].list.command[147],____TEXT____,
Map001.Event[9].Page[7].list.command[148].textData,Ты берёшь дитя с собой.,
Map001.Event[9].Page[7].list.command[163],____TEXT____,
Map001.Event[9].Page[7].list.command[164].textData,"Тебе не хватает рассудка, для этого действия.",
Map001.Event[9].Page[7].list.command[179],____TEXT____,
Map001.Event[9].Page[7].list.command[180].textData,Чудовище повержено...,
Map001.Event[9].Page[7].list.command[181],___CHOICE___,
Map001.Event[9].Page[7].list.command[181].textChoice[0],Ударить его,
Map001.Event[9].Page[7].list.command[181].textChoice[1],Обыскать его,
Map001.Event[9].Page[7].list.command[181].textChoice[2],Освежевать его,
Map001.Event[9].Page[7].list.command[181].textChoice[3],Оставить его,
Map001.Event[9].Page[7].list.command[187],____TEXT____,
Map001.Event[9].Page[7].list.command[188].textData,Никакой реакции. Но это приносит удовлетворение.,
Map001.Event[9].Page[7].list.command[201],____TEXT____,
Map001.Event[9].Page[7].list.command[202].textData,Ты подбираешь \c[2]Кожу стража\c[0]!,
Map001.Event[9].Page[7].list.command[209],____TEXT____,
Map001.Event[9].Page[7].list.command[210].textData,Чудовище повержено...,
Map001.Event[9].Page[7].list.command[211],___CHOICE___,
Map001.Event[9].Page[7].list.command[211].textChoice[0],Ударить его,
Map001.Event[9].Page[7].list.command[211].textChoice[1],Обыскать его,
Map001.Event[9].Page[7].list.command[211].textChoice[2],Оставить его,
Map001.Event[9].Page[7].list.command[217],____TEXT____,
Map001.Event[9].Page[7].list.command[218].textData,Никакой реакции. Но это приносит удовлетворение.,
Map001.Event[9].Page[8].list.command[2],____TEXT____,
Map001.Event[9].Page[8].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map001.Event[9].Page[8].list.command[4],___CHOICE___,
Map001.Event[9].Page[8].list.command[4].textChoice[0],Да,
Map001.Event[9].Page[8].list.command[4].textChoice[1],Нет,
Map001.Event[9].Page[8].list.command[7],____TEXT____,
Map001.Event[9].Page[8].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map001.Event[9].Page[8].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map001.Event[9].Page[8].list.command[23],____TEXT____,
Map001.Event[9].Page[8].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки стража.,
Map001.Event[9].Page[8].list.command[25],___CHOICE___,
Map001.Event[9].Page[8].list.command[25].textChoice[0],Да,
Map001.Event[9].Page[8].list.command[25].textChoice[1],Нет,
Map001.Event[9].Page[8].list.command[72],____TEXT____,
Map001.Event[9].Page[8].list.command[73].textData,Ты поглощаешь останки.,
Map001.Event[9].Page[8].list.command[88],____TEXT____,
Map001.Event[9].Page[8].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на страже.,
Map001.Event[9].Page[8].list.command[90],___CHOICE___,
Map001.Event[9].Page[8].list.command[90].textChoice[0],Использовать,
Map001.Event[9].Page[8].list.command[90].textChoice[1],Нет,
Map001.Event[9].Page[8].list.command[145],____TEXT____,
Map001.Event[9].Page[8].list.command[146].textData,Дитя проросло из твоего семени!,
Map001.Event[9].Page[8].list.command[147],____TEXT____,
Map001.Event[9].Page[8].list.command[148].textData,Ты берёшь дитя с собой.,
Map001.Event[9].Page[8].list.command[163],____TEXT____,
Map001.Event[9].Page[8].list.command[164].textData,"Тебе не хватает рассудка, для этого действия.",
Map001.Event[9].Page[8].list.command[179],____TEXT____,
Map001.Event[9].Page[8].list.command[180].textData,Чудовище повержено...,
Map001.Event[9].Page[8].list.command[181],___CHOICE___,
Map001.Event[9].Page[8].list.command[181].textChoice[0],Ударить его,
Map001.Event[9].Page[8].list.command[181].textChoice[1],Обыскать его,
Map001.Event[9].Page[8].list.command[181].textChoice[2],Освежевать его,
Map001.Event[9].Page[8].list.command[181].textChoice[3],Оставить его,
Map001.Event[9].Page[8].list.command[187],____TEXT____,
Map001.Event[9].Page[8].list.command[188].textData,Никакой реакции. Но это приносит удовлетворение.,
Map001.Event[9].Page[8].list.command[191],____TEXT____,
Map001.Event[9].Page[8].list.command[192].textData,У него не осталось ничего полезного.,
Map001.Event[9].Page[8].list.command[201],____TEXT____,
Map001.Event[9].Page[8].list.command[202].textData,Ты подбираешь \c[2]Кожу стража\c[0]!,
Map001.Event[9].Page[8].list.command[209],____TEXT____,
Map001.Event[9].Page[8].list.command[210].textData,Чудовище повержено...,
Map001.Event[9].Page[8].list.command[211],___CHOICE___,
Map001.Event[9].Page[8].list.command[211].textChoice[0],Ударить его,
Map001.Event[9].Page[8].list.command[211].textChoice[1],Обыскать его,
Map001.Event[9].Page[8].list.command[211].textChoice[2],Оставить его,
Map001.Event[9].Page[8].list.command[217],____TEXT____,
Map001.Event[9].Page[8].list.command[218].textData,Никакой реакции. Но это приносит удовлетворение.,
Map001.Event[9].Page[8].list.command[221],____TEXT____,
Map001.Event[9].Page[8].list.command[222].textData,У него не осталось ничего полезного.,
Map001.Event[9].Page[9].list.command[2],____TEXT____,
Map001.Event[9].Page[9].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map001.Event[9].Page[9].list.command[4],___CHOICE___,
Map001.Event[9].Page[9].list.command[4].textChoice[0],Да,
Map001.Event[9].Page[9].list.command[4].textChoice[1],Нет,
Map001.Event[9].Page[9].list.command[7],____TEXT____,
Map001.Event[9].Page[9].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map001.Event[9].Page[9].list.command[9].textData,Теперь камень излучает слабый синий свет.,
Map001.Event[9].Page[9].list.command[10].textData,Вдобавок он стал явно тяжелее.,
Map001.Event[9].Page[9].list.command[11].textData,,
Map001.Event[9].Page[9].list.command[24],____TEXT____,
Map001.Event[9].Page[9].list.command[25].textData,Осталась лишь груда мяса...,
Map001.Event[12].Page[0].list.command[0].textComment,CHEST,
Map001.Event[12].Page[0].list.command[1],____TEXT____,
