Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[29],____TEXT____,
Map.Event[1].Page[0].list.command[30].textData,\c[7]???\c[0],
Map.Event[1].Page[0].list.command[31].textData,"""Темная и сырая средняя школа, сокрытая глубоко во ",
Map.Event[1].Page[0].list.command[32].textData,"тьме"".",
Map.Event[1].Page[0].list.command[34],____TEXT____,
Map.Event[1].Page[0].list.command[35].textData,\c[7]???\c[0],
Map.Event[1].Page[0].list.command[36].textData,"""Можно подумать, что это место не очень подходит для ",
Map.Event[1].Page[0].list.command[37].textData,"воспитания молодежи, но такая поспешная оценка ",
Map.Event[1].Page[0].list.command[38].textData,"ошибочна"".",
Map.Event[1].Page[0].list.command[40],____TEXT____,
Map.Event[1].Page[0].list.command[41].textData,\c[7]???\c[0],
Map.Event[1].Page[0].list.command[42].textData,"""Подземная академия Страха и Голода...""",
Map.Event[1].Page[0].list.command[44],____TEXT____,
Map.Event[1].Page[0].list.command[45].textData,\c[7]???\c[0],
Map.Event[1].Page[0].list.command[46].textData,"""Специализированная средняя школа для самых особенных ",
Map.Event[1].Page[0].list.command[47].textData,"учеников по всему миру"".",
Map.Event[1].Page[0].list.command[48],____TEXT____,
Map.Event[1].Page[0].list.command[49].textData,\c[7]???\c[0],
Map.Event[1].Page[0].list.command[50].textData,"""Я не понимаю, как мне удалось попасть в эту школу ",
Map.Event[1].Page[0].list.command[51].textData,"пройдя отбор среди сотен тысяч других абитуриентов"".",
Map.Event[1].Page[0].list.command[52],____TEXT____,
Map.Event[1].Page[0].list.command[53].textData,\c[7]???\c[0],
Map.Event[1].Page[0].list.command[54].textData,"""Может, это просто судьба, монета, брошенная богами, ",
Map.Event[1].Page[0].list.command[55].textData,"которая избрала мою участь"".",
Map.Event[1].Page[0].list.command[56],____TEXT____,
Map.Event[1].Page[0].list.command[57].textData,\c[7]???\c[0],
Map.Event[1].Page[0].list.command[58].textData,"""Как бы то ни было, меня переполняет гордость и ",
Map.Event[1].Page[0].list.command[59].textData,"нетерпение, зная, что однажды я окажусь в числе тех ",
Map.Event[1].Page[0].list.command[60].textData,"немногих, кто окончил это место...""",
Map.Event[1].Page[0].list.command[61],____TEXT____,
Map.Event[1].Page[0].list.command[62].textData,\c[7]???\c[0],
Map.Event[1].Page[0].list.command[63].textData,"""...и пережил страх и голод, которыми славится эти ",
Map.Event[1].Page[0].list.command[64].textData,"подземелья"".",
Map.Event[1].Page[0].list.command[66],____TEXT____,
Map.Event[1].Page[0].list.command[67].textData,\c[7]???\c[0],
Map.Event[1].Page[0].list.command[68].textData,"""В любом случае, прежде чем мы продолжим, позвольте ",
Map.Event[1].Page[0].list.command[69].textData,"представиться"".",
Map.Event[1].Page[0].list.command[70].textData,,
Map.Event[1].Page[0].list.command[71].textComment,Black background,
Map.Event[1].Page[0].list.command[78],____TEXT____,
Map.Event[1].Page[0].list.command[79].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[80].textData,"""Я Кахара родом с Юга. Приятно познакомиться"".",
Map.Event[1].Page[0].list.command[81],____TEXT____,
Map.Event[1].Page[0].list.command[82].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[83].textData,"""Дело в том, что у меня большие неприятности. ",
Map.Event[1].Page[0].list.command[84].textData,"В академии скоро пройдет ежегодный праздник урожая"".",
Map.Event[1].Page[0].list.command[85],____TEXT____,
Map.Event[1].Page[0].list.command[86].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[87].textData,"""А вместе с фестивалем пройдет и выпускной"".",
Map.Event[1].Page[0].list.command[88],____TEXT____,
Map.Event[1].Page[0].list.command[89].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[90].textData,"""Это кульминация каждого учебного года, отказ от ",
Map.Event[1].Page[0].list.command[91].textData,участия в мероприятии отрежет человека от социума ,
Map.Event[1].Page[0].list.command[92].textData,"на всё оставшиеся время обучения"".",
Map.Event[1].Page[0].list.command[93],____TEXT____,
Map.Event[1].Page[0].list.command[94].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[95].textData,"""У школы очень строгая политика - либо ты ",
Map.Event[1].Page[0].list.command[96].textData,"приспосабливаешься к ее странностям, либо она целиком ",
Map.Event[1].Page[0].list.command[97].textData,"поглощает тебя всем своим естеством"".",
Map.Event[1].Page[0].list.command[98],____TEXT____,
Map.Event[1].Page[0].list.command[99].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[100].textData,"""Так что не пойти на выпускной - не вариант"".",
Map.Event[1].Page[0].list.command[101],____TEXT____,
Map.Event[1].Page[0].list.command[102].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[103].textData,"""Проблема в том что... На выпускной каждому нужен ",
Map.Event[1].Page[0].list.command[104].textData,"партнер. Туда не попасть без пары. Для того, чтобы ",
Map.Event[1].Page[0].list.command[105].textData,"найти себе партнера, нужно нравится людям"".",
Map.Event[1].Page[0].list.command[106],____TEXT____,
Map.Event[1].Page[0].list.command[107].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[108].textData,"""Это что-то вроде осовремененной версии рыцарских ",
Map.Event[1].Page[0].list.command[109].textData,"поединков с драконами и другими древними божествами"".",
Map.Event[1].Page[0].list.command[110],____TEXT____,
Map.Event[1].Page[0].list.command[111].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[112].textData,"""Это основная социальная задача, где ставки высоки"".",
Map.Event[1].Page[0].list.command[113],____TEXT____,
Map.Event[1].Page[0].list.command[114].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[115].textData,"""Но эта опасность меня не напугает. Мне всего-то нужно",
Map.Event[1].Page[0].list.command[116].textData,"пойти и заглянуть в опустевшие глазницы самой смерти"".",
Map.Event[1].Page[0].list.command[117].textData,,
Map.Event[1].Page[0].list.command[118],____TEXT____,
Map.Event[1].Page[0].list.command[119].textData,\c[7]Кахара\c[0],
Map.Event[1].Page[0].list.command[120].textData,"""У меня есть пять дней чтобы найти себе пару на ",
Map.Event[1].Page[0].list.command[121].textData,"выпускной. Пожелайте мне удачи!""",
Map.Event[1].Page[0].list.command[126],____TEXT____,
