ID,source,target
Map084.Event[5].Page[1].list.command[0],____TEXT____,
Map084.Event[5].Page[1].list.command[1].textData,Moonless is dead now...,
Map084.Event[5].Page[1].list.command[4],____TEXT____,
Map084.Event[5].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map084.Event[5].Page[1].list.command[6],___CHOICE___,
Map084.Event[5].Page[1].list.command[6].textChoice[0],Yes,
Map084.Event[5].Page[1].list.command[6].textChoice[1],No,
Map084.Event[5].Page[1].list.command[9],____TEXT____,
Map084.Event[5].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map084.Event[5].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map084.Event[6].Page[1].list.command[0],____TEXT____,
Map084.Event[6].Page[1].list.command[1].textData,Here lies \N[6]...,
Map084.Event[6].Page[1].list.command[4],____TEXT____,
Map084.Event[6].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map084.Event[6].Page[1].list.command[6],___CHOICE___,
Map084.Event[6].Page[1].list.command[6].textChoice[0],Yes,
Map084.Event[6].Page[1].list.command[6].textChoice[1],No,
Map084.Event[6].Page[1].list.command[8],____TEXT____,
Map084.Event[6].Page[1].list.command[9].textData,.\|.\|.\|.,
Map084.Event[6].Page[1].list.command[10],____TEXT____,
Map084.Event[6].Page[1].list.command[11].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map084.Event[6].Page[1].list.command[12].textData,remains...,
Map084.Event[7].Page[1].list.command[0],____TEXT____,
Map084.Event[7].Page[1].list.command[1].textData,Here lies \N[5]...,
Map084.Event[7].Page[1].list.command[4],____TEXT____,
Map084.Event[7].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map084.Event[7].Page[1].list.command[6],___CHOICE___,
Map084.Event[7].Page[1].list.command[6].textChoice[0],Yes,
Map084.Event[7].Page[1].list.command[6].textChoice[1],No,
Map084.Event[7].Page[1].list.command[9],____TEXT____,
Map084.Event[7].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map084.Event[7].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map084.Event[8].Page[1].list.command[0],____TEXT____,
Map084.Event[8].Page[1].list.command[1].textData,Here lies \N[4]...,
Map084.Event[8].Page[1].list.command[4],____TEXT____,
Map084.Event[8].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map084.Event[8].Page[1].list.command[6],___CHOICE___,
Map084.Event[8].Page[1].list.command[6].textChoice[0],Yes,
Map084.Event[8].Page[1].list.command[6].textChoice[1],No,
Map084.Event[8].Page[1].list.command[9],____TEXT____,
Map084.Event[8].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map084.Event[8].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map084.Event[9].Page[1].list.command[0],____TEXT____,
Map084.Event[9].Page[1].list.command[1].textData,Here lies \N[3]...,
Map084.Event[9].Page[1].list.command[4],____TEXT____,
Map084.Event[9].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map084.Event[9].Page[1].list.command[6],___CHOICE___,
Map084.Event[9].Page[1].list.command[6].textChoice[0],Yes,
Map084.Event[9].Page[1].list.command[6].textChoice[1],No,
Map084.Event[9].Page[1].list.command[9],____TEXT____,
Map084.Event[9].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map084.Event[9].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map084.Event[10].Page[1].list.command[0],____TEXT____,
Map084.Event[10].Page[1].list.command[1].textData,Here lies \N[1]...,
Map084.Event[10].Page[1].list.command[4],____TEXT____,
Map084.Event[10].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map084.Event[10].Page[1].list.command[6],___CHOICE___,
Map084.Event[10].Page[1].list.command[6].textChoice[0],Yes,
Map084.Event[10].Page[1].list.command[6].textChoice[1],No,
Map084.Event[10].Page[1].list.command[9],____TEXT____,
Map084.Event[10].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map084.Event[10].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map084.Event[18].Page[1].list.command[0],____TEXT____,
Map084.Event[18].Page[1].list.command[1].textData,The girl is dead now...,
Map084.Event[18].Page[1].list.command[4],____TEXT____,
Map084.Event[18].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map084.Event[18].Page[1].list.command[6],___CHOICE___,
Map084.Event[18].Page[1].list.command[6].textChoice[0],Yes,
Map084.Event[18].Page[1].list.command[6].textChoice[1],No,
Map084.Event[18].Page[1].list.command[9],____TEXT____,
Map084.Event[18].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map084.Event[18].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map084.Event[18].Page[1].list.command[12],____TEXT____,
Map084.Event[18].Page[1].list.command[13].textData,The stone has a heavy aura to it. It's almost too much,
Map084.Event[18].Page[1].list.command[14].textData,for you to carry...,
Map084.Event[19].Page[1].list.command[0],____TEXT____,
Map084.Event[19].Page[1].list.command[1].textData,Here lies \N[16]...,
Map084.Event[19].Page[1].list.command[3],____TEXT____,
Map084.Event[19].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map084.Event[19].Page[1].list.command[5],___CHOICE___,
Map084.Event[19].Page[1].list.command[5].textChoice[0],Yes,
Map084.Event[19].Page[1].list.command[5].textChoice[1],No,
Map084.Event[19].Page[1].list.command[7],____TEXT____,
Map084.Event[19].Page[1].list.command[8].textData,.\|.\|.\|.,
Map084.Event[19].Page[1].list.command[9],____TEXT____,
Map084.Event[19].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map084.Event[19].Page[1].list.command[11].textData,remains...,
Map084.Event[20].Page[1].list.command[0],____TEXT____,
Map084.Event[20].Page[1].list.command[1].textData,Here lies \N[17]...,
Map084.Event[20].Page[1].list.command[3],____TEXT____,
Map084.Event[20].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map084.Event[20].Page[1].list.command[5],___CHOICE___,
Map084.Event[20].Page[1].list.command[5].textChoice[0],Yes,
Map084.Event[20].Page[1].list.command[5].textChoice[1],No,
Map084.Event[20].Page[1].list.command[7],____TEXT____,
Map084.Event[20].Page[1].list.command[8].textData,.\|.\|.\|.,
Map084.Event[20].Page[1].list.command[9],____TEXT____,
Map084.Event[20].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map084.Event[20].Page[1].list.command[11].textData,remains...,
Map084.Event[21].Page[1].list.command[0],____TEXT____,
Map084.Event[21].Page[1].list.command[1].textData,Here lies \N[18]...,
Map084.Event[21].Page[1].list.command[3],____TEXT____,
