Ruta,Texto original,Traducción
Map.Event[4].Page[0].list.command[7],____TEXT____,
Map.Event[4].Page[0].list.command[8].textData,The mercenary Cahara seems to have left your party without,
Map.Event[4].Page[0].list.command[9].textData,you noticing it.,
Map.Event[4].Page[0].list.command[12],____TEXT____,
Map.Event[4].Page[0].list.command[13].textData,You are missing a \c[2]Light blue vial\c[0]!,
Map.Event[4].Page[0].list.command[14],____TEXT____,
Map.Event[4].Page[0].list.command[15].textData,It must have been stolen!,
Map.Event[4].Page[0].list.command[21],____TEXT____,
Map.Event[4].Page[0].list.command[22].textData,You are missing a \c[2]Blue vial\c[0]!,
Map.Event[4].Page[0].list.command[23],____TEXT____,
Map.Event[4].Page[0].list.command[24].textData,It must have been stolen!,
Map.Event[4].Page[0].list.command[30],____TEXT____,
Map.Event[4].Page[0].list.command[31].textData,You are missing some \c[2]Silver coins\c[0]!,
Map.Event[4].Page[0].list.command[32],____TEXT____,
Map.Event[4].Page[0].list.command[33].textData,They must have been stolen!,
Map.Event[4].Page[0].list.command[39],____TEXT____,
Map.Event[4].Page[0].list.command[40].textData,You are missing a \c[2]Bottle of whiskey\c[0]!,
Map.Event[4].Page[0].list.command[41],____TEXT____,
Map.Event[4].Page[0].list.command[42].textData,It must have been stolen!,
Map.Event[5].Page[0].list.command[7],____TEXT____,
Map.Event[5].Page[0].list.command[8].textData,The mercenary Cahara seems to have left your party without,
Map.Event[5].Page[0].list.command[9].textData,you noticing it.,
Map.Event[5].Page[0].list.command[12],____TEXT____,
Map.Event[5].Page[0].list.command[13].textData,You are missing a \c[2]Light blue vial\c[0]!,
Map.Event[5].Page[0].list.command[14],____TEXT____,
Map.Event[5].Page[0].list.command[15].textData,It must have been stolen!,
Map.Event[5].Page[0].list.command[21],____TEXT____,
Map.Event[5].Page[0].list.command[22].textData,You are missing a \c[2]Blue vial\c[0]!,
Map.Event[5].Page[0].list.command[23],____TEXT____,
Map.Event[5].Page[0].list.command[24].textData,It must have been stolen!,
Map.Event[5].Page[0].list.command[30],____TEXT____,
Map.Event[5].Page[0].list.command[31].textData,You are missing some \c[2]Silver coins\c[0]!,
Map.Event[5].Page[0].list.command[32],____TEXT____,
Map.Event[5].Page[0].list.command[33].textData,They must have been stolen!,
Map.Event[5].Page[0].list.command[39],____TEXT____,
Map.Event[5].Page[0].list.command[40].textData,You are missing a \c[2]Bottle of whiskey\c[0]!,
Map.Event[5].Page[0].list.command[41],____TEXT____,
Map.Event[5].Page[0].list.command[42].textData,It must have been stolen!,
Map.Event[7].Page[0].list.command[0],____TEXT____,
Map.Event[7].Page[0].list.command[1].textData,You search the crate for anything useful...,
Map.Event[7].Page[1].list.command[0],____TEXT____,
Map.Event[7].Page[1].list.command[1].textData,Nothing left here.,
Map.Event[8].Page[0].list.command[1],____TEXT____,
Map.Event[8].Page[0].list.command[2].textData,The bed is in a bad shape. The dungeons feel very dingy and ,
Map.Event[8].Page[0].list.command[3].textData,unsafe but you could have a brief respite here if you chose ,
Map.Event[8].Page[0].list.command[4].textData,to do so...,
Map.Event[8].Page[0].list.command[5],___CHOICE___,
Map.Event[8].Page[0].list.command[5].textChoice[0],Tear the blanket,
Map.Event[8].Page[0].list.command[5].textChoice[1],Save & Rest,
Map.Event[8].Page[0].list.command[5].textChoice[2],Leave,
Map.Event[8].Page[0].list.command[9],____TEXT____,
Map.Event[8].Page[0].list.command[10].textData,You got a \c[2]Cloth fragment\c[0]!,
