Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[6].textComment,grogoroth,
Map.Event[1].Page[0].list.command[19].textComment,sylvian,
Map.Event[1].Page[0].list.command[32].textComment,alll-mer,
Map.Event[1].Page[0].list.command[41].textComment,god of depths,
Map.Event[10].Page[0].list.command[1],____TEXT____,
Map.Event[10].Page[0].list.command[2].textData,Use a \c[2]Lesser soul\c[0] to learn the \c[2]Lockpicking\c[0]?,
Map.Event[10].Page[0].list.command[3],___CHOICE___,
Map.Event[10].Page[0].list.command[3].textChoice[0],Yes,
Map.Event[10].Page[0].list.command[3].textChoice[1],No,
Map.Event[10].Page[0].list.command[42],____TEXT____,
Map.Event[10].Page[0].list.command[43].textData,The skill of \c[2]Lockpicking\c[0] is engraved in your mind!,
