Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[0],____TEXT____,
Map.Event[1].Page[0].list.command[1].textData,The hallway has collapsed here. Makes you wonder,
Map.Event[1].Page[0].list.command[2].textData,how the rest of this old fortress stays standing...,
Map.Event[1].Page[0].list.command[4],____TEXT____,
Map.Event[1].Page[0].list.command[5].textData,You could use \c[2]Explosive vial\c[0] here...,
Map.Event[1].Page[0].list.command[6],___CHOICE___,
Map.Event[1].Page[0].list.command[6].textChoice[0],Use \c[2]Explosive vial\c[0],
Map.Event[1].Page[0].list.command[6].textChoice[1],Leave,
Map.Event[3].Page[0].list.command[0],____TEXT____,
Map.Event[3].Page[0].list.command[1].textData,The hallway has collapsed here. Makes you wonder,
Map.Event[3].Page[0].list.command[2].textData,how the rest of this old fortress stays standing...,
Map.Event[3].Page[0].list.command[4],____TEXT____,
Map.Event[3].Page[0].list.command[5].textData,You could use \c[2]Explosive vial\c[0] here...,
Map.Event[3].Page[0].list.command[6],___CHOICE___,
Map.Event[3].Page[0].list.command[6].textChoice[0],Use \c[2]Explosive vial\c[0],
Map.Event[3].Page[0].list.command[6].textChoice[1],Leave,
Map.Event[4].Page[0].list.command[0],____TEXT____,
Map.Event[4].Page[0].list.command[1].textData,The hallway has collapsed here. Makes you wonder,
Map.Event[4].Page[0].list.command[2].textData,how the rest of this old fortress stays standing...,
Map.Event[4].Page[0].list.command[4],____TEXT____,
Map.Event[4].Page[0].list.command[5].textData,You could use \c[2]Explosive vial\c[0] here...,
Map.Event[4].Page[0].list.command[6],___CHOICE___,
Map.Event[4].Page[0].list.command[6].textChoice[0],Use \c[2]Explosive vial\c[0],
Map.Event[4].Page[0].list.command[6].textChoice[1],Leave,
Map.Event[5].Page[0].list.command[0],____TEXT____,
Map.Event[5].Page[0].list.command[1].textData,The hallway has collapsed here. Makes you wonder,
Map.Event[5].Page[0].list.command[2].textData,how the rest of this old fortress stays standing...,
Map.Event[5].Page[0].list.command[4],____TEXT____,
Map.Event[5].Page[0].list.command[5].textData,You could use \c[2]Explosive vial\c[0] here...,
Map.Event[5].Page[0].list.command[6],___CHOICE___,
Map.Event[5].Page[0].list.command[6].textChoice[0],Use \c[2]Explosive vial\c[0],
Map.Event[5].Page[0].list.command[6].textChoice[1],Leave,
Map.Event[6].Page[0].list.command[0],____TEXT____,
Map.Event[6].Page[0].list.command[1].textData,The hallway has collapsed here. Makes you wonder,
Map.Event[6].Page[0].list.command[2].textData,how the rest of this old fortress stays standing...,
Map.Event[6].Page[0].list.command[4],____TEXT____,
Map.Event[6].Page[0].list.command[5].textData,You could use \c[2]Explosive vial\c[0] here...,
Map.Event[6].Page[0].list.command[6],___CHOICE___,
Map.Event[6].Page[0].list.command[6].textChoice[0],Use \c[2]Explosive vial\c[0],
Map.Event[6].Page[0].list.command[6].textChoice[1],Leave,
Map.Event[7].Page[0].list.command[0],____TEXT____,
Map.Event[7].Page[0].list.command[1].textData,The hallway has collapsed here. Makes you wonder,
Map.Event[7].Page[0].list.command[2].textData,how the rest of this old fortress stays standing...,
Map.Event[7].Page[0].list.command[4],____TEXT____,
Map.Event[7].Page[0].list.command[5].textData,You could use \c[2]Explosive vial\c[0] here...,
Map.Event[7].Page[0].list.command[6],___CHOICE___,
Map.Event[7].Page[0].list.command[6].textChoice[0],Use \c[2]Explosive vial\c[0],
Map.Event[7].Page[0].list.command[6].textChoice[1],Leave,
Map.Event[8].Page[0].list.command[0],____TEXT____,
Map.Event[8].Page[0].list.command[1].textData,The hallway has collapsed here. Makes you wonder,
Map.Event[8].Page[0].list.command[2].textData,how the rest of this old fortress stays standing...,
Map.Event[8].Page[0].list.command[4],____TEXT____,
Map.Event[8].Page[0].list.command[5].textData,You could use \c[2]Explosive vial\c[0] here...,
Map.Event[8].Page[0].list.command[6],___CHOICE___,
Map.Event[8].Page[0].list.command[6].textChoice[0],Use \c[2]Explosive vial\c[0],
