ID,source,target
Map167.Event[7].Page[0].list.command[0],____TEXT____,
Map167.Event[7].Page[0].list.command[1].textData,You can't leave! You are on a date!,
Map167.Event[8].Page[0].list.command[0],____TEXT____,
Map167.Event[8].Page[0].list.command[1].textData,Darkness continues behind the bars...,
Map167.Event[9].Page[0].list.command[0],____TEXT____,
Map167.Event[9].Page[0].list.command[1].textData,Darkness continues behind the bars...,
Map167.Event[10].Page[0].list.command[0],____TEXT____,
Map167.Event[10].Page[0].list.command[1].textData,Darkness continues behind the bars...,
Map167.Event[13].Page[0].list.command[0],____TEXT____,
Map167.Event[13].Page[0].list.command[1].textData,You found Enki!,
Map167.Event[16].Page[0].list.command[0],____TEXT____,
Map167.Event[16].Page[0].list.command[1].textData,There is a pit leading to darkness.,
Map167.Event[16].Page[0].list.command[2].textData,Cool air blows from the hole.,
Map167.Event[17].Page[0].list.command[0],____TEXT____,
Map167.Event[17].Page[0].list.command[1].textData,There is a pit leading to darkness.,
Map167.Event[17].Page[0].list.command[2].textData,Cool air blows from the hole.,
Map167.Event[18].Page[0].list.command[0],____TEXT____,
Map167.Event[18].Page[0].list.command[1].textData,There is a pit leading to darkness.,
Map167.Event[18].Page[0].list.command[2].textData,Cool air blows from the hole.,
Map167.Event[21].Page[0].list.command[0],____TEXT____,
Map167.Event[21].Page[0].list.command[1].textData,There is a pit leading to darkness.,
Map167.Event[21].Page[0].list.command[2].textData,Cool air blows from the hole.,
Map167.Event[29].Page[2].list.command[0],____TEXT____,
Map167.Event[29].Page[2].list.command[1].textData,\c[7]D'arce\c[0],
Map167.Event[29].Page[2].list.command[2].textData,"""Darn it. I guess hiding is not my talent...""",
Map167.Event[30].Page[2].list.command[0],____TEXT____,
Map167.Event[30].Page[2].list.command[1].textData,\c[7]Le'garde\c[0],
Map167.Event[30].Page[2].list.command[2].textData,"""Tch. On battlefields you don't need to hide, so there's ",
Map167.Event[30].Page[2].list.command[3].textData,"that...""",
Map167.Event[30].Page[2].list.command[4],____TEXT____,
Map167.Event[30].Page[2].list.command[5].textData,\c[7]Le'garde\c[0],
Map167.Event[30].Page[2].list.command[6].textData,"""But regardless, nice job on finding me.""",
Map167.Event[31].Page[2].list.command[0],____TEXT____,
Map167.Event[31].Page[2].list.command[1].textData,\c[7]Cahara\c[0],
Map167.Event[31].Page[2].list.command[2].textData,"""Well wha'dya know... You caught a thief hiding!""",
Map167.Event[31].Page[2].list.command[3],____TEXT____,
Map167.Event[31].Page[2].list.command[4].textData,\c[7]Cahara\c[0],
Map167.Event[31].Page[2].list.command[5].textData,"""That's pretty impressive. You don't know how many times",
Map167.Event[31].Page[2].list.command[6].textData,"I had to hide in a married woman's closet to this day...""",
Map167.Event[31].Page[2].list.command[7],____TEXT____,
Map167.Event[31].Page[2].list.command[8].textData,\c[7]Cahara\c[0],
Map167.Event[31].Page[2].list.command[9].textData,"""... Or married man's closet. These scenarios vary.""",
Map167.Event[32].Page[2].list.command[0],____TEXT____,
Map167.Event[32].Page[2].list.command[1].textData,\c[7]Ragnvaldr\c[0],
Map167.Event[32].Page[2].list.command[2].textData,"""I was really trying to mask my scent there...",
Map167.Event[32].Page[2].list.command[3].textData,"Yet you still found me...""",
Map167.Event[33].Page[2].list.command[0],____TEXT____,
Map167.Event[33].Page[2].list.command[1].textData,\c[7]Endless one\c[0],
Map167.Event[33].Page[2].list.command[2].textData,"""...""",
Map167.Event[33].Page[2].list.command[3],____TEXT____,
Map167.Event[33].Page[2].list.command[4].textData,\c[7]Endless one\c[0],
