Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[0],____TEXT____,
Map.Event[1].Page[0].list.command[1].textData,The mysterious organ is pulsating steadily.,
Map.Event[1].Page[0].list.command[2],___CHOICE___,
Map.Event[1].Page[0].list.command[2].textChoice[0],Investigate,
Map.Event[1].Page[0].list.command[2].textChoice[1],Cut it open,
Map.Event[1].Page[0].list.command[2].textChoice[2],Leave,
Map.Event[1].Page[0].list.command[4],____TEXT____,
Map.Event[1].Page[0].list.command[5].textData,You cannot quite tell what this organ is but there are veins,
Map.Event[1].Page[0].list.command[6].textData,coming from it and burrowing underground. Seems like it's,
Map.Event[1].Page[0].list.command[7].textData,connected to something bigger.,
Map.Event[1].Page[0].list.command[12],____TEXT____,
Map.Event[1].Page[0].list.command[13].textData,You cut the veins open and some purple liquid seeps from,
Map.Event[1].Page[0].list.command[14].textData,the open cut.,
Map.Event[1].Page[0].list.command[17],____TEXT____,
Map.Event[1].Page[0].list.command[18].textData,The organ stopped moving completely. This must have been,
Map.Event[1].Page[0].list.command[19].textData,the last one.,
Map.Event[1].Page[0].list.command[20],____TEXT____,
Map.Event[1].Page[0].list.command[21].textData,"You hear faint, scream-like sounds echoing through the dungeons.",
Map.Event[1].Page[0].list.command[22].textData,Seems like an older presence has died.,
Map.Event[1].Page[0].list.command[23],____TEXT____,
Map.Event[1].Page[0].list.command[24].textData,Just the idea is monumental and almost too much for you,
Map.Event[1].Page[0].list.command[25].textData,to bear.,
Map.Event[1].Page[0].list.command[29],____TEXT____,
Map.Event[1].Page[0].list.command[30].textData,The organ stopped moving. Although you can still see some,
Map.Event[1].Page[0].list.command[31].textData,"movement in the veins, suggesting that whatever is connected",
Map.Event[1].Page[0].list.command[32].textData,to this thing continues to live.,
Map.Event[1].Page[0].list.command[33],____TEXT____,
Map.Event[1].Page[0].list.command[34].textData,The movement is only slight though. Maybe there aren't many,
Map.Event[1].Page[0].list.command[35].textData,of these things left anymore?,
Map.Event[1].Page[0].list.command[40],____TEXT____,
Map.Event[1].Page[0].list.command[41].textData,The organ stopped moving. Although you can still see some,
Map.Event[1].Page[0].list.command[42].textData,"movement in the veins, suggesting that whatever is connected",
Map.Event[1].Page[0].list.command[43].textData,to this thing continues to live.,
Map.Event[1].Page[1].list.command[0],____TEXT____,
Map.Event[1].Page[1].list.command[1].textData,The organ isn't moving anymore...,
Map.Event[3].Page[0].list.command[0],____TEXT____,
Map.Event[3].Page[0].list.command[1].textData,The mysterious organ is pulsating steadily.,
Map.Event[3].Page[0].list.command[2],___CHOICE___,
Map.Event[3].Page[0].list.command[2].textChoice[0],Investigate,
Map.Event[3].Page[0].list.command[2].textChoice[1],Cut it open,
Map.Event[3].Page[0].list.command[2].textChoice[2],Leave,
Map.Event[3].Page[0].list.command[4],____TEXT____,
Map.Event[3].Page[0].list.command[5].textData,You cannot quite tell what this organ is but there are veins,
