Ruta,Texto original,Traducción
Map.Event[7].Page[0].list.command[1],____TEXT____,
Map.Event[7].Page[0].list.command[2].textData,You could open the door with \c[2]Lockpicking\c[0].,
Map.Event[7].Page[0].list.command[3],___CHOICE___,
Map.Event[7].Page[0].list.command[3].textChoice[0],Use \c[2]Lockpicking\c[0],
Map.Event[7].Page[0].list.command[3].textChoice[1],Don't,
Map.Event[7].Page[0].list.command[22],____TEXT____,
Map.Event[7].Page[0].list.command[23].textData,The door is locked...,
Map.Event[7].Page[0].list.command[24],___CHOICE___,
Map.Event[7].Page[0].list.command[24].textChoice[0],Use \c[2]Cell keys F3\c[0],
Map.Event[7].Page[0].list.command[24].textChoice[1],Use \c[2]Red vial\c[0],
Map.Event[7].Page[0].list.command[24].textChoice[2],Leave,
Map.Event[7].Page[0].list.command[51],____TEXT____,
Map.Event[7].Page[0].list.command[52].textData,The door is locked...,
Map.Event[7].Page[0].list.command[53],___CHOICE___,
Map.Event[7].Page[0].list.command[53].textChoice[0],Use \c[2]Red vial\c[0],
Map.Event[7].Page[0].list.command[53].textChoice[1],Leave,
Map.Event[7].Page[0].list.command[73],____TEXT____,
Map.Event[7].Page[0].list.command[74].textData,The door is locked...,
Map.Event[7].Page[0].list.command[75],___CHOICE___,
Map.Event[7].Page[0].list.command[75].textChoice[0],Use \c[2]Cell keys F3\c[0],
Map.Event[7].Page[0].list.command[75].textChoice[1],Leave,
Map.Event[7].Page[0].list.command[91],____TEXT____,
Map.Event[7].Page[0].list.command[92].textData,The door is locked...,
Map.Event[10].Page[0].list.command[1],____TEXT____,
Map.Event[10].Page[0].list.command[2].textData,You could open the door with \c[2]Lockpicking\c[0].,
Map.Event[10].Page[0].list.command[3],___CHOICE___,
Map.Event[10].Page[0].list.command[3].textChoice[0],Use \c[2]Lockpicking\c[0],
Map.Event[10].Page[0].list.command[3].textChoice[1],Don't,
Map.Event[10].Page[0].list.command[22],____TEXT____,
Map.Event[10].Page[0].list.command[23].textData,The door is locked...,
Map.Event[10].Page[0].list.command[24],___CHOICE___,
Map.Event[10].Page[0].list.command[24].textChoice[0],Use \c[2]Cell keys F3\c[0],
Map.Event[10].Page[0].list.command[24].textChoice[1],Use \c[2]Red vial\c[0],
Map.Event[10].Page[0].list.command[24].textChoice[2],Leave,
Map.Event[10].Page[0].list.command[51],____TEXT____,
Map.Event[10].Page[0].list.command[52].textData,The door is locked...,
Map.Event[10].Page[0].list.command[53],___CHOICE___,
Map.Event[10].Page[0].list.command[53].textChoice[0],Use \c[2]Red vial\c[0],
Map.Event[10].Page[0].list.command[53].textChoice[1],Leave,
Map.Event[10].Page[0].list.command[73],____TEXT____,
Map.Event[10].Page[0].list.command[74].textData,The door is locked...,
Map.Event[10].Page[0].list.command[75],___CHOICE___,
Map.Event[10].Page[0].list.command[75].textChoice[0],Use \c[2]Cell keys F3\c[0],
Map.Event[10].Page[0].list.command[75].textChoice[1],Leave,
Map.Event[10].Page[0].list.command[91],____TEXT____,
Map.Event[10].Page[0].list.command[92].textData,The door is locked...,
Map.Event[11].Page[0].list.command[1],____TEXT____,
