Ruta,Texto original,Traducción
Map.Event[5].Page[1].list.command[0],____TEXT____,
Map.Event[5].Page[1].list.command[1].textData,Moonless is dead now...,
Map.Event[6].Page[1].list.command[0],____TEXT____,
Map.Event[6].Page[1].list.command[1].textData,Here lies \N[6]...,
Map.Event[7].Page[1].list.command[0],____TEXT____,
Map.Event[7].Page[1].list.command[1].textData,Here lies \N[5]...,
Map.Event[8].Page[1].list.command[0],____TEXT____,
Map.Event[8].Page[1].list.command[1].textData,Here lies \N[4]...,
Map.Event[9].Page[1].list.command[0],____TEXT____,
Map.Event[9].Page[1].list.command[1].textData,Here lies \N[3]...,
Map.Event[10].Page[1].list.command[0],____TEXT____,
Map.Event[10].Page[1].list.command[1].textData,Here lies \N[1]...,
Map.Event[10].Page[1].list.command[4],____TEXT____,
Map.Event[10].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[10].Page[1].list.command[6],___CHOICE___,
Map.Event[10].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[10].Page[1].list.command[6].textChoice[1],No,
Map.Event[10].Page[1].list.command[9],____TEXT____,
Map.Event[10].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map.Event[10].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[12].Page[0].list.command[0],____TEXT____,
Map.Event[12].Page[0].list.command[1].textData,There is a huge insect sitting here...,
Map.Event[12].Page[0].list.command[3],___CHOICE___,
Map.Event[12].Page[0].list.command[3].textChoice[0],"""Greetings.""",
Map.Event[12].Page[0].list.command[3].textChoice[1],Leave,
Map.Event[12].Page[0].list.command[5],____TEXT____,
Map.Event[12].Page[0].list.command[6].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[7].textData,"""Greetings...""",
Map.Event[12].Page[0].list.command[8],____TEXT____,
Map.Event[12].Page[0].list.command[9].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[10].textData,"""It appears... you understand us...?""",
Map.Event[12].Page[0].list.command[11],____TEXT____,
Map.Event[12].Page[0].list.command[12].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[13].textData,"""But alas, you are not one of us... just yet...""",
Map.Event[12].Page[0].list.command[14],____TEXT____,
Map.Event[12].Page[0].list.command[15].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[16].textData,"""Tell me - oh filthy human...do you want to kneel in  front of me?""",
Map.Event[12].Page[0].list.command[17],___CHOICE___,
Map.Event[12].Page[0].list.command[17].textChoice[0],Kneel,
Map.Event[12].Page[0].list.command[17].textChoice[1],Don't,
Map.Event[12].Page[0].list.command[19],____TEXT____,
Map.Event[12].Page[0].list.command[20].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[21].textData,"""Your humility...pleases me...I might just make you one",
Map.Event[12].Page[0].list.command[22].textData,"with our kind... one day...""",
Map.Event[12].Page[0].list.command[23],____TEXT____,
Map.Event[12].Page[0].list.command[24].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[25].textData,"""But for now... you are a peasant.""",
Map.Event[12].Page[0].list.command[26],____TEXT____,
Map.Event[12].Page[0].list.command[27].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[28].textData,"""Peasant - there is a lowly being on the upper levels...",
Map.Event[12].Page[0].list.command[29].textData,"A wretched being who wishes to be like us...""",
Map.Event[12].Page[0].list.command[30],____TEXT____,
Map.Event[12].Page[0].list.command[31].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[32].textData,"""The being...wants to soar the skies...but we cannot allow",
Map.Event[12].Page[0].list.command[33].textData,"that...not from someone as miserable as him...""",
Map.Event[12].Page[0].list.command[34],____TEXT____,
Map.Event[12].Page[0].list.command[35].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[36].textData,"""Murder that being...and I shall reward you...""",
Map.Event[12].Page[0].list.command[40],____TEXT____,
Map.Event[12].Page[0].list.command[41].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[42].textData,"""Then leave...you disgusting piece of flesh...""",
Map.Event[12].Page[0].list.command[43],____TEXT____,
Map.Event[12].Page[0].list.command[44].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[45].textData,"""Just know that one day...you will become a rotten home...",
Map.Event[12].Page[0].list.command[46].textData,"for my brood...""",
Map.Event[12].Page[0].list.command[47],____TEXT____,
Map.Event[12].Page[0].list.command[48].textData,\c[7]Cockroach king\c[0],
Map.Event[12].Page[0].list.command[49].textData,"""And that day...might be very soon...""",
