ID,source,target
Map081.Event[5].Page[1].list.command[0],____TEXT____,
Map081.Event[5].Page[1].list.command[1].textData,Moonless is dead now...,
Map081.Event[5].Page[1].list.command[4],____TEXT____,
Map081.Event[5].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[5].Page[1].list.command[6],___CHOICE___,
Map081.Event[5].Page[1].list.command[6].textChoice[0],Yes,
Map081.Event[5].Page[1].list.command[6].textChoice[1],No,
Map081.Event[5].Page[1].list.command[9],____TEXT____,
Map081.Event[5].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map081.Event[5].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map081.Event[6].Page[1].list.command[0],____TEXT____,
Map081.Event[6].Page[1].list.command[1].textData,Here lies \N[6]...,
Map081.Event[6].Page[1].list.command[4],____TEXT____,
Map081.Event[6].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[6].Page[1].list.command[6],___CHOICE___,
Map081.Event[6].Page[1].list.command[6].textChoice[0],Yes,
Map081.Event[6].Page[1].list.command[6].textChoice[1],No,
Map081.Event[6].Page[1].list.command[8],____TEXT____,
Map081.Event[6].Page[1].list.command[9].textData,.\|.\|.\|.,
Map081.Event[6].Page[1].list.command[10],____TEXT____,
Map081.Event[6].Page[1].list.command[11].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map081.Event[6].Page[1].list.command[12].textData,remains...,
Map081.Event[7].Page[1].list.command[0],____TEXT____,
Map081.Event[7].Page[1].list.command[1].textData,Here lies \N[5]...,
Map081.Event[7].Page[1].list.command[4],____TEXT____,
Map081.Event[7].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[7].Page[1].list.command[6],___CHOICE___,
Map081.Event[7].Page[1].list.command[6].textChoice[0],Yes,
Map081.Event[7].Page[1].list.command[6].textChoice[1],No,
Map081.Event[7].Page[1].list.command[9],____TEXT____,
Map081.Event[7].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map081.Event[7].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map081.Event[8].Page[1].list.command[0],____TEXT____,
Map081.Event[8].Page[1].list.command[1].textData,Here lies \N[4]...,
Map081.Event[8].Page[1].list.command[4],____TEXT____,
Map081.Event[8].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[8].Page[1].list.command[6],___CHOICE___,
Map081.Event[8].Page[1].list.command[6].textChoice[0],Yes,
Map081.Event[8].Page[1].list.command[6].textChoice[1],No,
Map081.Event[8].Page[1].list.command[9],____TEXT____,
Map081.Event[8].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map081.Event[8].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map081.Event[9].Page[1].list.command[0],____TEXT____,
Map081.Event[9].Page[1].list.command[1].textData,Here lies \N[3]...,
Map081.Event[9].Page[1].list.command[4],____TEXT____,
Map081.Event[9].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[9].Page[1].list.command[6],___CHOICE___,
Map081.Event[9].Page[1].list.command[6].textChoice[0],Yes,
Map081.Event[9].Page[1].list.command[6].textChoice[1],No,
Map081.Event[9].Page[1].list.command[9],____TEXT____,
Map081.Event[9].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map081.Event[9].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map081.Event[10].Page[1].list.command[0],____TEXT____,
Map081.Event[10].Page[1].list.command[1].textData,Here lies \N[1]...,
Map081.Event[10].Page[1].list.command[4],____TEXT____,
Map081.Event[10].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[10].Page[1].list.command[6],___CHOICE___,
Map081.Event[10].Page[1].list.command[6].textChoice[0],Yes,
Map081.Event[10].Page[1].list.command[6].textChoice[1],No,
Map081.Event[10].Page[1].list.command[9],____TEXT____,
Map081.Event[10].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map081.Event[10].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map081.Event[18].Page[1].list.command[0],____TEXT____,
Map081.Event[18].Page[1].list.command[1].textData,The girl is dead now...,
Map081.Event[18].Page[1].list.command[4],____TEXT____,
Map081.Event[18].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[18].Page[1].list.command[6],___CHOICE___,
Map081.Event[18].Page[1].list.command[6].textChoice[0],Yes,
Map081.Event[18].Page[1].list.command[6].textChoice[1],No,
Map081.Event[18].Page[1].list.command[9],____TEXT____,
Map081.Event[18].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed its appearance.,
Map081.Event[18].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map081.Event[18].Page[1].list.command[12],____TEXT____,
Map081.Event[18].Page[1].list.command[13].textData,The stone has a heavy aura to it. It's almost too much,
Map081.Event[18].Page[1].list.command[14].textData,for you to carry...,
Map081.Event[19].Page[1].list.command[0],____TEXT____,
Map081.Event[19].Page[1].list.command[1].textData,Here lies \N[16]...,
Map081.Event[19].Page[1].list.command[3],____TEXT____,
Map081.Event[19].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[19].Page[1].list.command[5],___CHOICE___,
Map081.Event[19].Page[1].list.command[5].textChoice[0],Yes,
Map081.Event[19].Page[1].list.command[5].textChoice[1],No,
Map081.Event[19].Page[1].list.command[7],____TEXT____,
Map081.Event[19].Page[1].list.command[8].textData,.\|.\|.\|.,
Map081.Event[19].Page[1].list.command[9],____TEXT____,
Map081.Event[19].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map081.Event[19].Page[1].list.command[11].textData,remains...,
Map081.Event[20].Page[1].list.command[0],____TEXT____,
Map081.Event[20].Page[1].list.command[1].textData,Here lies \N[17]...,
Map081.Event[20].Page[1].list.command[3],____TEXT____,
Map081.Event[20].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[20].Page[1].list.command[5],___CHOICE___,
Map081.Event[20].Page[1].list.command[5].textChoice[0],Yes,
Map081.Event[20].Page[1].list.command[5].textChoice[1],No,
Map081.Event[20].Page[1].list.command[7],____TEXT____,
Map081.Event[20].Page[1].list.command[8].textData,.\|.\|.\|.,
Map081.Event[20].Page[1].list.command[9],____TEXT____,
Map081.Event[20].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map081.Event[20].Page[1].list.command[11].textData,remains...,
Map081.Event[21].Page[1].list.command[0],____TEXT____,
Map081.Event[21].Page[1].list.command[1].textData,Here lies \N[18]...,
Map081.Event[21].Page[1].list.command[3],____TEXT____,
Map081.Event[21].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map081.Event[21].Page[1].list.command[5],___CHOICE___,
Map081.Event[21].Page[1].list.command[5].textChoice[0],Yes,
Map081.Event[21].Page[1].list.command[5].textChoice[1],No,
Map081.Event[21].Page[1].list.command[7],____TEXT____,
Map081.Event[21].Page[1].list.command[8].textData,.\|.\|.\|.,
Map081.Event[21].Page[1].list.command[9],____TEXT____,
Map081.Event[21].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map081.Event[21].Page[1].list.command[11].textData,remains...,
Map081.Event[34].Page[0].list.command[8].textComment,MERCENARY,
Map081.Event[34].Page[0].list.command[87].textComment,KNIGHT,
Map081.Event[34].Page[0].list.command[166].textComment,CAPTAIN,
Map081.Event[34].Page[0].list.command[269].textComment,OUTLANDER,
