Ruta,Texto original,Traducción
Map.Event[2].Page[0].list.command[0],____TEXT____,
Map.Event[2].Page[0].list.command[1].textData,You search the urn for anything useful...,
Map.Event[2].Page[1].list.command[0],____TEXT____,
Map.Event[2].Page[1].list.command[1].textData,Nothing left here.,
Map.Event[3].Page[0].list.command[0].textComment,BOOKSHELF,
Map.Event[3].Page[0].list.command[1],____TEXT____,
Map.Event[3].Page[0].list.command[2].textData,There are few ancient scrolls laying around...,
Map.Event[3].Page[0].list.command[3],___CHOICE___,
Map.Event[3].Page[0].list.command[3].textChoice[0],Search,
Map.Event[3].Page[0].list.command[3].textChoice[1],Leave,
Map.Event[3].Page[0].list.command[9],___CHOICE___,
Map.Event[3].Page[0].list.command[9].textChoice[0],HEADS,
Map.Event[3].Page[0].list.command[9].textChoice[1],TAILS,
Map.Event[3].Page[0].list.command[99],____TEXT____,
Map.Event[3].Page[0].list.command[100].textData,You find nothing of interest.,
Map.Event[3].Page[0].list.command[110].textComment,BOOKSHELF,
Map.Event[3].Page[1].list.command[0],____TEXT____,
Map.Event[3].Page[1].list.command[1].textData,You already searched this rack.,
Map.Event[5].Page[1].list.command[0],____TEXT____,
Map.Event[5].Page[1].list.command[1].textData,Moonless is dead now...,
Map.Event[5].Page[1].list.command[4],____TEXT____,
Map.Event[5].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[5].Page[1].list.command[6],___CHOICE___,
Map.Event[5].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[5].Page[1].list.command[6].textChoice[1],No,
Map.Event[5].Page[1].list.command[9],____TEXT____,
Map.Event[5].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[5].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[6].Page[1].list.command[0],____TEXT____,
Map.Event[6].Page[1].list.command[1].textData,Here lies \N[6]...,
Map.Event[6].Page[1].list.command[4],____TEXT____,
Map.Event[6].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[6].Page[1].list.command[6],___CHOICE___,
