Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[0],____TEXT____,
Map.Event[1].Page[0].list.command[1].textData,Not even a slight moan can be heard from them.,
Map.Event[1].Page[0].list.command[2].textData,Everything is happening in complete silence.,
Map.Event[2].Page[0].list.command[0],____TEXT____,
Map.Event[2].Page[0].list.command[1].textData,The act looks painful to the submissive one.,
Map.Event[3].Page[0].list.command[0],____TEXT____,
Map.Event[3].Page[0].list.command[1].textData,"They don't even seem to notice you, let alone be ",
Map.Event[3].Page[0].list.command[2].textData,bothered by your presence...,
Map.Event[4].Page[0].list.command[0],____TEXT____,
Map.Event[4].Page[0].list.command[1].textData,It's hard to tell whether they are enjoying the act,
Map.Event[4].Page[0].list.command[2].textData,or not...,
Map.Event[5].Page[0].list.command[0],____TEXT____,
Map.Event[5].Page[0].list.command[1].textData,They seem busy... best not interrupt.,
Map.Event[6].Page[0].list.command[0],____TEXT____,
Map.Event[6].Page[0].list.command[1].textData,They are in a trance-like state.,
Map.Event[7].Page[0].list.command[0],____TEXT____,
Map.Event[7].Page[0].list.command[1].textData,"Even if they seem distant, you feel the love they're",
Map.Event[7].Page[0].list.command[2].textData,emitting to their surroundings.,
Map.Event[8].Page[0].list.command[0],____TEXT____,
Map.Event[8].Page[0].list.command[1].textData,\c[7]Naked bunnymask\c[0],
Map.Event[8].Page[0].list.command[2].textData,"""Welcome to the meadows o' traveller!""",
Map.Event[8].Page[0].list.command[3],____TEXT____,
Map.Event[8].Page[0].list.command[4].textData,\c[7]Naked bunnymask\c[0],
Map.Event[8].Page[0].list.command[5].textData,"""Let us ease your suffering...""",
Map.Event[8].Page[0].list.command[6],____TEXT____,
Map.Event[8].Page[0].list.command[7].textData,\c[7]Naked bunnymask\c[0],
Map.Event[8].Page[0].list.command[8].textData,"""The first one is free.""",
Map.Event[9].Page[0].list.command[0],____TEXT____,
Map.Event[9].Page[0].list.command[1].textData,\c[7]Naked bunnymask\c[0],
Map.Event[9].Page[0].list.command[2].textData,"""Are you looking for a partner?""",
Map.Event[9].Page[0].list.command[3],___CHOICE___,
Map.Event[9].Page[0].list.command[3].textChoice[0],Yes,
Map.Event[9].Page[0].list.command[3].textChoice[1],No,
Map.Event[9].Page[0].list.command[5],____TEXT____,
Map.Event[9].Page[0].list.command[6].textData,\c[7]Naked bunnymask\c[0],
Map.Event[9].Page[0].list.command[7].textData,"""Just take off your clothes and put on this mask.""",
Map.Event[9].Page[0].list.command[9],____TEXT____,
Map.Event[9].Page[0].list.command[10].textData,\c[7]Naked bunnymask\c[0],
Map.Event[9].Page[0].list.command[11].textData,"""Hmmm....""",
Map.Event[9].Page[0].list.command[12],____TEXT____,
Map.Event[9].Page[0].list.command[13].textData,\c[7]Naked bunnymask\c[0],
Map.Event[9].Page[0].list.command[14].textData,"""Love... That armor isn't coming off, is it?""",
Map.Event[9].Page[0].list.command[15],____TEXT____,
Map.Event[9].Page[0].list.command[16].textData,\c[7]Naked bunnymask\c[0],
Map.Event[9].Page[0].list.command[17].textData,"""I'm afraid there is not much we do in that case...""",
Map.Event[9].Page[0].list.command[21],____TEXT____,
Map.Event[9].Page[0].list.command[22].textData,\c[7]Naked bunnymask\c[0],
Map.Event[9].Page[0].list.command[23].textData,"""Hmmm....""",
Map.Event[9].Page[0].list.command[24],____TEXT____,
Map.Event[9].Page[0].list.command[25].textData,\c[7]Naked bunnymask\c[0],
Map.Event[9].Page[0].list.command[26].textData,"""Love, unfortunately your parts don't seem operational",
Map.Event[9].Page[0].list.command[27].textData,"anymore...""",
Map.Event[9].Page[1].list.command[7],___CHOICE___,
Map.Event[9].Page[1].list.command[7].textChoice[0],HEADS,
Map.Event[9].Page[1].list.command[7].textChoice[1],TAILS,
Map.Event[9].Page[2].list.command[7],___CHOICE___,
Map.Event[9].Page[2].list.command[7].textChoice[0],HEADS,
Map.Event[9].Page[2].list.command[7].textChoice[1],TAILS,
Map.Event[9].Page[3].list.command[7],___CHOICE___,
Map.Event[9].Page[3].list.command[7].textChoice[0],HEADS,
Map.Event[9].Page[3].list.command[7].textChoice[1],TAILS,
Map.Event[9].Page[4].list.command[7],___CHOICE___,
Map.Event[9].Page[4].list.command[7].textChoice[0],HEADS,
Map.Event[9].Page[4].list.command[7].textChoice[1],TAILS,
Map.Event[9].Page[5].list.command[7],___CHOICE___,
Map.Event[9].Page[5].list.command[7].textChoice[0],HEADS,
Map.Event[9].Page[5].list.command[7].textChoice[1],TAILS,
Map.Event[9].Page[6].list.command[7],___CHOICE___,
Map.Event[9].Page[6].list.command[7].textChoice[0],HEADS,
Map.Event[9].Page[6].list.command[7].textChoice[1],TAILS,
Map.Event[9].Page[7].list.command[4],____TEXT____,
Map.Event[9].Page[7].list.command[5].textData,"With the act, your affinity with the Sylvian is growing...",
Map.Event[10].Page[0].list.command[0],____TEXT____,
Map.Event[10].Page[0].list.command[1].textData,Both of them are staring to the far-distance.,
Map.Event[11].Page[0].list.command[0],____TEXT____,
Map.Event[11].Page[0].list.command[1].textData,The woman on top is doing all the work.,
Map.Event[12].Page[0].list.command[0],____TEXT____,
Map.Event[12].Page[0].list.command[1].textData,They are completely focused on each other.,
