Ruta,Texto original,Traducción
Map.Event[3].Page[0].list.command[3],____TEXT____,
Map.Event[3].Page[0].list.command[4].textData,\c[7]\N[3]\c[0],
Map.Event[3].Page[0].list.command[5].textData,"""They believe you're the one from the prophecies.""",
Map.Event[3].Page[0].list.command[7],____TEXT____,
Map.Event[3].Page[0].list.command[8].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[9].textData,"""Hm. Those ancient texts are but child's word play...""",
Map.Event[3].Page[0].list.command[10],____TEXT____,
Map.Event[3].Page[0].list.command[11].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[12].textData,"""Of course that doesn't mean that I shouldn't use them to",
Map.Event[3].Page[0].list.command[13].textData,"my advantage.""",
Map.Event[3].Page[0].list.command[15],____TEXT____,
Map.Event[3].Page[0].list.command[16].textData,\c[7]\N[3]\c[0],
Map.Event[3].Page[0].list.command[17].textData,"""...""",
Map.Event[3].Page[0].list.command[18],____TEXT____,
Map.Event[3].Page[0].list.command[19].textData,\c[7]\N[3]\c[0],
Map.Event[3].Page[0].list.command[20].textData,"""But really, many things are scarily accurate in the ",
Map.Event[3].Page[0].list.command[21].textData,"prophecy.""",
Map.Event[3].Page[0].list.command[22],____TEXT____,
Map.Event[3].Page[0].list.command[23].textData,\c[7]\N[3]\c[0],
Map.Event[3].Page[0].list.command[24].textData,"""It talks about 'the fair haired man' and 'the one who rivals",
Map.Event[3].Page[0].list.command[25].textData,"gods in both power and beauty'...""",
Map.Event[3].Page[0].list.command[26],____TEXT____,
Map.Event[3].Page[0].list.command[27].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[28].textData,"""Hah! I thought all the older gods were ugly as hell.""",
Map.Event[3].Page[0].list.command[29],____TEXT____,
Map.Event[3].Page[0].list.command[30].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[31].textData,"""Don't tell me you buy that stuff too?""",
Map.Event[3].Page[0].list.command[32],____TEXT____,
Map.Event[3].Page[0].list.command[33].textData,\c[7]\N[3]\c[0],
Map.Event[3].Page[0].list.command[34].textData,"""Nilvan of the new gods is supposedly beautiful. Just as",
Map.Event[3].Page[0].list.command[35].textData,"the tormented one used to be...""",
Map.Event[3].Page[0].list.command[37],____TEXT____,
Map.Event[3].Page[0].list.command[38].textData,\c[7]\N[3]\c[0],
Map.Event[3].Page[0].list.command[39].textData,"""The texts also speak 'He, who unites the warring states, not",
Map.Event[3].Page[0].list.command[40].textData,"by the power of the golden staff, but by the power of dozen",
Map.Event[3].Page[0].list.command[41].textData,"pitchforks'."" ",
Map.Event[3].Page[0].list.command[42],____TEXT____,
Map.Event[3].Page[0].list.command[43].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[44].textData,"""Well all the kings hate me at this point, so that one line",
Map.Event[3].Page[0].list.command[45].textData,"I can agree with...""",
Map.Event[3].Page[0].list.command[47],____TEXT____,
Map.Event[3].Page[0].list.command[48].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[49].textData,"""I WILL strive to unify these lands, be it in the",
Map.Event[3].Page[0].list.command[50].textData,"prophecies or not.""",
Map.Event[3].Page[0].list.command[51],____TEXT____,
Map.Event[3].Page[0].list.command[52].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[53].textData,"""No matter the cost.""",
Map.Event[3].Page[0].list.command[55],____TEXT____,
Map.Event[3].Page[0].list.command[56].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[57].textData,"""But...""",
Map.Event[3].Page[0].list.command[58],____TEXT____,
Map.Event[3].Page[0].list.command[59].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[60].textData,"""I feel like I'm really close to achieving my goals, but",
Map.Event[3].Page[0].list.command[61].textData,"the last step is not clear... It's still shrouded in the mist.""",
Map.Event[3].Page[0].list.command[62],____TEXT____,
Map.Event[3].Page[0].list.command[63].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[64].textData,"""I'm not certain if this is 'the path' to achieve all this.""",
Map.Event[3].Page[0].list.command[66],____TEXT____,
Map.Event[3].Page[0].list.command[67].textData,\c[7]\N[3]\c[0],
Map.Event[3].Page[0].list.command[68].textData,"""What do you mean? You are just a step away from founding",
Map.Event[3].Page[0].list.command[69].textData,your own kingdom and becoming one of the most fabled rulers,
Map.Event[3].Page[0].list.command[70].textData,"of our time!""",
Map.Event[3].Page[0].list.command[71],____TEXT____,
Map.Event[3].Page[0].list.command[72].textData,\c[7]\N[3]\c[0],
Map.Event[3].Page[0].list.command[73].textData,"""You'd make a great ruler! I'm sure of it! Common people ",
Map.Event[3].Page[0].list.command[74].textData,"love you already!""",
Map.Event[3].Page[0].list.command[75],____TEXT____,
Map.Event[3].Page[0].list.command[76].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[77].textData,"""...""",
Map.Event[3].Page[0].list.command[83],____TEXT____,
Map.Event[3].Page[0].list.command[84].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[85].textData,"""'I'm sure of it.' she says..."" ",
Map.Event[3].Page[0].list.command[87],____TEXT____,
Map.Event[3].Page[0].list.command[88].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[89].textData,"""What difference would it make anyway?""",
Map.Event[3].Page[0].list.command[90],____TEXT____,
Map.Event[3].Page[0].list.command[91].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[92].textData,"""The history has proven time and time again that order,",
Map.Event[3].Page[0].list.command[93].textData,"virtue and tranquility don't last.""",
Map.Event[3].Page[0].list.command[94],____TEXT____,
Map.Event[3].Page[0].list.command[95].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[96].textData,"""I need something definite. Something pure.""",
Map.Event[3].Page[0].list.command[97],____TEXT____,
Map.Event[3].Page[0].list.command[98].textData,\c[7]\N[6]\c[0],
Map.Event[3].Page[0].list.command[99].textData,"""I need to ascend above the kings and queens of our times.""",
Map.Event[3].Page[0].list.command[101],____TEXT____,
