ID,source,target
Map046.Event[5].Page[1].list.command[0],____TEXT____,
Map046.Event[5].Page[1].list.command[1].textData,Moonless is dead now...,
Map046.Event[5].Page[1].list.command[4],____TEXT____,
Map046.Event[5].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map046.Event[5].Page[1].list.command[6],___CHOICE___,
Map046.Event[5].Page[1].list.command[6].textChoice[0],Yes,
Map046.Event[5].Page[1].list.command[6].textChoice[1],No,
Map046.Event[5].Page[1].list.command[9],____TEXT____,
Map046.Event[5].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map046.Event[5].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map046.Event[6].Page[1].list.command[0],____TEXT____,
Map046.Event[6].Page[1].list.command[1].textData,Here lies \N[6]...,
Map046.Event[6].Page[1].list.command[4],____TEXT____,
Map046.Event[6].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map046.Event[6].Page[1].list.command[6],___CHOICE___,
Map046.Event[6].Page[1].list.command[6].textChoice[0],Yes,
Map046.Event[6].Page[1].list.command[6].textChoice[1],No,
Map046.Event[6].Page[1].list.command[8],____TEXT____,
Map046.Event[6].Page[1].list.command[9].textData,.\|.\|.\|.,
Map046.Event[6].Page[1].list.command[10],____TEXT____,
Map046.Event[6].Page[1].list.command[11].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map046.Event[6].Page[1].list.command[12].textData,remains...,
Map046.Event[7].Page[1].list.command[0],____TEXT____,
Map046.Event[7].Page[1].list.command[1].textData,Here lies \N[5]...,
Map046.Event[7].Page[1].list.command[4],____TEXT____,
Map046.Event[7].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map046.Event[7].Page[1].list.command[6],___CHOICE___,
Map046.Event[7].Page[1].list.command[6].textChoice[0],Yes,
Map046.Event[7].Page[1].list.command[6].textChoice[1],No,
Map046.Event[7].Page[1].list.command[9],____TEXT____,
Map046.Event[7].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map046.Event[7].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map046.Event[8].Page[1].list.command[0],____TEXT____,
Map046.Event[8].Page[1].list.command[1].textData,Here lies \N[4]...,
Map046.Event[8].Page[1].list.command[4],____TEXT____,
Map046.Event[8].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map046.Event[8].Page[1].list.command[6],___CHOICE___,
Map046.Event[8].Page[1].list.command[6].textChoice[0],Yes,
Map046.Event[8].Page[1].list.command[6].textChoice[1],No,
Map046.Event[8].Page[1].list.command[9],____TEXT____,
Map046.Event[8].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map046.Event[8].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map046.Event[9].Page[1].list.command[0],____TEXT____,
Map046.Event[9].Page[1].list.command[1].textData,Here lies \N[3]...,
Map046.Event[9].Page[1].list.command[4],____TEXT____,
Map046.Event[9].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map046.Event[9].Page[1].list.command[6],___CHOICE___,
Map046.Event[9].Page[1].list.command[6].textChoice[0],Yes,
Map046.Event[9].Page[1].list.command[6].textChoice[1],No,
Map046.Event[9].Page[1].list.command[9],____TEXT____,
Map046.Event[9].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map046.Event[9].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map046.Event[10].Page[1].list.command[0],____TEXT____,
Map046.Event[10].Page[1].list.command[1].textData,Here lies \N[1]...,
Map046.Event[10].Page[1].list.command[4],____TEXT____,
Map046.Event[10].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map046.Event[10].Page[1].list.command[6],___CHOICE___,
Map046.Event[10].Page[1].list.command[6].textChoice[0],Yes,
Map046.Event[10].Page[1].list.command[6].textChoice[1],No,
Map046.Event[10].Page[1].list.command[9],____TEXT____,
Map046.Event[10].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map046.Event[10].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map046.Event[12].Page[0].list.command[0],____TEXT____,
Map046.Event[12].Page[0].list.command[1].textData,There is a huge insect sitting here...,
Map046.Event[12].Page[0].list.command[3],___CHOICE___,
Map046.Event[12].Page[0].list.command[3].textChoice[0],"""Greetings.""",
Map046.Event[12].Page[0].list.command[3].textChoice[1],Leave,
Map046.Event[12].Page[0].list.command[5],____TEXT____,
Map046.Event[12].Page[0].list.command[6].textData,\c[7]Cockroach king\c[0],
Map046.Event[12].Page[0].list.command[7].textData,"""Greetings...""",
Map046.Event[12].Page[0].list.command[8],____TEXT____,
