ID,source,target
Map065.Event[8].Page[0].list.command[0],____TEXT____,
Map065.Event[8].Page[0].list.command[1].textData,A dark pit with disturbing odor ominating from it...,
Map065.Event[8].Page[0].list.command[2],___CHOICE___,
Map065.Event[8].Page[0].list.command[2].textChoice[0],Investigate,
Map065.Event[8].Page[0].list.command[2].textChoice[1],Leave,
Map065.Event[8].Page[0].list.command[4],____TEXT____,
Map065.Event[8].Page[0].list.command[5].textData,You can hear noices echoing from the depths...,
Map065.Event[36].Page[0].list.command[3].textComment,rolling1,
Map065.Event[36].Page[0].list.command[10].textComment,rolling2,
Map065.Event[36].Page[0].list.command[17].textComment,rolling3,
Map065.Event[36].Page[0].list.command[24].textComment,rolling_check,
Map065.Event[156].Page[1].list.command[0],____TEXT____,
Map065.Event[156].Page[1].list.command[1].textData,The girl is dead now...,
Map065.Event[156].Page[1].list.command[4],____TEXT____,
Map065.Event[156].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map065.Event[156].Page[1].list.command[6],___CHOICE___,
Map065.Event[156].Page[1].list.command[6].textChoice[0],Yes,
Map065.Event[156].Page[1].list.command[6].textChoice[1],No,
Map065.Event[156].Page[1].list.command[9],____TEXT____,
Map065.Event[156].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map065.Event[156].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map065.Event[156].Page[1].list.command[12],____TEXT____,
Map065.Event[156].Page[1].list.command[13].textData,The stone has a heavy aura to it. It's almost too much,
Map065.Event[156].Page[1].list.command[14].textData,for you to carry...,
Map065.Event[157].Page[1].list.command[0],____TEXT____,
Map065.Event[157].Page[1].list.command[1].textData,Here lies \N[16]...,
Map065.Event[157].Page[1].list.command[3],____TEXT____,
Map065.Event[157].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map065.Event[157].Page[1].list.command[5],___CHOICE___,
Map065.Event[157].Page[1].list.command[5].textChoice[0],Yes,
Map065.Event[157].Page[1].list.command[5].textChoice[1],No,
Map065.Event[157].Page[1].list.command[7],____TEXT____,
Map065.Event[157].Page[1].list.command[8].textData,.\|.\|.\|.,
Map065.Event[157].Page[1].list.command[9],____TEXT____,
Map065.Event[157].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map065.Event[157].Page[1].list.command[11].textData,remains...,
Map065.Event[158].Page[1].list.command[0],____TEXT____,
Map065.Event[158].Page[1].list.command[1].textData,Here lies \N[17]...,
Map065.Event[158].Page[1].list.command[3],____TEXT____,
Map065.Event[158].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map065.Event[158].Page[1].list.command[5],___CHOICE___,
Map065.Event[158].Page[1].list.command[5].textChoice[0],Yes,
Map065.Event[158].Page[1].list.command[5].textChoice[1],No,
Map065.Event[158].Page[1].list.command[7],____TEXT____,
Map065.Event[158].Page[1].list.command[8].textData,.\|.\|.\|.,
Map065.Event[158].Page[1].list.command[9],____TEXT____,
Map065.Event[158].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
