Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[1],___CHOICE___,
Map.Event[1].Page[0].list.command[1].textChoice[0],New Game,
Map.Event[1].Page[0].list.command[1].textChoice[1],Main Menu,
Map.Event[2].Page[0].list.command[88],____TEXT____,
Map.Event[2].Page[0].list.command[89].textData,You escaped the dungeons of Fear & Hunger. Part of you still,
Map.Event[2].Page[0].list.command[90].textData,doesn't believe this to be the truth...,
Map.Event[2].Page[0].list.command[91],____TEXT____,
Map.Event[2].Page[0].list.command[92].textData,You can still smell all the blood and the gore that seeps,
Map.Event[2].Page[0].list.command[93].textData,through the seams of the ancient stone walls of the,
Map.Event[2].Page[0].list.command[94].textData,dungeon...,
Map.Event[2].Page[0].list.command[101],_SCROLLTEXT_,
Map.Event[2].Page[0].list.command[102].textData,CREDITS,
Map.Event[2].Page[0].list.command[103].textData,,
Map.Event[2].Page[0].list.command[104].textData,"GRAPHICS, MUSIC, WRITING, DESIGN and EVERYTHING",
Map.Event[2].Page[0].list.command[105].textData,\c[2]Miro\c[0] ,
Map.Event[2].Page[0].list.command[106].textData,,
Map.Event[2].Page[0].list.command[107].textData,except for...,
Map.Event[2].Page[0].list.command[108].textData,,
Map.Event[2].Page[0].list.command[109].textData,ANIMATION ,
Map.Event[2].Page[0].list.command[110].textData,"(including harvestman walk cycle, necromancy, expolosive ",
Map.Event[2].Page[0].list.command[111].textData,vial and priest's lantern),
Map.Event[2].Page[0].list.command[112].textData,\c[2]Jay/Janne\c[0],
Map.Event[2].Page[0].list.command[113].textData,,
Map.Event[2].Page[0].list.command[114].textData,MUSIC,
Map.Event[2].Page[0].list.command[115].textData,The intro track Ghostpocalypse - 5 Apotheosis,
Map.Event[2].Page[0].list.command[116].textData,\c[2]Kevin MacLeod\c[0],
Map.Event[2].Page[0].list.command[117].textData,Dozens of sound samples by ,
Map.Event[2].Page[0].list.command[118].textData,\c[2]Taira Komori\c[0],
Map.Event[2].Page[0].list.command[119].textData,Sound samples from the Cinematic Drums set by ,
Map.Event[2].Page[0].list.command[120].textData,\c[2]Loop Loft\c[0],
Map.Event[2].Page[0].list.command[121].textData,And hundreds of small sound samples from ,
Map.Event[2].Page[0].list.command[122].textData,\c[2]freesound.org\c[0],
Map.Event[2].Page[0].list.command[123].textData,,
Map.Event[2].Page[0].list.command[124].textData,PLUGINS USED,
Map.Event[2].Page[0].list.command[125].textData,\c[2]Yanfly Engine Plugins + Chickie Collaboration\c[0],
Map.Event[2].Page[0].list.command[126].textData,- YEP_FootstepSounds,
Map.Event[2].Page[0].list.command[127].textData,\c[2]Yanfly Engine Plugins\c[0],
Map.Event[2].Page[0].list.command[128].textData, YEP_BattleEngineCore,
Map.Event[2].Page[0].list.command[129].textData, YEP_BaseParamControl,
Map.Event[2].Page[0].list.command[130].textData, YEP_SaveEventLocations,
Map.Event[2].Page[0].list.command[131].textData, YEP_BuffsStatesCore,
Map.Event[2].Page[0].list.command[132].textData, YEP_X_CriticalControl,
Map.Event[2].Page[0].list.command[133].textData, YEP_DamageCore,
Map.Event[2].Page[0].list.command[134].textData, YEP_GabWindow,
Map.Event[2].Page[0].list.command[135].textData, YEP_EventChasePlayer,
Map.Event[2].Page[0].list.command[136].textData, YEP_StopMapMovement,
Map.Event[2].Page[0].list.command[137].textData, YEP_OptionsCore,
Map.Event[2].Page[0].list.command[138].textData, YEP_KeyboardConfig,
Map.Event[2].Page[0].list.command[139].textData, YEP_MainMenuManager,
Map.Event[2].Page[0].list.command[140].textData, YEP_StatusMenuCore,
Map.Event[2].Page[0].list.command[141].textData, YEP_ItemSynthesis,
Map.Event[2].Page[0].list.command[142].textData, YEP_DashToggle,
Map.Event[2].Page[0].list.command[143].textData,\c[2]Tor Damian Design / Galenmereth\c[0],
Map.Event[2].Page[0].list.command[144].textData, TDDP_FluidTimestep,
Map.Event[2].Page[0].list.command[145].textData, TDDP_ManageDashing,
Map.Event[2].Page[0].list.command[146].textData,\c[2]Terrax\c[0],
Map.Event[2].Page[0].list.command[147].textData, TerraxLighting,
Map.Event[2].Page[0].list.command[148].textData,\c[2]Izyees Fariz\c[0],
Map.Event[2].Page[0].list.command[149].textData, Izy_RemoveOption,
Map.Event[2].Page[0].list.command[150].textData,\c[2]Galv - galvs-scripts.com\c[0],
