ID,source,target
Map114.Event[2].Page[0].list.command[0],____TEXT____,
Map114.Event[2].Page[0].list.command[1].textData,You search the urn for anything useful...,
Map114.Event[2].Page[1].list.command[0],____TEXT____,
Map114.Event[2].Page[1].list.command[1].textData,Nothing left here.,
Map114.Event[3].Page[0].list.command[0],____TEXT____,
Map114.Event[3].Page[0].list.command[1].textData,You search the urn for anything useful...,
Map114.Event[3].Page[1].list.command[0],____TEXT____,
Map114.Event[3].Page[1].list.command[1].textData,Nothing left here.,
Map114.Event[5].Page[1].list.command[0],____TEXT____,
Map114.Event[5].Page[1].list.command[1].textData,Moonless is dead now...,
Map114.Event[5].Page[1].list.command[4],____TEXT____,
Map114.Event[5].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[5].Page[1].list.command[6],___CHOICE___,
Map114.Event[5].Page[1].list.command[6].textChoice[0],Yes,
Map114.Event[5].Page[1].list.command[6].textChoice[1],No,
Map114.Event[5].Page[1].list.command[9],____TEXT____,
Map114.Event[5].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map114.Event[5].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map114.Event[6].Page[1].list.command[0],____TEXT____,
Map114.Event[6].Page[1].list.command[1].textData,Here lies \N[6]...,
Map114.Event[6].Page[1].list.command[4],____TEXT____,
Map114.Event[6].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[6].Page[1].list.command[6],___CHOICE___,
Map114.Event[6].Page[1].list.command[6].textChoice[0],Yes,
Map114.Event[6].Page[1].list.command[6].textChoice[1],No,
Map114.Event[6].Page[1].list.command[8],____TEXT____,
Map114.Event[6].Page[1].list.command[9].textData,.\|.\|.\|.,
Map114.Event[6].Page[1].list.command[10],____TEXT____,
Map114.Event[6].Page[1].list.command[11].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map114.Event[6].Page[1].list.command[12].textData,remains...,
Map114.Event[7].Page[1].list.command[0],____TEXT____,
Map114.Event[7].Page[1].list.command[1].textData,Here lies \N[5]...,
Map114.Event[7].Page[1].list.command[4],____TEXT____,
Map114.Event[7].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[7].Page[1].list.command[6],___CHOICE___,
Map114.Event[7].Page[1].list.command[6].textChoice[0],Yes,
Map114.Event[7].Page[1].list.command[6].textChoice[1],No,
Map114.Event[7].Page[1].list.command[9],____TEXT____,
Map114.Event[7].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map114.Event[7].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map114.Event[8].Page[1].list.command[0],____TEXT____,
Map114.Event[8].Page[1].list.command[1].textData,Here lies \N[4]...,
Map114.Event[8].Page[1].list.command[4],____TEXT____,
Map114.Event[8].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[8].Page[1].list.command[6],___CHOICE___,
Map114.Event[8].Page[1].list.command[6].textChoice[0],Yes,
Map114.Event[8].Page[1].list.command[6].textChoice[1],No,
Map114.Event[8].Page[1].list.command[9],____TEXT____,
Map114.Event[8].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map114.Event[8].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map114.Event[9].Page[1].list.command[0],____TEXT____,
Map114.Event[9].Page[1].list.command[1].textData,Here lies \N[3]...,
Map114.Event[9].Page[1].list.command[4],____TEXT____,
Map114.Event[9].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[9].Page[1].list.command[6],___CHOICE___,
Map114.Event[9].Page[1].list.command[6].textChoice[0],Yes,
Map114.Event[9].Page[1].list.command[6].textChoice[1],No,
Map114.Event[9].Page[1].list.command[9],____TEXT____,
Map114.Event[9].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map114.Event[9].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map114.Event[10].Page[1].list.command[0],____TEXT____,
Map114.Event[10].Page[1].list.command[1].textData,Here lies \N[1]...,
Map114.Event[10].Page[1].list.command[4],____TEXT____,
Map114.Event[10].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[10].Page[1].list.command[6],___CHOICE___,
Map114.Event[10].Page[1].list.command[6].textChoice[0],Yes,
Map114.Event[10].Page[1].list.command[6].textChoice[1],No,
Map114.Event[10].Page[1].list.command[9],____TEXT____,
Map114.Event[10].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map114.Event[10].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map114.Event[12].Page[0].list.command[0],____TEXT____,
Map114.Event[12].Page[0].list.command[1].textData,Bars stand in your way. They seem to be way too firm,
Map114.Event[12].Page[0].list.command[2].textData,to budge.,
Map114.Event[12].Page[0].list.command[3],___CHOICE___,
Map114.Event[12].Page[0].list.command[3].textChoice[0],Investigate,
Map114.Event[12].Page[0].list.command[3].textChoice[1],Leave,
Map114.Event[12].Page[0].list.command[5],____TEXT____,
Map114.Event[12].Page[0].list.command[6].textData,The doorway seems to lead outside...,
Map114.Event[18].Page[1].list.command[0],____TEXT____,
Map114.Event[18].Page[1].list.command[1].textData,The girl is dead now...,
Map114.Event[18].Page[1].list.command[4],____TEXT____,
Map114.Event[18].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[18].Page[1].list.command[6],___CHOICE___,
Map114.Event[18].Page[1].list.command[6].textChoice[0],Yes,
Map114.Event[18].Page[1].list.command[6].textChoice[1],No,
Map114.Event[18].Page[1].list.command[9],____TEXT____,
Map114.Event[18].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map114.Event[18].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map114.Event[18].Page[1].list.command[12],____TEXT____,
Map114.Event[18].Page[1].list.command[13].textData,The stone has a heavy aura to it. It's almost too much,
Map114.Event[18].Page[1].list.command[14].textData,for you to carry...,
Map114.Event[19].Page[1].list.command[0],____TEXT____,
Map114.Event[19].Page[1].list.command[1].textData,Here lies \N[16]...,
Map114.Event[19].Page[1].list.command[3],____TEXT____,
Map114.Event[19].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[19].Page[1].list.command[5],___CHOICE___,
Map114.Event[19].Page[1].list.command[5].textChoice[0],Yes,
Map114.Event[19].Page[1].list.command[5].textChoice[1],No,
Map114.Event[19].Page[1].list.command[7],____TEXT____,
Map114.Event[19].Page[1].list.command[8].textData,.\|.\|.\|.,
Map114.Event[19].Page[1].list.command[9],____TEXT____,
Map114.Event[19].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map114.Event[19].Page[1].list.command[11].textData,remains...,
Map114.Event[20].Page[1].list.command[0],____TEXT____,
Map114.Event[20].Page[1].list.command[1].textData,Here lies \N[17]...,
Map114.Event[20].Page[1].list.command[3],____TEXT____,
Map114.Event[20].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[20].Page[1].list.command[5],___CHOICE___,
Map114.Event[20].Page[1].list.command[5].textChoice[0],Yes,
Map114.Event[20].Page[1].list.command[5].textChoice[1],No,
Map114.Event[20].Page[1].list.command[7],____TEXT____,
Map114.Event[20].Page[1].list.command[8].textData,.\|.\|.\|.,
Map114.Event[20].Page[1].list.command[9],____TEXT____,
Map114.Event[20].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map114.Event[20].Page[1].list.command[11].textData,remains...,
Map114.Event[21].Page[1].list.command[0],____TEXT____,
Map114.Event[21].Page[1].list.command[1].textData,Here lies \N[18]...,
Map114.Event[21].Page[1].list.command[3],____TEXT____,
Map114.Event[21].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[21].Page[1].list.command[5],___CHOICE___,
Map114.Event[21].Page[1].list.command[5].textChoice[0],Yes,
Map114.Event[21].Page[1].list.command[5].textChoice[1],No,
Map114.Event[21].Page[1].list.command[7],____TEXT____,
Map114.Event[21].Page[1].list.command[8].textData,.\|.\|.\|.,
Map114.Event[21].Page[1].list.command[9],____TEXT____,
Map114.Event[21].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map114.Event[21].Page[1].list.command[11].textData,remains...,
Map114.Event[34].Page[0].list.command[8].textComment,MERCENARY,
Map114.Event[34].Page[0].list.command[117].textComment,KNIGHT,
Map114.Event[34].Page[0].list.command[226].textComment,CAPTAIN,
Map114.Event[34].Page[0].list.command[329].textComment,OUTLANDER,
Map114.Event[34].Page[0].list.command[438].textComment,MARRIAGE,
Map114.Event[36].Page[1].list.command[0],____TEXT____,
Map114.Event[36].Page[1].list.command[1].textData,Your child is dead now...,
Map114.Event[36].Page[1].list.command[4],____TEXT____,
Map114.Event[36].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map114.Event[36].Page[1].list.command[6],___CHOICE___,
Map114.Event[36].Page[1].list.command[6].textChoice[0],Yes,
Map114.Event[36].Page[1].list.command[6].textChoice[1],No,
Map114.Event[36].Page[1].list.command[8],____TEXT____,
Map114.Event[36].Page[1].list.command[9].textData,.\|.\|.\|.,
Map114.Event[36].Page[1].list.command[10],____TEXT____,
Map114.Event[36].Page[1].list.command[11].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map114.Event[36].Page[1].list.command[12].textData,remains...,
Map114.Event[37].Page[0].list.command[3],____TEXT____,
Map114.Event[37].Page[0].list.command[4].textData,You are unable to move...,
Map114.Event[37].Page[0].list.command[5],___CHOICE___,
Map114.Event[37].Page[0].list.command[5].textChoice[0],Quit breathing,
Map114.Event[37].Page[0].list.command[5].textChoice[1],Hold on!,
Map114.Event[37].Page[1].list.command[3],____TEXT____,
Map114.Event[37].Page[1].list.command[4].textData,You are unable to move...,
Map114.Event[37].Page[1].list.command[5],___CHOICE___,
Map114.Event[37].Page[1].list.command[5].textChoice[0],Quit breathing,
Map114.Event[37].Page[1].list.command[5].textChoice[1],Hold on!,
Map114.Event[37].Page[2].list.command[3],____TEXT____,
Map114.Event[37].Page[2].list.command[4].textData,You are unable to move...,
