Ruta,Texto original,Traducción
Map.Event[7].Page[0].list.command[0],____TEXT____,
Map.Event[7].Page[0].list.command[1].textData,"It might be just your imagination, but you can hear",
Map.Event[7].Page[0].list.command[2].textData,a faint sound from the other side of the door...,
Map.Event[7].Page[0].list.command[3],___CHOICE___,
Map.Event[7].Page[0].list.command[3].textChoice[0],Open,
Map.Event[7].Page[0].list.command[3].textChoice[1],Listen,
Map.Event[7].Page[0].list.command[3].textChoice[2],Knock on the door,
Map.Event[7].Page[0].list.command[3].textChoice[3],Leave it,
Map.Event[7].Page[0].list.command[20],____TEXT____,
Map.Event[7].Page[0].list.command[21].textData,.\|.\|.\|.,
Map.Event[7].Page[0].list.command[23],____TEXT____,
Map.Event[7].Page[0].list.command[24].textData,You hear faint breathing from inside...,
Map.Event[7].Page[0].list.command[27],____TEXT____,
Map.Event[7].Page[0].list.command[28].textData,Something faint can be heard...,
Map.Event[7].Page[0].list.command[70],____TEXT____,
Map.Event[7].Page[0].list.command[71].textData,.\|.\|.\|.,
Map.Event[7].Page[0].list.command[72],____TEXT____,
Map.Event[7].Page[0].list.command[73].textData,No answer...,
Map.Event[9].Page[0].list.command[0].textComment,<follower touch>,
Map.Event[9].Page[1].list.command[0].textComment,<follower touch>,
Map.Event[9].Page[2].list.command[0].textComment,<follower touch>,
Map.Event[9].Page[3].list.command[0].textComment,<follower touch>,
Map.Event[9].Page[4].list.command[0].textComment,<follower touch>,
Map.Event[9].Page[5].list.command[0].textComment,<follower touch>,
Map.Event[9].Page[6].list.command[0].textComment,<follower touch>,
Map.Event[9].Page[7].list.command[2],____TEXT____,
Map.Event[9].Page[7].list.command[3].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[9].Page[7].list.command[4],___CHOICE___,
Map.Event[9].Page[7].list.command[4].textChoice[0],Yes,
Map.Event[9].Page[7].list.command[4].textChoice[1],No,
Map.Event[9].Page[7].list.command[7],____TEXT____,
Map.Event[9].Page[7].list.command[8].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[9].Page[7].list.command[9].textData,The stone is radiating faint blue light.,
Map.Event[9].Page[7].list.command[23],____TEXT____,
Map.Event[9].Page[7].list.command[24].textData,You could \c[2]Devour\c[0] the remains of the dead guard.,
Map.Event[9].Page[7].list.command[25],___CHOICE___,
Map.Event[9].Page[7].list.command[25].textChoice[0],Yes,
Map.Event[9].Page[7].list.command[25].textChoice[1],No,
Map.Event[9].Page[7].list.command[72],____TEXT____,
Map.Event[9].Page[7].list.command[73].textData,You devoured the remains.,
Map.Event[9].Page[7].list.command[88],____TEXT____,
Map.Event[9].Page[7].list.command[89].textData,You could use \c[2]Demon seed\c[0] on the dead guard.,
Map.Event[9].Page[7].list.command[90],___CHOICE___,
Map.Event[9].Page[7].list.command[90].textChoice[0],Use ,
Map.Event[9].Page[7].list.command[90].textChoice[1],No,
Map.Event[9].Page[7].list.command[145],____TEXT____,
Map.Event[9].Page[7].list.command[146].textData,A baby sprouted out of your seed!,
Map.Event[9].Page[7].list.command[147],____TEXT____,
Map.Event[9].Page[7].list.command[148].textData,You take the baby with you.,
Map.Event[9].Page[7].list.command[163],____TEXT____,
Map.Event[9].Page[7].list.command[164].textData,You do not have enough sanity to perform this act.,
Map.Event[9].Page[7].list.command[179],____TEXT____,
Map.Event[9].Page[7].list.command[180].textData,The monstrosity is down...,
Map.Event[9].Page[7].list.command[181],___CHOICE___,
Map.Event[9].Page[7].list.command[181].textChoice[0],Beat him,
Map.Event[9].Page[7].list.command[181].textChoice[1],Search him,
Map.Event[9].Page[7].list.command[181].textChoice[2],Skin him,
Map.Event[9].Page[7].list.command[181].textChoice[3],Leave him,
Map.Event[9].Page[7].list.command[187],____TEXT____,
Map.Event[9].Page[7].list.command[188].textData,No reaction. But it is satisfying.,
Map.Event[9].Page[7].list.command[191],____TEXT____,
Map.Event[9].Page[7].list.command[192].textData,You take prison guard's \c[2]Loincloth\c[0] and,
Map.Event[9].Page[7].list.command[193].textData,\c[2]Meat cleaver\c[0] with you. They're still sweaty,
Map.Event[9].Page[7].list.command[194].textData,and damp.,
Map.Event[9].Page[7].list.command[206],____TEXT____,
Map.Event[9].Page[7].list.command[207].textData,You took \c[2]Guard skin\c[0]!,
Map.Event[9].Page[7].list.command[214],____TEXT____,
Map.Event[9].Page[7].list.command[215].textData,The monstrosity is down...,
Map.Event[9].Page[7].list.command[216],___CHOICE___,
Map.Event[9].Page[7].list.command[216].textChoice[0],Beat him,
Map.Event[9].Page[7].list.command[216].textChoice[1],Search him,
Map.Event[9].Page[7].list.command[216].textChoice[2],Leave him,
Map.Event[9].Page[7].list.command[222],____TEXT____,
Map.Event[9].Page[7].list.command[223].textData,No reaction. But it is satisfying.,
Map.Event[9].Page[7].list.command[226],____TEXT____,
Map.Event[9].Page[7].list.command[227].textData,You take prison guard's \c[2]Loincloth\c[0] and,
Map.Event[9].Page[7].list.command[228].textData,\c[2]Meat cleaver\c[0] with you. They're still sweaty,
Map.Event[9].Page[7].list.command[229].textData,and damp.,
Map.Event[9].Page[8].list.command[2],____TEXT____,
Map.Event[9].Page[8].list.command[3].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[9].Page[8].list.command[4],___CHOICE___,
Map.Event[9].Page[8].list.command[4].textChoice[0],Yes,
Map.Event[9].Page[8].list.command[4].textChoice[1],No,
Map.Event[9].Page[8].list.command[7],____TEXT____,
Map.Event[9].Page[8].list.command[8].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[9].Page[8].list.command[9].textData,The stone is radiating faint blue light.,
Map.Event[9].Page[8].list.command[23],____TEXT____,
Map.Event[9].Page[8].list.command[24].textData,You could \c[2]Devour\c[0] the remains of the dead guard.,
Map.Event[9].Page[8].list.command[25],___CHOICE___,
Map.Event[9].Page[8].list.command[25].textChoice[0],Yes,
Map.Event[9].Page[8].list.command[25].textChoice[1],No,
Map.Event[9].Page[8].list.command[72],____TEXT____,
Map.Event[9].Page[8].list.command[73].textData,You devoured the remains.,
Map.Event[9].Page[8].list.command[88],____TEXT____,
Map.Event[9].Page[8].list.command[89].textData,You could use \c[2]Demon seed\c[0] on the dead guard.,
Map.Event[9].Page[8].list.command[90],___CHOICE___,
Map.Event[9].Page[8].list.command[90].textChoice[0],Use ,
Map.Event[9].Page[8].list.command[90].textChoice[1],No,
Map.Event[9].Page[8].list.command[145],____TEXT____,
Map.Event[9].Page[8].list.command[146].textData,A baby sprouted out of your seed!,
Map.Event[9].Page[8].list.command[147],____TEXT____,
Map.Event[9].Page[8].list.command[148].textData,You take the baby with you.,
Map.Event[9].Page[8].list.command[163],____TEXT____,
Map.Event[9].Page[8].list.command[164].textData,You do not have enough sanity to perform this act.,
Map.Event[9].Page[8].list.command[179],____TEXT____,
Map.Event[9].Page[8].list.command[180].textData,The monstrosity is down...,
Map.Event[9].Page[8].list.command[181],___CHOICE___,
Map.Event[9].Page[8].list.command[181].textChoice[0],Beat him,
Map.Event[9].Page[8].list.command[181].textChoice[1],Search him,
Map.Event[9].Page[8].list.command[181].textChoice[2],Skin him,
Map.Event[9].Page[8].list.command[181].textChoice[3],Leave him,
Map.Event[9].Page[8].list.command[187],____TEXT____,
Map.Event[9].Page[8].list.command[188].textData,No reaction. But it is satisfying.,
Map.Event[9].Page[8].list.command[191],____TEXT____,
Map.Event[9].Page[8].list.command[192].textData,You already searched him.,
Map.Event[9].Page[8].list.command[201],____TEXT____,
Map.Event[9].Page[8].list.command[202].textData,You took \c[2]Guard skin\c[0]!,
Map.Event[9].Page[8].list.command[209],____TEXT____,
Map.Event[9].Page[8].list.command[210].textData,The monstrosity is down...,
Map.Event[9].Page[8].list.command[211],___CHOICE___,
Map.Event[9].Page[8].list.command[211].textChoice[0],Beat him,
Map.Event[9].Page[8].list.command[211].textChoice[1],Search him,
Map.Event[9].Page[8].list.command[211].textChoice[2],Leave him,
Map.Event[9].Page[8].list.command[217],____TEXT____,
Map.Event[9].Page[8].list.command[218].textData,No reaction. But it is satisfying.,
Map.Event[9].Page[8].list.command[221],____TEXT____,
Map.Event[9].Page[8].list.command[222].textData,You already searched him.,
Map.Event[9].Page[9].list.command[2],____TEXT____,
Map.Event[9].Page[9].list.command[3].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[9].Page[9].list.command[4],___CHOICE___,
Map.Event[9].Page[9].list.command[4].textChoice[0],Yes,
Map.Event[9].Page[9].list.command[4].textChoice[1],No,
Map.Event[9].Page[9].list.command[7],____TEXT____,
Map.Event[9].Page[9].list.command[8].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[9].Page[9].list.command[9].textData,The stone is radiating faint blue light now and,
Map.Event[9].Page[9].list.command[10].textData,it's also clearly heavier.,
Map.Event[9].Page[9].list.command[23],____TEXT____,
Map.Event[9].Page[9].list.command[24].textData,A pile of flesh remains here...,
Map.Event[12].Page[0].list.command[0],____TEXT____,
Map.Event[12].Page[0].list.command[1].textData,A sturdy chest. It doesn't seem to be locked.,
Map.Event[12].Page[0].list.command[2],___CHOICE___,
Map.Event[12].Page[0].list.command[2].textChoice[0],Open,
Map.Event[12].Page[0].list.command[2].textChoice[1],Leave it,
Map.Event[12].Page[0].list.command[5],___CHOICE___,
Map.Event[12].Page[0].list.command[5].textChoice[0],HEADS,
Map.Event[12].Page[0].list.command[5].textChoice[1],TAILS,
Map.Event[12].Page[0].list.command[26],____TEXT____,
Map.Event[12].Page[0].list.command[27].textData,You find a \c[2]Small key\c[0] from the bottom of,
Map.Event[12].Page[0].list.command[28].textData,the chest.,
Map.Event[12].Page[0].list.command[46],____TEXT____,
Map.Event[12].Page[0].list.command[47].textData,You find \c[2]Hard leather armor\c[0] from the chest.,
Map.Event[12].Page[0].list.command[72],____TEXT____,
Map.Event[12].Page[0].list.command[73].textData,Empty.,
Map.Event[12].Page[0].list.command[97],____TEXT____,
Map.Event[12].Page[0].list.command[98].textData,You find a \c[2]Small key\c[0] from the bottom of,
Map.Event[12].Page[0].list.command[99].textData,the chest.,
Map.Event[12].Page[0].list.command[117],____TEXT____,
Map.Event[12].Page[0].list.command[118].textData,You find \c[2]Hard leather armor\c[0] from the chest.,
Map.Event[12].Page[0].list.command[143],____TEXT____,
Map.Event[12].Page[0].list.command[144].textData,Empty.,
Map.Event[12].Page[1].list.command[0],____TEXT____,
Map.Event[12].Page[1].list.command[1].textData,There is nothing left in the chest anymore.,
Map.Event[15].Page[0].list.command[0],____TEXT____,
Map.Event[15].Page[0].list.command[1].textData,Dusty old books fill the bookshelf.,
Map.Event[15].Page[0].list.command[2].textData,Some of them seem partly rotten and moldy.,
Map.Event[15].Page[0].list.command[3],___CHOICE___,
Map.Event[15].Page[0].list.command[3].textChoice[0],Search,
Map.Event[15].Page[0].list.command[3].textChoice[1],Leave it be,
Map.Event[15].Page[0].list.command[6],___CHOICE___,
Map.Event[15].Page[0].list.command[6].textChoice[0],HEADS,
Map.Event[15].Page[0].list.command[6].textChoice[1],TAILS,
Map.Event[15].Page[0].list.command[12],____TEXT____,
Map.Event[15].Page[0].list.command[13].textData,Like a siren's call - the book is calling to you.,
Map.Event[15].Page[0].list.command[14].textData,It's macabre leather coverings look irresistable.,
Map.Event[15].Page[0].list.command[20],____TEXT____,
Map.Event[15].Page[0].list.command[21].textData,You find nothing of interest.,
Map.Event[15].Page[0].list.command[30],____TEXT____,
Map.Event[15].Page[0].list.command[31].textData,Like a siren's call - the book is calling to you.,
Map.Event[15].Page[0].list.command[32].textData,It's macabre leather coverings look irresistable.,
Map.Event[15].Page[0].list.command[38],____TEXT____,
Map.Event[15].Page[0].list.command[39].textData,You find nothing of interest.,
Map.Event[15].Page[1].list.command[0],____TEXT____,
Map.Event[15].Page[1].list.command[1].textData,You already searched this bookshelf.,
Map.Event[19].Page[0].list.command[0],____TEXT____,
Map.Event[19].Page[0].list.command[1].textData,A crude kitchen table with lots of scratch and cut,
Map.Event[19].Page[0].list.command[2].textData,marks. It's pretty tainted too.,
Map.Event[19].Page[0].list.command[5],____TEXT____,
Map.Event[19].Page[0].list.command[6].textData,You find a bag of \c[2]Wheat flour\c[0]!,
Map.Event[19].Page[0].list.command[7].textData,There are some maggots crawling in the flour.,
Map.Event[19].Page[0].list.command[12],____TEXT____,
Map.Event[19].Page[0].list.command[13].textData,From the bottom shelf you find some \c[2]Dried meat\c[0]!,
Map.Event[19].Page[0].list.command[18],____TEXT____,
Map.Event[19].Page[0].list.command[19].textData,There are three \c[2]3 Eggs\c[0] hidden in a basket!,
Map.Event[19].Page[1].list.command[0],____TEXT____,
Map.Event[19].Page[1].list.command[1].textData,There is nothing here.,
Map.Event[20].Page[0].list.command[1],____TEXT____,
Map.Event[20].Page[0].list.command[2].textData,You could open the door with \c[2]Lockpicking\c[0].,
Map.Event[20].Page[0].list.command[3],___CHOICE___,
Map.Event[20].Page[0].list.command[3].textChoice[0],Use \c[2]Lockpicking\c[0],
Map.Event[20].Page[0].list.command[3].textChoice[1],Don't,
Map.Event[20].Page[0].list.command[28],____TEXT____,
Map.Event[20].Page[0].list.command[29].textData,The door seems to be locked...,
Map.Event[20].Page[0].list.command[30],___CHOICE___,
Map.Event[20].Page[0].list.command[30].textChoice[0],Force the door,
Map.Event[20].Page[0].list.command[30].textChoice[1],Use \c[2]Small key\c[0],
Map.Event[20].Page[0].list.command[30].textChoice[2],Use \c[2]Red vial\c[0],
Map.Event[20].Page[0].list.command[30].textChoice[3],Leave,
Map.Event[20].Page[0].list.command[40],____TEXT____,
Map.Event[20].Page[0].list.command[41].textData,You managed to force your way through the door.,
Map.Event[20].Page[0].list.command[47],____TEXT____,
Map.Event[20].Page[0].list.command[48].textData,You don't seem to be strong enough to force the door open...,
Map.Event[20].Page[0].list.command[59],____TEXT____,
Map.Event[20].Page[0].list.command[60].textData,You managed to force your way through the door.,
Map.Event[20].Page[0].list.command[66],____TEXT____,
Map.Event[20].Page[0].list.command[67].textData,You don't seem to be strong enough to force the door open...,
Map.Event[20].Page[0].list.command[77],____TEXT____,
Map.Event[20].Page[0].list.command[78].textData,You managed to force your way through the door.,
Map.Event[20].Page[0].list.command[84],____TEXT____,
Map.Event[20].Page[0].list.command[85].textData,You don't seem to be strong enough to force the door open...,
Map.Event[20].Page[0].list.command[94],____TEXT____,
Map.Event[20].Page[0].list.command[95].textData,You try using \c[2]Small key\c[0].,
Map.Event[20].Page[0].list.command[113],____TEXT____,
Map.Event[20].Page[0].list.command[114].textData,You try melting the lock with \c[2]Red vial\c[0].,
