ID,source,target
Map071.Event[6].Page[1].list.command[0],____TEXT____,
Map071.Event[6].Page[1].list.command[1].textData,Your child is dead now...,
Map071.Event[7].Page[0].list.command[3],____TEXT____,
Map071.Event[7].Page[0].list.command[4].textData,You are unable to move...,
Map071.Event[7].Page[0].list.command[5],___CHOICE___,
Map071.Event[7].Page[0].list.command[5].textChoice[0],Quit breathing,
Map071.Event[7].Page[0].list.command[5].textChoice[1],Hold on!,
Map071.Event[7].Page[1].list.command[3],____TEXT____,
Map071.Event[7].Page[1].list.command[4].textData,You are unable to move...,
Map071.Event[7].Page[1].list.command[5],___CHOICE___,
Map071.Event[7].Page[1].list.command[5].textChoice[0],Quit breathing,
Map071.Event[7].Page[1].list.command[5].textChoice[1],Hold on!,
Map071.Event[7].Page[2].list.command[3],____TEXT____,
Map071.Event[7].Page[2].list.command[4].textData,You are unable to move...,
Map071.Event[7].Page[2].list.command[5],___CHOICE___,
Map071.Event[7].Page[2].list.command[5].textChoice[0],Quit breathing,
Map071.Event[7].Page[2].list.command[5].textChoice[1],Hold on!,
Map071.Event[7].Page[3].list.command[3],____TEXT____,
Map071.Event[7].Page[3].list.command[4].textData,You are unable to move...,
Map071.Event[7].Page[3].list.command[5],___CHOICE___,
Map071.Event[7].Page[3].list.command[5].textChoice[0],Quit breathing,
Map071.Event[7].Page[3].list.command[5].textChoice[1],Hold on!,
Map071.Event[7].Page[4].list.command[3],____TEXT____,
Map071.Event[7].Page[4].list.command[4].textData,You are unable to move...,
Map071.Event[7].Page[4].list.command[5],___CHOICE___,
Map071.Event[7].Page[4].list.command[5].textChoice[0],Quit breathing,
Map071.Event[7].Page[4].list.command[5].textChoice[1],Hold on!,
Map071.Event[7].Page[5].list.command[3],____TEXT____,
Map071.Event[7].Page[5].list.command[4].textData,You are unable to move...,
Map071.Event[7].Page[5].list.command[5],___CHOICE___,
Map071.Event[7].Page[5].list.command[5].textChoice[0],Quit breathing,
Map071.Event[7].Page[5].list.command[5].textChoice[1],Hold on!,
Map071.Event[7].Page[6].list.command[3],____TEXT____,
Map071.Event[7].Page[6].list.command[4].textData,You are unable to move...,
Map071.Event[7].Page[6].list.command[5],___CHOICE___,
Map071.Event[7].Page[6].list.command[5].textChoice[0],Quit breathing,
Map071.Event[7].Page[6].list.command[5].textChoice[1],Hold on!,
Map071.Event[10].Page[1].list.command[0],____TEXT____,
Map071.Event[10].Page[1].list.command[1].textData,The girl is dead now...,
Map071.Event[11].Page[1].list.command[0],____TEXT____,
Map071.Event[11].Page[1].list.command[1].textData,Moonless is dead now...,
Map071.Event[12].Page[1].list.command[0],____TEXT____,
Map071.Event[12].Page[1].list.command[1].textData,Here lies \N[16]...,
Map071.Event[13].Page[1].list.command[0],____TEXT____,
Map071.Event[13].Page[1].list.command[1].textData,Here lies \N[17]...,
Map071.Event[14].Page[1].list.command[0],____TEXT____,
Map071.Event[14].Page[1].list.command[1].textData,Here lies \N[18]...,
Map071.Event[15].Page[1].list.command[0],____TEXT____,
Map071.Event[15].Page[1].list.command[1].textData,Here lies \N[1]...,
Map071.Event[16].Page[1].list.command[0],____TEXT____,
Map071.Event[16].Page[1].list.command[1].textData,Here lies \N[3]...,
Map071.Event[17].Page[1].list.command[0],____TEXT____,
Map071.Event[17].Page[1].list.command[1].textData,Here lies \N[6]...,
Map071.Event[18].Page[1].list.command[0],____TEXT____,
Map071.Event[18].Page[1].list.command[1].textData,Here lies \N[5]...,
Map071.Event[19].Page[1].list.command[0],____TEXT____,
Map071.Event[19].Page[1].list.command[1].textData,Here lies \N[4]...,
Map071.Event[35].Page[0].list.command[8].textComment,MERCENARY,
Map071.Event[35].Page[0].list.command[104].textComment,KNIGHT,
Map071.Event[35].Page[0].list.command[200].textComment,CAPTAIN,
Map071.Event[35].Page[0].list.command[296].textComment,OUTLANDER,
Map071.Event[35].Page[0].list.command[392].textComment,MARRIAGE,
Map071.Event[39].Page[0].list.command[0],____TEXT____,
Map071.Event[39].Page[0].list.command[1].textData,You search the crate for anything useful...,
Map071.Event[39].Page[1].list.command[0],____TEXT____,
Map071.Event[39].Page[1].list.command[1].textData,Nothing left in the crate.,
Map071.Event[42].Page[0].list.command[0],____TEXT____,
Map071.Event[42].Page[0].list.command[1].textData,You search the crate for anything useful...,
Map071.Event[42].Page[1].list.command[0],____TEXT____,
Map071.Event[42].Page[1].list.command[1].textData,Nothing left in the crate.,
Map071.Event[44].Page[0].list.command[0],____TEXT____,
Map071.Event[44].Page[0].list.command[1].textData,You search the barrel for anything useful...,
Map071.Event[44].Page[1].list.command[0],____TEXT____,
Map071.Event[44].Page[1].list.command[1].textData,Nothing left here.,
Map071.Event[45].Page[0].list.command[0],____TEXT____,
Map071.Event[45].Page[0].list.command[1].textData,There is a fine chair sitting here...,
Map071.Event[45].Page[0].list.command[2],____TEXT____,
Map071.Event[45].Page[0].list.command[3].textData,It's purpose is unknown. Maybe it's here just stored,
Map071.Event[45].Page[0].list.command[4].textData,away?,
Map071.Event[48].Page[1].list.command[0],____TEXT____,
Map071.Event[48].Page[1].list.command[1].textData,Here lies \N[19]...,
Map071.Event[49].Page[1].list.command[0],____TEXT____,
Map071.Event[49].Page[1].list.command[1].textData,Here lies \N[20]...,
Map071.Event[50].Page[1].list.command[0],____TEXT____,
Map071.Event[50].Page[1].list.command[1].textData,Here lies \N[21]...,
