Ruta,Texto original,Traducción
Map.Event[4].Page[0].list.command[45].textComment,unused,
Map.Event[4].Page[1].list.command[114].textComment,//// PHOBIAS,
Map.Event[4].Page[1].list.command[417],____TEXT____,
Map.Event[4].Page[1].list.command[418].textData,You were born with the soul of the endless that makes you,
Map.Event[4].Page[1].list.command[419].textData,yearn for freedom and forces you to push your creativity to,
Map.Event[4].Page[1].list.command[420].textData,its limits.,
Map.Event[4].Page[1].list.command[421],____TEXT____,
Map.Event[4].Page[1].list.command[422].textData,You put your creativity to test in the most harshest of,
Map.Event[4].Page[1].list.command[423].textData,enviroments. You were born and soon abandoned in the capital ,
Map.Event[4].Page[1].list.command[424].textData,of the Eastern Sanctuaries - Jettaiah.,
Map.Event[4].Page[1].list.command[425],____TEXT____,
Map.Event[4].Page[1].list.command[426].textData,You had to choose at a very young age to either become a,
Map.Event[4].Page[1].list.command[427].textData,"pickpocket, a burglar or try to struggle and lead a honest ",
Map.Event[4].Page[1].list.command[428].textData,life...,
Map.Event[4].Page[1].list.command[429],___CHOICE___,
Map.Event[4].Page[1].list.command[429].textChoice[0],Become a pickpocket,
Map.Event[4].Page[1].list.command[429].textChoice[1],Become a burglar,
Map.Event[4].Page[1].list.command[429].textChoice[2],Lead a honest life,
Map.Event[4].Page[1].list.command[432],____TEXT____,
Map.Event[4].Page[1].list.command[433].textData,Your life spent learning thievery certainly didn't go to,
Map.Event[4].Page[1].list.command[434].textData,waste. You learned to live with constant fear and danger,
Map.Event[4].Page[1].list.command[435].textData,over the years. The crude streets of Jettaiah teached you,
Map.Event[4].Page[1].list.command[436].textData,valuable lessons.,
Map.Event[4].Page[1].list.command[437],____TEXT____,
Map.Event[4].Page[1].list.command[438].textData,You learn \c[2]Steal\c[0].,
Map.Event[4].Page[1].list.command[443],____TEXT____,
Map.Event[4].Page[1].list.command[444].textData,Your life spent learning thievery certainly didn't go to,
Map.Event[4].Page[1].list.command[445].textData,waste. You learned to live with constant fear and danger,
Map.Event[4].Page[1].list.command[446].textData,over the years. The crude streets of Jettaiah teached you,
Map.Event[4].Page[1].list.command[447].textData,valuable lessons.,
Map.Event[4].Page[1].list.command[448],____TEXT____,
Map.Event[4].Page[1].list.command[449].textData,You learn \c[2]Lockpicking\c[0].,
Map.Event[4].Page[1].list.command[454],____TEXT____,
Map.Event[4].Page[1].list.command[455].textData,"You struggled through your early life, but managed to get",
Map.Event[4].Page[1].list.command[456].textData,by as a merchant of sorts. Your skills of haggling and,
Map.Event[4].Page[1].list.command[457].textData,speech improved over the years and you also managed to,
Map.Event[4].Page[1].list.command[458].textData,gather some savings.,
Map.Event[4].Page[1].list.command[459],____TEXT____,
Map.Event[4].Page[1].list.command[460].textData,You get \c[2]30 Silver coins\c[0].,
Map.Event[4].Page[1].list.command[462],____TEXT____,
Map.Event[4].Page[1].list.command[463].textData,However your endless soul yearned for more...,
Map.Event[4].Page[1].list.command[464].textData,"You couldn't just become a family man, grow fat and make",
Map.Event[4].Page[1].list.command[465].textData,a living as a mere merchant. You were destined for more.,
Map.Event[4].Page[1].list.command[469],____TEXT____,
Map.Event[4].Page[1].list.command[470].textData,As you grew older you took part in various mercenary armies,
Map.Event[4].Page[1].list.command[471].textData,and learned the dirtiest tricks to stay alive. You were taken,
Map.Event[4].Page[1].list.command[472].textData,in by a notorious veteran highwayman and you joined his little,
Map.Event[4].Page[1].list.command[473].textData,band of criminals and ex-soldiers.,
Map.Event[4].Page[1].list.command[474],____TEXT____,
Map.Event[4].Page[1].list.command[475].textData,"During one of your many raids, your brigade got ambushed.",
Map.Event[4].Page[1].list.command[476].textData,The odds were seriously against you. You could have just ,
Map.Event[4].Page[1].list.command[477].textData,"abandoned your comrades and kept you life, or you could have",
Map.Event[4].Page[1].list.command[478].textData,fought to your last breath...,
Map.Event[4].Page[1].list.command[479],___CHOICE___,
Map.Event[4].Page[1].list.command[479].textChoice[0],Abandon your comrades,
Map.Event[4].Page[1].list.command[479].textChoice[1],Fight to the last breath,
Map.Event[4].Page[1].list.command[481],____TEXT____,
Map.Event[4].Page[1].list.command[482].textData,You learn \c[2]Escape plan\c[0].,
Map.Event[4].Page[1].list.command[486],____TEXT____,
Map.Event[4].Page[1].list.command[487].textData,"Not many survived the ambush, but that just meant that the",
Map.Event[4].Page[1].list.command[488].textData,mission rewards got less takers. You were one of the lucky,
Map.Event[4].Page[1].list.command[489].textData,ones.,
Map.Event[4].Page[1].list.command[490],____TEXT____,
Map.Event[4].Page[1].list.command[491].textData,You get \c[2]30 Silver coins\c[0].,
Map.Event[4].Page[1].list.command[496],____TEXT____,
Map.Event[4].Page[1].list.command[497].textData,You travelled across the land in your raids and eventually,
Map.Event[4].Page[1].list.command[498].textData,settled down in the Kingdom of Rondon where silver was,
Map.Event[4].Page[1].list.command[499].textData,loose as long as you were up for getting your knife dirty.,
Map.Event[4].Page[1].list.command[500],____TEXT____,
Map.Event[4].Page[1].list.command[501].textData,One day you got an ominous task from the officials of the,
Map.Event[4].Page[1].list.command[502].textData,kingdom. You are to be paid well in silver if you get a,
Map.Event[4].Page[1].list.command[503].textData,captain of a fabled mercenary army out of the dungeons,
Map.Event[4].Page[1].list.command[504].textData,of Rondon itself.,
Map.Event[4].Page[1].list.command[505],____TEXT____,
Map.Event[4].Page[1].list.command[506].textData,From the dungeons of Fear and Hunger. The morbid place has,
Map.Event[4].Page[1].list.command[507].textData,been used as a wartime prison by the kingdom and for some,
Map.Event[4].Page[1].list.command[508].textData,reason they need an outside sword like yourself to infiltrate,
Map.Event[4].Page[1].list.command[509].textData,their very own stronghold.,
Map.Event[4].Page[1].list.command[510],____TEXT____,
Map.Event[4].Page[1].list.command[511].textData,Something is clearly not right about this mission and you,
Map.Event[4].Page[1].list.command[512].textData,have felt nauseua since the the moment you agreed on the,
Map.Event[4].Page[1].list.command[513].textData,job. But you are short on silver and the reward is all that,
Map.Event[4].Page[1].list.command[514].textData,matters in the end.,
Map.Event[4].Page[1].list.command[515],____TEXT____,
Map.Event[4].Page[1].list.command[516].textData,You spent your last night in the kingdom...,
Map.Event[4].Page[1].list.command[517],___CHOICE___,
Map.Event[4].Page[1].list.command[517].textChoice[0],Go drinking and get laid at the brothel,
Map.Event[4].Page[1].list.command[517].textChoice[1],Stock up food for the mission,
Map.Event[4].Page[1].list.command[517].textChoice[2],Stock up healing items for the mission,
Map.Event[4].Page[1].list.command[517].textChoice[3],Rush straight for your mission,
Map.Event[4].Page[1].list.command[519],____TEXT____,
Map.Event[4].Page[1].list.command[520].textData,"You get a \c[2]Wine vial\c[0], a \c[2]Bottle of whiskey\c[0]",
Map.Event[4].Page[1].list.command[521].textData,and an \c[2]Ale\c[0].,
Map.Event[4].Page[1].list.command[522],____TEXT____,
Map.Event[4].Page[1].list.command[523].textData,You also get an itch in your groin area...,
Map.Event[4].Page[1].list.command[529],____TEXT____,
Map.Event[4].Page[1].list.command[530].textData,"You get 3 \c[2]Dried meat\c[0], a \c[2]Moldy bread\c[0] and",
Map.Event[4].Page[1].list.command[531].textData,a \c[2]Cheese\c[0].,
Map.Event[4].Page[1].list.command[537],____TEXT____,
Map.Event[4].Page[1].list.command[538].textData,You get a \c[2]Blue vial\c[0] and 2 \c[2]Cloth fragments\c[0].,
Map.Event[4].Page[1].list.command[543],____TEXT____,
Map.Event[4].Page[1].list.command[544].textData,You learn \c[2]Dash\c[0].,
Map.Event[4].Page[1].list.command[550],____TEXT____,
Map.Event[4].Page[1].list.command[551].textData,This really is your make-or-break mission. There is a person,
Map.Event[4].Page[1].list.command[552].textData,back in the city relying on you to return with riches. You ,
Map.Event[4].Page[1].list.command[553].textData,have heard rumours about this place and you are sure that,
Map.Event[4].Page[1].list.command[554].textData,there are great treasures hidden somewhere in these ruins...,
Map.Event[4].Page[1].list.command[555],____TEXT____,
Map.Event[4].Page[1].list.command[556].textData,"So even if the mission was to go south for some reason,",
Map.Event[4].Page[1].list.command[557].textData,you are not going to return empty handed.,
