Ruta,Texto original,Traducción
Map.Event[1].Page[4].list.command[0].textComment,<Config Text: Phase>,
Map.Event[1].Page[4].list.command[92],____TEXT____,
Map.Event[1].Page[4].list.command[93].textData,,
Map.Event[1].Page[4].list.command[94],___CHOICE___,
Map.Event[1].Page[4].list.command[94].textChoice[0],Fear & Hunger,
Map.Event[1].Page[4].list.command[94].textChoice[1],Terror & Starvation,
Map.Event[1].Page[4].list.command[94].textChoice[2],Hard mode,
Map.Event[1].Page[4].list.command[94].textChoice[3],[Dungeon Nights],
Map.Event[1].Page[4].list.command[96].textComment,ChoiceHelp Choose the game mode?,
Map.Event[1].Page[4].list.command[97].textComment,ChoiceMessage <WordWrap>An easier mode for beginners. The darkness is more merciful. Starvation is less of a threat.,
Map.Event[1].Page[4].list.command[101].textComment,ChoiceHelp Choose the game mode?,
Map.Event[1].Page[4].list.command[102].textComment,ChoiceMessage <WordWrap>The dungeons show no mercy. The darkness is real. Starvation is constant. Enemies are tough. Additional enemies and scenarios to further push you.,
Map.Event[1].Page[4].list.command[128].textComment,ChoiceHelp Choose the game mode?,
Map.Event[1].Page[4].list.command[129].textComment,ChoiceMessage <WordWrap>Solo mode. No saving your game. No additional party members to recruit. All the features of Terror & Starvation apply.,
Map.Event[1].Page[4].list.command[160].textComment,ChoiceHelp Choose the game mode?,
Map.Event[1].Page[4].list.command[161].textComment,"ChoiceMessage <WordWrap>Special game mode. Combines physical, mental and social challenges all into one. Might be too much for beginners to handle.",
Map.Event[1].Page[4].list.command[162],____TEXT____,
Map.Event[1].Page[4].list.command[163].textData,It is strongly recommended that you play the Normal mode,
Map.Event[1].Page[4].list.command[164].textData,before attempting [Dungeon Nights] mode.,
Map.Event[1].Page[4].list.command[165],____TEXT____,
Map.Event[1].Page[4].list.command[166].textData,"[Dungeon Nights] combines physical, mental and social",
Map.Event[1].Page[4].list.command[167].textData,challenges all into one and it might be too much for beginners.,
Map.Event[1].Page[4].list.command[168],___CHOICE___,
Map.Event[1].Page[4].list.command[168].textChoice[0],Proceed with the [Dungeon Nights],
Map.Event[1].Page[4].list.command[168].textChoice[1],Go back!,
Map.Event[1].Page[4].list.command[221],____TEXT____,
Map.Event[1].Page[4].list.command[222].textData,Play intro?,
Map.Event[1].Page[4].list.command[223],___CHOICE___,
Map.Event[1].Page[4].list.command[223].textChoice[0],Yes,
Map.Event[1].Page[4].list.command[223].textChoice[1],No,
Map.Event[1].Page[4].list.command[312].textComment,unused,
Map.Event[1].Page[4].list.command[316].textComment,//// PHOBIAS,
