Ruta,Texto original,Traducción
Map.Event[24].Page[12].list.command[2],____TEXT____,
Map.Event[24].Page[12].list.command[3].textData,The god of fear and hunger acknowledges your suffering.,
Map.Event[26].Page[0].list.command[2],____TEXT____,
Map.Event[26].Page[0].list.command[3].textData,You take a look into the black...,
Map.Event[26].Page[0].list.command[33],____TEXT____,
Map.Event[26].Page[0].list.command[34].textData,You sanity declines at an alarming rate! You are gasping for,
Map.Event[26].Page[0].list.command[35].textData,breath desperately as the shock and horror shut down your,
Map.Event[26].Page[0].list.command[36].textData,bodily functions one by one.,
Map.Event[26].Page[0].list.command[37],____TEXT____,
Map.Event[26].Page[0].list.command[38].textData,You feel terror run wild inside you. Despite being hardened,
Map.Event[26].Page[0].list.command[39].textData,"by the horrors of the dungeon, nothing you've witnessed so",
Map.Event[26].Page[0].list.command[40].textData,far could have readied you for this primal feeling.,
Map.Event[26].Page[0].list.command[41],____TEXT____,
Map.Event[26].Page[0].list.command[42].textData,You cannot operate in any way. Your body has to shut down,
Map.Event[26].Page[0].list.command[43].textData,as that is the only escape it can come up with when facing,
Map.Event[26].Page[0].list.command[44].textData,this older being.,
Map.Event[26].Page[0].list.command[45],____TEXT____,
Map.Event[26].Page[0].list.command[46].textData,Your life runs past your eyes in a heartbeat. The biggest,
Map.Event[26].Page[0].list.command[47].textData,regret you have was to ever set a foot in these dungeons.,
Map.Event[26].Page[0].list.command[48],____TEXT____,
Map.Event[26].Page[0].list.command[49].textData,You know realize that the whole experience was predetermined,
Map.Event[26].Page[0].list.command[50].textData,since the very first second you laid your eyes on this ancient,
Map.Event[26].Page[0].list.command[51].textData,fortress...,
Map.Event[26].Page[1].list.command[6],____TEXT____,
Map.Event[26].Page[1].list.command[7].textData,You take a look into the black...,
Map.Event[26].Page[1].list.command[33],____TEXT____,
Map.Event[26].Page[1].list.command[34].textData,\c[7]Nas'hrah\c[0],
Map.Event[26].Page[1].list.command[35].textData,"""YES!! KUEH KUEH!!""",
Map.Event[26].Page[1].list.command[36],____TEXT____,
Map.Event[26].Page[1].list.command[37].textData,\c[7]Nas'hrah\c[0],
Map.Event[26].Page[1].list.command[38].textData,"""GRO-GOROTH!!""",
Map.Event[26].Page[1].list.command[39],____TEXT____,
Map.Event[26].Page[1].list.command[40].textData,\c[7]Nas'hrah\c[0],
Map.Event[26].Page[1].list.command[41].textData,"""YOU NASTY VILE PISS STAIN!""",
Map.Event[26].Page[1].list.command[42],____TEXT____,
Map.Event[26].Page[1].list.command[43].textData,\c[7]Nas'hrah\c[0],
Map.Event[26].Page[1].list.command[44].textData,"""KUEH HUEH! THIS IS THE DAY!""",
Map.Event[26].Page[1].list.command[45],____TEXT____,
Map.Event[26].Page[1].list.command[46].textData,\c[7]Nas'hrah\c[0],
Map.Event[26].Page[1].list.command[47].textData,"""THIS IS THE DAY--""",
Map.Event[26].Page[1].list.command[52],____TEXT____,
Map.Event[26].Page[1].list.command[53].textData,Nas'hrah burned into ash.,
Map.Event[26].Page[1].list.command[62],____TEXT____,
Map.Event[26].Page[1].list.command[63].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[64].textData,"""WHY.. DO.. YOU.. RESIST.. HUMAN?""",
Map.Event[26].Page[1].list.command[65],___CHOICE___,
Map.Event[26].Page[1].list.command[65].textChoice[0],"""I want to crush the old gods!""",
Map.Event[26].Page[1].list.command[65].textChoice[1],"""I want to become a true god!""",
Map.Event[26].Page[1].list.command[65].textChoice[2],"""I just want to know more...""",
Map.Event[26].Page[1].list.command[67],____TEXT____,
Map.Event[26].Page[1].list.command[68].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[69].textData,"""YOU.. CRUSH?""",
Map.Event[26].Page[1].list.command[70],____TEXT____,
Map.Event[26].Page[1].list.command[71].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[72].textData,"""I AM NOTHING BUT A SHELL.. A FRACTION OF THE TRACES",
Map.Event[26].Page[1].list.command[73].textData,"THAT IS LEFT OF GRO-GOROTH.""",
Map.Event[26].Page[1].list.command[74],____TEXT____,
Map.Event[26].Page[1].list.command[75].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[76].textData,"""YET EVEN I.. COULD CRUSH YOU IN THIS VERY MOMENT.""",
Map.Event[26].Page[1].list.command[79],____TEXT____,
Map.Event[26].Page[1].list.command[80].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[81].textData,"""TO BECOME A GOD?""",
Map.Event[26].Page[1].list.command[82],____TEXT____,
Map.Event[26].Page[1].list.command[83].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[84].textData,"""WE HAVE GIVEN YOU THE OPTION.. WE HAVE GIVEN ",
Map.Event[26].Page[1].list.command[85].textData,"MANKIND THE OPTION.""",
Map.Event[26].Page[1].list.command[86],____TEXT____,
Map.Event[26].Page[1].list.command[87].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[88].textData,"""BUT IT WAS NOT ENOUGH FOR YOU.. YOU WANTED ",
Map.Event[26].Page[1].list.command[89].textData,"TO DELVE DEEPER.""",
Map.Event[26].Page[1].list.command[92],____TEXT____,
Map.Event[26].Page[1].list.command[93].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[94].textData,"""KNOWLEDGE...?""",
Map.Event[26].Page[1].list.command[95],____TEXT____,
Map.Event[26].Page[1].list.command[96].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[97].textData,"""VERY WELL.. HOWEVER.. WITH KNOWLEDGE COMES ",
Map.Event[26].Page[1].list.command[98].textData,"THE CONSEQUENCES...""",
Map.Event[26].Page[1].list.command[102],____TEXT____,
Map.Event[26].Page[1].list.command[103].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[104].textData,"""THE OLDER GODS.. THEY DO NOT EVEN EXIST IN THIS ",
Map.Event[26].Page[1].list.command[105].textData,"WORLD.. ANYMORE.""",
Map.Event[26].Page[1].list.command[106],____TEXT____,
Map.Event[26].Page[1].list.command[107].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[108].textData,"""THE OLDER GODS ARE.. TOO PURE FOR THIS WORLD.""",
Map.Event[26].Page[1].list.command[109],____TEXT____,
Map.Event[26].Page[1].list.command[110].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[111].textData,"""THEY ARE.. THE TRUE FORMS OF THE FEELINGS AND ",
Map.Event[26].Page[1].list.command[112].textData,"IDEAS THAT LINGER IN MEN.""",
Map.Event[26].Page[1].list.command[113],____TEXT____,
Map.Event[26].Page[1].list.command[114].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[115].textData,"""BUT HUMANS.. THEY ARE TOO TAINTED BY THEIR OWN ",
Map.Event[26].Page[1].list.command[116].textData,"MIND AND AMBITION TO UNDERSTAND PURITY.""",
Map.Event[26].Page[1].list.command[117],____TEXT____,
Map.Event[26].Page[1].list.command[118].textData,\c[7]Traces of Gro-goroth\c[0],
Map.Event[26].Page[1].list.command[119].textData,"""THINK OF THE PERFECT SHAPE OF FEAR AND ",
Map.Event[26].Page[1].list.command[120].textData,"DESTRUCTION...""",
