Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[3],____TEXT____,
Map.Event[1].Page[0].list.command[4].textData,\c[7]Enki\c[0],
Map.Event[1].Page[0].list.command[5].textData,"""...""",
Map.Event[6].Page[0].list.command[3],____TEXT____,
Map.Event[6].Page[0].list.command[4].textData,\c[7]Nilvan\c[0],
Map.Event[6].Page[0].list.command[5].textData,"""...""",
Map.Event[6].Page[0].list.command[6],____TEXT____,
Map.Event[6].Page[0].list.command[7].textData,Nilvan seems to be lost in her thoughts...,
Map.Event[6].Page[0].list.command[10],____TEXT____,
Map.Event[6].Page[0].list.command[11].textData,\c[7]Cahara\c[0],
Map.Event[6].Page[0].list.command[12].textData,"""...""",
Map.Event[6].Page[0].list.command[13],___CHOICE___,
Map.Event[6].Page[0].list.command[13].textChoice[0],"""Would you like to be my date?""",
Map.Event[6].Page[0].list.command[13].textChoice[1],"""Nevermind...""",
Map.Event[6].Page[0].list.command[17],____TEXT____,
Map.Event[6].Page[0].list.command[18].textData,\c[7]Nilvan\c[0],
Map.Event[6].Page[0].list.command[19].textData,"""... huh?""",
Map.Event[6].Page[0].list.command[20],____TEXT____,
Map.Event[6].Page[0].list.command[21].textData,\c[7]Nilvan\c[0],
Map.Event[6].Page[0].list.command[22].textData,"""Ahh... Did I hear correct?""",
Map.Event[6].Page[0].list.command[23],____TEXT____,
Map.Event[6].Page[0].list.command[24].textData,\c[7]Nilvan\c[0],
Map.Event[6].Page[0].list.command[25].textData,"""No, I couldn't have heard right. It would make no sense...""",
Map.Event[6].Page[1].list.command[3],____TEXT____,
Map.Event[6].Page[1].list.command[4].textData,\c[7]Nilvan\c[0],
Map.Event[6].Page[1].list.command[5].textData,"""...""",
Map.Event[6].Page[1].list.command[6],____TEXT____,
Map.Event[6].Page[1].list.command[7].textData,Nilvan seems to be lost in her thoughts...,
Map.Event[6].Page[1].list.command[10],____TEXT____,
Map.Event[6].Page[1].list.command[11].textData,\c[7]D'arce\c[0],
Map.Event[6].Page[1].list.command[12].textData,"""...""",
Map.Event[6].Page[1].list.command[13],___CHOICE___,
Map.Event[6].Page[1].list.command[13].textChoice[0],"""Would you like to be my date?""",
Map.Event[6].Page[1].list.command[13].textChoice[1],"""Nevermind...""",
