Ruta,Texto original,Traducción
Map.Event[8].Page[0].list.command[0],____TEXT____,
Map.Event[8].Page[0].list.command[1].textData,Darkness continues behind the bars...,
Map.Event[9].Page[0].list.command[0],____TEXT____,
Map.Event[9].Page[0].list.command[1].textData,Darkness continues behind the bars...,
Map.Event[10].Page[0].list.command[0],____TEXT____,
Map.Event[10].Page[0].list.command[1].textData,Darkness continues behind the bars...,
Map.Event[15].Page[0].list.command[0],____TEXT____,
Map.Event[15].Page[0].list.command[1].textData,There is a pile of corpses and guts here...,
Map.Event[15].Page[0].list.command[2],___CHOICE___,
Map.Event[15].Page[0].list.command[2].textChoice[0],Search,
Map.Event[15].Page[0].list.command[2].textChoice[1],Leave,
Map.Event[15].Page[0].list.command[4],____TEXT____,
Map.Event[15].Page[0].list.command[5].textData,You have a bad feeling about this...,
Map.Event[15].Page[0].list.command[6],___CHOICE___,
Map.Event[15].Page[0].list.command[6].textChoice[0],Search,
Map.Event[15].Page[0].list.command[6].textChoice[1],Leave,
Map.Event[15].Page[0].list.command[21],____TEXT____,
Map.Event[15].Page[0].list.command[22].textData,\c[7]Beheaded wizard\c[0],
Map.Event[15].Page[0].list.command[23].textData,"""Who disturbs my sleep?""",
Map.Event[15].Page[0].list.command[24],____TEXT____,
Map.Event[15].Page[0].list.command[25].textData,\c[7]Beheaded wizard\c[0],
Map.Event[15].Page[0].list.command[26].textData,"""Can't you see I have not retained my whole body",
Map.Event[15].Page[0].list.command[27].textData,"yet, YOU INSOLENT FOOL!!""",
Map.Event[15].Page[0].list.command[28],____TEXT____,
Map.Event[15].Page[0].list.command[29].textData,\c[7]Beheaded wizard\c[0],
Map.Event[15].Page[0].list.command[30].textData,"""I need more fresh blood for the ritual!""",
Map.Event[15].Page[0].list.command[31],____TEXT____,
Map.Event[15].Page[0].list.command[32].textData,\c[7]Beheaded wizard\c[0],
Map.Event[15].Page[0].list.command[33].textData,"""Kueh keh keh kee!""",
Map.Event[15].Page[0].list.command[77],____TEXT____,
Map.Event[15].Page[0].list.command[78].textData,You were able to escape the terror...,
Map.Event[15].Page[1].list.command[0],____TEXT____,
Map.Event[15].Page[1].list.command[1].textData,There is a pile of corpses and guts here...,
Map.Event[16].Page[0].list.command[0],____TEXT____,
Map.Event[16].Page[0].list.command[1].textData,There is a pit leading to darkness.,
Map.Event[16].Page[0].list.command[2].textData,Cool air blows from the hole.,
Map.Event[16].Page[0].list.command[3],___CHOICE___,
Map.Event[16].Page[0].list.command[3].textChoice[0],Investigate,
Map.Event[16].Page[0].list.command[3].textChoice[1],Jump down,
Map.Event[16].Page[0].list.command[3].textChoice[2],Leave,
Map.Event[16].Page[0].list.command[5],____TEXT____,
Map.Event[16].Page[0].list.command[6].textData,You cannot see the bottom of the pit. If you'd have to,
Map.Event[16].Page[0].list.command[7].textData,"guess, the pit seems to open up a little judging from",
Map.Event[16].Page[0].list.command[8].textData,the distant echoes...,
Map.Event[17].Page[0].list.command[0],____TEXT____,
Map.Event[17].Page[0].list.command[1].textData,There is a pit leading to darkness.,
Map.Event[17].Page[0].list.command[2].textData,Cool air blows from the hole.,
Map.Event[17].Page[0].list.command[3],___CHOICE___,
