ID,source,target
Map062.Event[4].Page[0].list.command[6],____TEXT____,
Map062.Event[4].Page[0].list.command[7].textData,The mercenary Cahara seems to have left your party without,
Map062.Event[4].Page[0].list.command[8].textData,you noticing it.,
Map062.Event[4].Page[0].list.command[11],____TEXT____,
Map062.Event[4].Page[0].list.command[12].textData,You are missing a \c[2]Light blue vial\c[0]!,
Map062.Event[4].Page[0].list.command[13],____TEXT____,
Map062.Event[4].Page[0].list.command[14].textData,It must have been stolen!,
Map062.Event[4].Page[0].list.command[20],____TEXT____,
Map062.Event[4].Page[0].list.command[21].textData,You are missing a \c[2]Blue vial\c[0]!,
Map062.Event[4].Page[0].list.command[22],____TEXT____,
Map062.Event[4].Page[0].list.command[23].textData,It must have been stolen!,
Map062.Event[4].Page[0].list.command[29],____TEXT____,
Map062.Event[4].Page[0].list.command[30].textData,You are missing some \c[2]Silver coins\c[0]!,
Map062.Event[4].Page[0].list.command[31],____TEXT____,
Map062.Event[4].Page[0].list.command[32].textData,They must have been stolen!,
Map062.Event[4].Page[0].list.command[38],____TEXT____,
Map062.Event[4].Page[0].list.command[39].textData,You are missing a \c[2]Bottle of whiskey\c[0]!,
Map062.Event[4].Page[0].list.command[40],____TEXT____,
Map062.Event[4].Page[0].list.command[41].textData,It must have been stolen!,
Map062.Event[5].Page[0].list.command[6],____TEXT____,
Map062.Event[5].Page[0].list.command[7].textData,The mercenary Cahara seems to have left your party without,
Map062.Event[5].Page[0].list.command[8].textData,you noticing it.,
Map062.Event[5].Page[0].list.command[11],____TEXT____,
Map062.Event[5].Page[0].list.command[12].textData,You are missing a \c[2]Light blue vial\c[0]!,
Map062.Event[5].Page[0].list.command[13],____TEXT____,
Map062.Event[5].Page[0].list.command[14].textData,It must have been stolen!,
Map062.Event[5].Page[0].list.command[20],____TEXT____,
Map062.Event[5].Page[0].list.command[21].textData,You are missing a \c[2]Blue vial\c[0]!,
Map062.Event[5].Page[0].list.command[22],____TEXT____,
Map062.Event[5].Page[0].list.command[23].textData,It must have been stolen!,
Map062.Event[5].Page[0].list.command[29],____TEXT____,
Map062.Event[5].Page[0].list.command[30].textData,You are missing some \c[2]Silver coins\c[0]!,
Map062.Event[5].Page[0].list.command[31],____TEXT____,
Map062.Event[5].Page[0].list.command[32].textData,They must have been stolen!,
Map062.Event[5].Page[0].list.command[38],____TEXT____,
Map062.Event[5].Page[0].list.command[39].textData,You are missing a \c[2]Bottle of whiskey\c[0]!,
Map062.Event[5].Page[0].list.command[40],____TEXT____,
Map062.Event[5].Page[0].list.command[41].textData,It must have been stolen!,
Map062.Event[13].Page[0].list.command[1],____TEXT____,
Map062.Event[13].Page[0].list.command[2].textData,You could open the door with \c[2]Lockpicking\c[0].,
Map062.Event[13].Page[0].list.command[3],___CHOICE___,
Map062.Event[13].Page[0].list.command[3].textChoice[0],Use \c[2]Lockpicking\c[0],
Map062.Event[13].Page[0].list.command[3].textChoice[1],Don't,
Map062.Event[13].Page[0].list.command[22],____TEXT____,
Map062.Event[13].Page[0].list.command[23].textData,The door is locked...,
Map062.Event[13].Page[0].list.command[24],___CHOICE___,
Map062.Event[13].Page[0].list.command[24].textChoice[0],Use \c[2]Cell keys F3\c[0],
Map062.Event[13].Page[0].list.command[24].textChoice[1],Use \c[2]Red vial\c[0],
Map062.Event[13].Page[0].list.command[24].textChoice[2],Leave,
Map062.Event[13].Page[0].list.command[52],____TEXT____,
Map062.Event[13].Page[0].list.command[53].textData,The door is locked...,
Map062.Event[13].Page[0].list.command[54],___CHOICE___,
Map062.Event[13].Page[0].list.command[54].textChoice[0],Use \c[2]Red vial\c[0],
Map062.Event[13].Page[0].list.command[54].textChoice[1],Force the door open,
Map062.Event[13].Page[0].list.command[54].textChoice[2],Leave,
Map062.Event[13].Page[0].list.command[74],____TEXT____,
Map062.Event[13].Page[0].list.command[75].textData,You managed to force your way through the door.,
Map062.Event[13].Page[0].list.command[81],____TEXT____,
Map062.Event[13].Page[0].list.command[82].textData,You don't seem to be strong enough to force the door open...,
Map062.Event[13].Page[0].list.command[94],____TEXT____,
Map062.Event[13].Page[0].list.command[95].textData,The door is locked...,
Map062.Event[13].Page[0].list.command[96],___CHOICE___,
Map062.Event[13].Page[0].list.command[96].textChoice[0],Use \c[2]Cell keys F3\c[0],
Map062.Event[13].Page[0].list.command[96].textChoice[1],Leave,
Map062.Event[13].Page[0].list.command[112],____TEXT____,
Map062.Event[13].Page[0].list.command[113].textData,The door is locked...,
Map062.Event[13].Page[0].list.command[114],___CHOICE___,
Map062.Event[13].Page[0].list.command[114].textChoice[0],Force the door open,
Map062.Event[13].Page[0].list.command[114].textChoice[1],Leave,
Map062.Event[13].Page[0].list.command[122],____TEXT____,
Map062.Event[13].Page[0].list.command[123].textData,You managed to force your way through the door.,
Map062.Event[13].Page[0].list.command[129],____TEXT____,
Map062.Event[13].Page[0].list.command[130].textData,You don't seem to be strong enough to force the door open...,
Map062.Event[14].Page[0].list.command[1],____TEXT____,
Map062.Event[14].Page[0].list.command[2].textData,You unlocked the door.,
Map062.Event[14].Page[0].list.command[13],____TEXT____,
Map062.Event[14].Page[0].list.command[14].textData,The door is locked from the other side.,
Map062.Event[14].Page[0].list.command[15],___CHOICE___,
Map062.Event[14].Page[0].list.command[15].textChoice[0],Force the door open,
Map062.Event[14].Page[0].list.command[15].textChoice[1],Leave,
Map062.Event[14].Page[0].list.command[23],____TEXT____,
Map062.Event[14].Page[0].list.command[24].textData,You managed to force your way through the door.,
Map062.Event[14].Page[0].list.command[30],____TEXT____,
Map062.Event[14].Page[0].list.command[31].textData,You don't seem to be strong enough to force the door open...,
Map062.Event[16].Page[0].list.command[0].textComment,<follower touch>,
Map062.Event[16].Page[1].list.command[0].textComment,<follower touch>,
Map062.Event[16].Page[2].list.command[2],____TEXT____,
Map062.Event[16].Page[2].list.command[3].textData,You could use \c[2]Soul stone\c[0] here...,
Map062.Event[16].Page[2].list.command[4],___CHOICE___,
Map062.Event[16].Page[2].list.command[4].textChoice[0],Yes,
Map062.Event[16].Page[2].list.command[4].textChoice[1],No,
Map062.Event[16].Page[2].list.command[7],____TEXT____,
Map062.Event[16].Page[2].list.command[8].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map062.Event[16].Page[2].list.command[9].textData,The stone is radiating faint blue light.,
Map062.Event[16].Page[2].list.command[23],____TEXT____,
Map062.Event[16].Page[2].list.command[24].textData,You could \c[2]Devour\c[0] the remains of the dead ghoul.,
Map062.Event[16].Page[2].list.command[25],___CHOICE___,
Map062.Event[16].Page[2].list.command[25].textChoice[0],Yes,
Map062.Event[16].Page[2].list.command[25].textChoice[1],No,
Map062.Event[16].Page[2].list.command[72],____TEXT____,
Map062.Event[16].Page[2].list.command[73].textData,You devoured the remains.,
Map062.Event[16].Page[2].list.command[88],____TEXT____,
Map062.Event[16].Page[2].list.command[89].textData,You could use \c[2]Demon seed\c[0] on the dead ghoul.,
Map062.Event[16].Page[2].list.command[90],___CHOICE___,
Map062.Event[16].Page[2].list.command[90].textChoice[0],Use ,
Map062.Event[16].Page[2].list.command[90].textChoice[1],No,
Map062.Event[16].Page[2].list.command[144],____TEXT____,
Map062.Event[16].Page[2].list.command[145].textData,A baby sprouted out of your seed!,
Map062.Event[16].Page[2].list.command[146],____TEXT____,
Map062.Event[16].Page[2].list.command[147].textData,You take the baby with you.,
Map062.Event[16].Page[2].list.command[161],____TEXT____,
Map062.Event[16].Page[2].list.command[162].textData,You do not have enough sanity to perform this act.,
Map062.Event[16].Page[2].list.command[220],____TEXT____,
Map062.Event[16].Page[2].list.command[221].textData,You could use \c[2]Necromancy\c[0] on the dead prisoner.,
Map062.Event[16].Page[2].list.command[222],___CHOICE___,
Map062.Event[16].Page[2].list.command[222].textChoice[0],Use \c[2]Necromancy\c[0],
Map062.Event[16].Page[2].list.command[222].textChoice[1],Leave,
Map062.Event[16].Page[2].list.command[238],____TEXT____,
Map062.Event[16].Page[2].list.command[239].textData,\c[2]Necromancy\c[0] was succesful!,
Map062.Event[16].Page[2].list.command[282],____TEXT____,
Map062.Event[16].Page[2].list.command[283].textData,Give a name to your new ghoul!,
Map062.Event[16].Page[2].list.command[286],____TEXT____,
Map062.Event[16].Page[2].list.command[287].textData,\N[18] doesn't seem to remember his past life ,
Map062.Event[16].Page[2].list.command[288].textData,and seems to be confused about life.,
Map062.Event[16].Page[2].list.command[289],____TEXT____,
Map062.Event[16].Page[2].list.command[290].textData,Shamelessly he scratches his groin area.,
Map062.Event[16].Page[2].list.command[295],___CHOICE___,
Map062.Event[16].Page[2].list.command[295].textChoice[0],HEADS,
Map062.Event[16].Page[2].list.command[295].textChoice[1],TAILS,
Map062.Event[16].Page[2].list.command[308],____TEXT____,
Map062.Event[16].Page[2].list.command[309].textData,\c[2]Necromancy\c[0] was succesful!,
Map062.Event[16].Page[2].list.command[352],____TEXT____,
Map062.Event[16].Page[2].list.command[353].textData,Give a name to your new ghoul!,
Map062.Event[16].Page[2].list.command[356],____TEXT____,
Map062.Event[16].Page[2].list.command[357].textData,\N[18] doesn't seem to remember his past life ,
Map062.Event[16].Page[2].list.command[358].textData,and seems to be confused about life.,
Map062.Event[16].Page[2].list.command[359],____TEXT____,
Map062.Event[16].Page[2].list.command[360].textData,Shamelessly he scratches his groin area.,
Map062.Event[16].Page[2].list.command[371],____TEXT____,
Map062.Event[16].Page[2].list.command[372].textData,\c[2]Necromancy\c[0] failed!,
Map062.Event[16].Page[2].list.command[432],____TEXT____,
Map062.Event[16].Page[2].list.command[433].textData,\c[2]Necromancy\c[0] was succesful!,
Map062.Event[16].Page[2].list.command[476],____TEXT____,
Map062.Event[16].Page[2].list.command[477].textData,Give a name to your new ghoul!,
Map062.Event[16].Page[2].list.command[480],____TEXT____,
Map062.Event[16].Page[2].list.command[481].textData,\N[18] doesn't seem to remember his past life and,
Map062.Event[16].Page[2].list.command[482].textData,seems to be confused about life.,
Map062.Event[16].Page[2].list.command[483],____TEXT____,
Map062.Event[16].Page[2].list.command[484].textData,Shamelessly he scratches his groin area.,
Map062.Event[16].Page[2].list.command[495],____TEXT____,
Map062.Event[16].Page[2].list.command[496].textData,\c[2]Necromancy\c[0] failed!,
Map062.Event[16].Page[2].list.command[555],____TEXT____,
Map062.Event[16].Page[2].list.command[556].textData,You could use \c[2]Necromancy\c[0] on the dead prisoner.,
Map062.Event[16].Page[2].list.command[557],___CHOICE___,
Map062.Event[16].Page[2].list.command[557].textChoice[0],Use \c[2]Necromancy\c[0],
Map062.Event[16].Page[2].list.command[557].textChoice[1],Leave,
Map062.Event[16].Page[2].list.command[559],____TEXT____,
Map062.Event[16].Page[2].list.command[560].textData,You don't have enough sanity to perform such actions.,
Map062.Event[16].Page[2].list.command[570],____TEXT____,
Map062.Event[16].Page[2].list.command[571].textData,What do you want to do with the body?,
Map062.Event[16].Page[2].list.command[572],___CHOICE___,
Map062.Event[16].Page[2].list.command[572].textChoice[0],Beat him,
Map062.Event[16].Page[2].list.command[572].textChoice[1],Search him,
Map062.Event[16].Page[2].list.command[572].textChoice[2],Skin him,
Map062.Event[16].Page[2].list.command[572].textChoice[3],Leave him,
Map062.Event[16].Page[2].list.command[578],____TEXT____,
Map062.Event[16].Page[2].list.command[579].textData,You beat it's boney body.,
Map062.Event[16].Page[2].list.command[582],____TEXT____,
