Ruta,Texto original,Traducción
Map.Event[5].Page[0].list.command[0],____TEXT____,
Map.Event[5].Page[0].list.command[1].textData,\c[7]Yellow mage\c[0],
Map.Event[5].Page[0].list.command[2].textData,"""Ho ho, welcome dweller!""",
Map.Event[5].Page[0].list.command[5],____TEXT____,
Map.Event[5].Page[0].list.command[6].textData,What do you want to buy?,
Map.Event[5].Page[0].list.command[7],___CHOICE___,
Map.Event[5].Page[0].list.command[7].textChoice[0],Beds,
Map.Event[5].Page[0].list.command[7].textChoice[1],Storages,
Map.Event[5].Page[0].list.command[7].textChoice[2],Carpets,
Map.Event[5].Page[0].list.command[7].textChoice[3],Decoration,
Map.Event[5].Page[0].list.command[7].textChoice[4],Furniture,
Map.Event[5].Page[0].list.command[7].textChoice[5],Exit,
Map.Event[5].Page[0].list.command[9],____TEXT____,
Map.Event[5].Page[0].list.command[10].textData,You have \c[2]\v[0096] Silver coins\c[0]. What do you want to trade them for?,
Map.Event[5].Page[0].list.command[11],___CHOICE___,
Map.Event[5].Page[0].list.command[11].textChoice[0],\i[52] Crude bed \c[2][2]\c[0],
Map.Event[5].Page[0].list.command[11].textChoice[1],\i[34] Fancy sofa \c[2][10]\c[0],
Map.Event[5].Page[0].list.command[11].textChoice[2],\i[51] Stone coffin \c[2][10]\c[0],
Map.Event[5].Page[0].list.command[11].textChoice[3],\i[32] Princess bed \c[2][20]\c[0],
Map.Event[5].Page[0].list.command[11].textChoice[4],Nevermind,
Map.Event[5].Page[0].list.command[14],____TEXT____,
Map.Event[5].Page[0].list.command[15].textData,You trade 2 \c[2]Silver coins\c[0] for a \c[2]Crude bed\c[0]!,
Map.Event[5].Page[0].list.command[22],____TEXT____,
Map.Event[5].Page[0].list.command[23].textData,Unfortunately you do not have enough silver.,
Map.Event[5].Page[0].list.command[29],____TEXT____,
Map.Event[5].Page[0].list.command[30].textData,You trade 10 \c[2]Silver coins\c[0] for a \c[2]Fancy sofa\c[0]!,
Map.Event[5].Page[0].list.command[37],____TEXT____,
Map.Event[5].Page[0].list.command[38].textData,Unfortunately you do not have enough silver.,
Map.Event[5].Page[0].list.command[44],____TEXT____,
