ID,source,target
Map067.Event[3].Page[0].list.command[1],____TEXT____,
Map067.Event[3].Page[0].list.command[2].textData,The wall feels soft around here.,
Map067.Event[3].Page[0].list.command[3],___CHOICE___,
Map067.Event[3].Page[0].list.command[3].textChoice[0],Push,
Map067.Event[3].Page[0].list.command[3].textChoice[1],Leave,
Map067.Event[5].Page[1].list.command[0],____TEXT____,
Map067.Event[5].Page[1].list.command[1].textData,Moonless is dead now...,
Map067.Event[6].Page[1].list.command[0],____TEXT____,
Map067.Event[6].Page[1].list.command[1].textData,Here lies \N[6]...,
Map067.Event[7].Page[1].list.command[0],____TEXT____,
Map067.Event[7].Page[1].list.command[1].textData,Here lies \N[5]...,
Map067.Event[8].Page[1].list.command[0],____TEXT____,
Map067.Event[8].Page[1].list.command[1].textData,Here lies \N[4]...,
Map067.Event[9].Page[1].list.command[0],____TEXT____,
Map067.Event[9].Page[1].list.command[1].textData,Here lies \N[3]...,
Map067.Event[10].Page[1].list.command[0],____TEXT____,
Map067.Event[10].Page[1].list.command[1].textData,Here lies \N[1]...,
Map067.Event[10].Page[1].list.command[4],____TEXT____,
Map067.Event[10].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map067.Event[10].Page[1].list.command[6],___CHOICE___,
Map067.Event[10].Page[1].list.command[6].textChoice[0],Yes,
Map067.Event[10].Page[1].list.command[6].textChoice[1],No,
Map067.Event[10].Page[1].list.command[9],____TEXT____,
Map067.Event[10].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map067.Event[10].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map067.Event[18].Page[1].list.command[0],____TEXT____,
Map067.Event[18].Page[1].list.command[1].textData,The girl is dead now...,
Map067.Event[19].Page[1].list.command[0],____TEXT____,
Map067.Event[19].Page[1].list.command[1].textData,Here lies \N[16]...,
Map067.Event[20].Page[1].list.command[0],____TEXT____,
Map067.Event[20].Page[1].list.command[1].textData,Here lies \N[17]...,
Map067.Event[21].Page[1].list.command[0],____TEXT____,
Map067.Event[21].Page[1].list.command[1].textData,Here lies \N[18]...,
Map067.Event[22].Page[0].list.command[3],____TEXT____,
Map067.Event[22].Page[0].list.command[4].textData,You are unable to move...,
Map067.Event[22].Page[0].list.command[5],___CHOICE___,
Map067.Event[22].Page[0].list.command[5].textChoice[0],Quit breathing,
Map067.Event[22].Page[0].list.command[5].textChoice[1],Hold on!,
Map067.Event[22].Page[1].list.command[3],____TEXT____,
Map067.Event[22].Page[1].list.command[4].textData,You are unable to move...,
Map067.Event[22].Page[1].list.command[5],___CHOICE___,
Map067.Event[22].Page[1].list.command[5].textChoice[0],Quit breathing,
Map067.Event[22].Page[1].list.command[5].textChoice[1],Hold on!,
Map067.Event[22].Page[2].list.command[3],____TEXT____,
Map067.Event[22].Page[2].list.command[4].textData,You are unable to move...,
Map067.Event[22].Page[2].list.command[5],___CHOICE___,
Map067.Event[22].Page[2].list.command[5].textChoice[0],Quit breathing,
Map067.Event[22].Page[2].list.command[5].textChoice[1],Hold on!,
Map067.Event[22].Page[3].list.command[3],____TEXT____,
Map067.Event[22].Page[3].list.command[4].textData,You are unable to move...,
Map067.Event[22].Page[3].list.command[5],___CHOICE___,
Map067.Event[22].Page[3].list.command[5].textChoice[0],Quit breathing,
Map067.Event[22].Page[3].list.command[5].textChoice[1],Hold on!,
Map067.Event[22].Page[4].list.command[3],____TEXT____,
Map067.Event[22].Page[4].list.command[4].textData,You are unable to move...,
Map067.Event[22].Page[4].list.command[5],___CHOICE___,
Map067.Event[22].Page[4].list.command[5].textChoice[0],Quit breathing,
Map067.Event[22].Page[4].list.command[5].textChoice[1],Hold on!,
Map067.Event[22].Page[5].list.command[3],____TEXT____,
Map067.Event[22].Page[5].list.command[4].textData,You are unable to move...,
Map067.Event[22].Page[5].list.command[5],___CHOICE___,
Map067.Event[22].Page[5].list.command[5].textChoice[0],Quit breathing,
Map067.Event[22].Page[5].list.command[5].textChoice[1],Hold on!,
Map067.Event[22].Page[6].list.command[3],____TEXT____,
Map067.Event[22].Page[6].list.command[4].textData,You are unable to move...,
Map067.Event[22].Page[6].list.command[5],___CHOICE___,
Map067.Event[22].Page[6].list.command[5].textChoice[0],Quit breathing,
Map067.Event[22].Page[6].list.command[5].textChoice[1],Hold on!,
Map067.Event[34].Page[0].list.command[8].textComment,MERCENARY,
Map067.Event[34].Page[0].list.command[86].textComment,KNIGHT,
Map067.Event[34].Page[0].list.command[164].textComment,CAPTAIN,
Map067.Event[34].Page[0].list.command[260].textComment,OUTLANDER,
Map067.Event[34].Page[0].list.command[338].textComment,MARRIAGE,
Map067.Event[40].Page[0].list.command[0],____TEXT____,
Map067.Event[40].Page[0].list.command[1].textData,The wall feels soft around here.,
Map067.Event[40].Page[0].list.command[2],___CHOICE___,
Map067.Event[40].Page[0].list.command[2].textChoice[0],Push,
Map067.Event[40].Page[0].list.command[2].textChoice[1],Leave,
Map067.Event[41].Page[0].list.command[1],____TEXT____,
Map067.Event[41].Page[0].list.command[2].textData,The wall feels soft around here.,
Map067.Event[41].Page[0].list.command[3],___CHOICE___,
Map067.Event[41].Page[0].list.command[3].textChoice[0],Push,
Map067.Event[41].Page[0].list.command[3].textChoice[1],Leave,
Map067.Event[53].Page[0].list.command[1],____TEXT____,
Map067.Event[53].Page[0].list.command[2].textData,The wall feels soft around here.,
Map067.Event[53].Page[0].list.command[3],___CHOICE___,
Map067.Event[53].Page[0].list.command[3].textChoice[0],Push,
Map067.Event[53].Page[0].list.command[3].textChoice[1],Leave,
Map067.Event[65].Page[0].list.command[1],____TEXT____,
Map067.Event[65].Page[0].list.command[2].textData,The wall feels soft around here.,
Map067.Event[65].Page[0].list.command[3],___CHOICE___,
Map067.Event[65].Page[0].list.command[3].textChoice[0],Push,
Map067.Event[65].Page[0].list.command[3].textChoice[1],Leave,
Map067.Event[77].Page[0].list.command[1],____TEXT____,
Map067.Event[77].Page[0].list.command[2].textData,The wall feels soft around here.,
Map067.Event[77].Page[0].list.command[3],___CHOICE___,
Map067.Event[77].Page[0].list.command[3].textChoice[0],Push,
Map067.Event[77].Page[0].list.command[3].textChoice[1],Leave,
Map067.Event[81].Page[0].list.command[1],____TEXT____,
Map067.Event[81].Page[0].list.command[2].textData,The wall feels soft around here.,
Map067.Event[81].Page[0].list.command[3],___CHOICE___,
Map067.Event[81].Page[0].list.command[3].textChoice[0],Push,
Map067.Event[81].Page[0].list.command[3].textChoice[1],Leave,
Map067.Event[93].Page[0].list.command[0],____TEXT____,
Map067.Event[93].Page[0].list.command[1].textData,The wall feels soft around here.,
Map067.Event[93].Page[0].list.command[2],___CHOICE___,
Map067.Event[93].Page[0].list.command[2].textChoice[0],Push,
Map067.Event[93].Page[0].list.command[2].textChoice[1],Leave,
Map067.Event[94].Page[1].list.command[0],____TEXT____,
Map067.Event[94].Page[1].list.command[1].textData,Your child is dead now...,
Map067.Event[95].Page[0].list.command[0],____TEXT____,
Map067.Event[95].Page[0].list.command[1].textData,The ground feels soft underneath your feet...,
Map067.Event[95].Page[0].list.command[3],___CHOICE___,
Map067.Event[95].Page[0].list.command[3].textChoice[0],HEADS,
Map067.Event[95].Page[0].list.command[3].textChoice[1],TAILS,
Map067.Event[95].Page[0].list.command[46],____TEXT____,
Map067.Event[95].Page[0].list.command[47].textData,You barely managed to jump to safety!,
Map067.Event[95].Page[0].list.command[104],____TEXT____,
Map067.Event[95].Page[0].list.command[105].textData,You barely managed to jump to safety!,
Map067.Event[96].Page[0].list.command[0],____TEXT____,
Map067.Event[96].Page[0].list.command[1].textData,The ground feels soft underneath your feet...,
Map067.Event[96].Page[0].list.command[3],___CHOICE___,
Map067.Event[96].Page[0].list.command[3].textChoice[0],HEADS,
Map067.Event[96].Page[0].list.command[3].textChoice[1],TAILS,
Map067.Event[96].Page[0].list.command[46],____TEXT____,
Map067.Event[96].Page[0].list.command[47].textData,You barely managed to jump to safety!,
Map067.Event[96].Page[0].list.command[104],____TEXT____,
Map067.Event[96].Page[0].list.command[105].textData,You barely managed to jump to safety!,
Map067.Event[97].Page[0].list.command[0],____TEXT____,
Map067.Event[97].Page[0].list.command[1].textData,The ground feels soft underneath your feet...,
Map067.Event[97].Page[0].list.command[3],___CHOICE___,
Map067.Event[97].Page[0].list.command[3].textChoice[0],HEADS,
Map067.Event[97].Page[0].list.command[3].textChoice[1],TAILS,
Map067.Event[97].Page[0].list.command[46],____TEXT____,
Map067.Event[97].Page[0].list.command[47].textData,You barely managed to jump to safety!,
Map067.Event[97].Page[0].list.command[104],____TEXT____,
Map067.Event[97].Page[0].list.command[105].textData,You barely managed to jump to safety!,
Map067.Event[98].Page[0].list.command[0],____TEXT____,
Map067.Event[98].Page[0].list.command[1].textData,The ground feels soft underneath your feet...,
Map067.Event[98].Page[0].list.command[3],___CHOICE___,
Map067.Event[98].Page[0].list.command[3].textChoice[0],HEADS,
Map067.Event[98].Page[0].list.command[3].textChoice[1],TAILS,
Map067.Event[98].Page[0].list.command[46],____TEXT____,
