Ruta,Texto original,Traducción
Map.Event[2].Page[0].list.command[0],____TEXT____,
Map.Event[2].Page[0].list.command[1].textData,The minecart is full of rocks and rubble.,
Map.Event[2].Page[0].list.command[2],___CHOICE___,
Map.Event[2].Page[0].list.command[2].textChoice[0],Take a stone,
Map.Event[2].Page[0].list.command[2].textChoice[1],Leave,
Map.Event[2].Page[0].list.command[5],____TEXT____,
Map.Event[2].Page[0].list.command[6].textData,You take a \c[2]Stone\c[0].,
Map.Event[2].Page[1].list.command[0],____TEXT____,
Map.Event[2].Page[1].list.command[1].textData,A minecart is left here...,
Map.Event[13].Page[0].list.command[0],____TEXT____,
Map.Event[13].Page[0].list.command[1].textData,A sturdy chest. It doesn't seem to be locked.,
Map.Event[13].Page[0].list.command[2],___CHOICE___,
Map.Event[13].Page[0].list.command[2].textChoice[0],Open,
Map.Event[13].Page[0].list.command[2].textChoice[1],Leave it,
Map.Event[13].Page[0].list.command[5],___CHOICE___,
Map.Event[13].Page[0].list.command[5].textChoice[0],HEADS,
Map.Event[13].Page[0].list.command[5].textChoice[1],TAILS,
Map.Event[13].Page[1].list.command[0],____TEXT____,
Map.Event[13].Page[1].list.command[1].textData,There is nothing left in the chest anymore.,
Map.Event[14].Page[0].list.command[1],____TEXT____,
Map.Event[14].Page[0].list.command[2].textData,A sturdy chest. It doesn't seem to be locked.,
Map.Event[14].Page[0].list.command[5],____TEXT____,
Map.Event[14].Page[0].list.command[6].textData,\c[7]Nosramus\c[0],
Map.Event[14].Page[0].list.command[7].textData,"""I would appreciate if you didn't take anything from there.""",
Map.Event[14].Page[0].list.command[8],___CHOICE___,
Map.Event[14].Page[0].list.command[8].textChoice[0],Open anyway,
Map.Event[14].Page[0].list.command[8].textChoice[1],Leave it,
Map.Event[14].Page[0].list.command[25],____TEXT____,
Map.Event[14].Page[0].list.command[26].textData,\c[7]Nosramus\c[0],
Map.Event[14].Page[0].list.command[27].textData,"""...""",
Map.Event[14].Page[0].list.command[34],____TEXT____,
Map.Event[14].Page[0].list.command[35].textData,\c[7]Nosramus\c[0],
Map.Event[14].Page[0].list.command[36].textData,"""Thank you.""",
Map.Event[14].Page[0].list.command[41],____TEXT____,
Map.Event[14].Page[0].list.command[42].textData,A sturdy chest. It doesn't seem to be locked.,
Map.Event[14].Page[0].list.command[43],___CHOICE___,
Map.Event[14].Page[0].list.command[43].textChoice[0],Open the chest,
Map.Event[14].Page[0].list.command[43].textChoice[1],Leave it,
Map.Event[14].Page[1].list.command[0],____TEXT____,
Map.Event[14].Page[1].list.command[1].textData,There is nothing left in the chest anymore.,
Map.Event[22].Page[1].list.command[0],____TEXT____,
Map.Event[22].Page[1].list.command[1].textData,The girl is dead now...,
Map.Event[22].Page[1].list.command[4],____TEXT____,
Map.Event[22].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[22].Page[1].list.command[6],___CHOICE___,
Map.Event[22].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[22].Page[1].list.command[6].textChoice[1],No,
Map.Event[22].Page[1].list.command[9],____TEXT____,
Map.Event[22].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[22].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[22].Page[1].list.command[12],____TEXT____,
Map.Event[22].Page[1].list.command[13].textData,The stone has a heavy aura to it. It's almost too much,
Map.Event[22].Page[1].list.command[14].textData,for you to carry...,
Map.Event[23].Page[1].list.command[0],____TEXT____,
Map.Event[23].Page[1].list.command[1].textData,Moonless is dead now...,
Map.Event[23].Page[1].list.command[4],____TEXT____,
Map.Event[23].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[23].Page[1].list.command[6],___CHOICE___,
Map.Event[23].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[23].Page[1].list.command[6].textChoice[1],No,
Map.Event[23].Page[1].list.command[9],____TEXT____,
Map.Event[23].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[23].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[24].Page[1].list.command[0],____TEXT____,
Map.Event[24].Page[1].list.command[1].textData,Here lies \N[16]...,
Map.Event[25].Page[1].list.command[0],____TEXT____,
Map.Event[25].Page[1].list.command[1].textData,Here lies \N[17]...,
Map.Event[26].Page[1].list.command[0],____TEXT____,
Map.Event[26].Page[1].list.command[1].textData,Here lies \N[18]...,
Map.Event[27].Page[1].list.command[0],____TEXT____,
Map.Event[27].Page[1].list.command[1].textData,Here lies \N[1]...,
Map.Event[27].Page[1].list.command[4],____TEXT____,
Map.Event[27].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[27].Page[1].list.command[6],___CHOICE___,
Map.Event[27].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[27].Page[1].list.command[6].textChoice[1],No,
Map.Event[27].Page[1].list.command[9],____TEXT____,
Map.Event[27].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[27].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[28].Page[1].list.command[0],____TEXT____,
Map.Event[28].Page[1].list.command[1].textData,Here lies \N[3]...,
Map.Event[28].Page[1].list.command[4],____TEXT____,
Map.Event[28].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[28].Page[1].list.command[6],___CHOICE___,
Map.Event[28].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[28].Page[1].list.command[6].textChoice[1],No,
Map.Event[28].Page[1].list.command[9],____TEXT____,
Map.Event[28].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[28].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[29].Page[1].list.command[0],____TEXT____,
Map.Event[29].Page[1].list.command[1].textData,Here lies \N[6]...,
Map.Event[29].Page[1].list.command[4],____TEXT____,
Map.Event[29].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[29].Page[1].list.command[6],___CHOICE___,
Map.Event[29].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[29].Page[1].list.command[6].textChoice[1],No,
Map.Event[29].Page[1].list.command[8],____TEXT____,
Map.Event[29].Page[1].list.command[9].textData,.\|.\|.\|.,
Map.Event[29].Page[1].list.command[10],____TEXT____,
Map.Event[29].Page[1].list.command[11].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map.Event[29].Page[1].list.command[12].textData,remains...,
Map.Event[30].Page[1].list.command[0],____TEXT____,
Map.Event[30].Page[1].list.command[1].textData,Here lies \N[5]...,
Map.Event[30].Page[1].list.command[4],____TEXT____,
Map.Event[30].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[30].Page[1].list.command[6],___CHOICE___,
Map.Event[30].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[30].Page[1].list.command[6].textChoice[1],No,
Map.Event[30].Page[1].list.command[9],____TEXT____,
Map.Event[30].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[30].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[31].Page[1].list.command[0],____TEXT____,
Map.Event[31].Page[1].list.command[1].textData,Here lies \N[4]...,
Map.Event[31].Page[1].list.command[4],____TEXT____,
Map.Event[31].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[31].Page[1].list.command[6],___CHOICE___,
Map.Event[31].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[31].Page[1].list.command[6].textChoice[1],No,
Map.Event[31].Page[1].list.command[9],____TEXT____,
Map.Event[31].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[31].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[32].Page[0].list.command[3],____TEXT____,
Map.Event[32].Page[0].list.command[4].textData,You are unable to move...,
Map.Event[32].Page[0].list.command[5],___CHOICE___,
Map.Event[32].Page[0].list.command[5].textChoice[0],Quit breathing,
Map.Event[32].Page[0].list.command[5].textChoice[1],Hold on!,
Map.Event[32].Page[1].list.command[3],____TEXT____,
Map.Event[32].Page[1].list.command[4].textData,You are unable to move...,
Map.Event[32].Page[1].list.command[5],___CHOICE___,
Map.Event[32].Page[1].list.command[5].textChoice[0],Quit breathing,
Map.Event[32].Page[1].list.command[5].textChoice[1],Hold on!,
Map.Event[32].Page[2].list.command[3],____TEXT____,
Map.Event[32].Page[2].list.command[4].textData,You are unable to move...,
Map.Event[32].Page[2].list.command[5],___CHOICE___,
Map.Event[32].Page[2].list.command[5].textChoice[0],Quit breathing,
Map.Event[32].Page[2].list.command[5].textChoice[1],Hold on!,
Map.Event[32].Page[3].list.command[3],____TEXT____,
Map.Event[32].Page[3].list.command[4].textData,You are unable to move...,
Map.Event[32].Page[3].list.command[5],___CHOICE___,
Map.Event[32].Page[3].list.command[5].textChoice[0],Quit breathing,
Map.Event[32].Page[3].list.command[5].textChoice[1],Hold on!,
Map.Event[32].Page[4].list.command[3],____TEXT____,
Map.Event[32].Page[4].list.command[4].textData,You are unable to move...,
Map.Event[32].Page[4].list.command[5],___CHOICE___,
Map.Event[32].Page[4].list.command[5].textChoice[0],Quit breathing,
Map.Event[32].Page[4].list.command[5].textChoice[1],Hold on!,
Map.Event[32].Page[5].list.command[3],____TEXT____,
Map.Event[32].Page[5].list.command[4].textData,You are unable to move...,
Map.Event[32].Page[5].list.command[5],___CHOICE___,
Map.Event[32].Page[5].list.command[5].textChoice[0],Quit breathing,
Map.Event[32].Page[5].list.command[5].textChoice[1],Hold on!,
Map.Event[32].Page[6].list.command[3],____TEXT____,
Map.Event[32].Page[6].list.command[4].textData,You are unable to move...,
Map.Event[32].Page[6].list.command[5],___CHOICE___,
Map.Event[32].Page[6].list.command[5].textChoice[0],Quit breathing,
Map.Event[32].Page[6].list.command[5].textChoice[1],Hold on!,
Map.Event[38].Page[0].list.command[2],____TEXT____,
Map.Event[38].Page[0].list.command[3].textData,\c[7]Nosramus\c[0],
Map.Event[38].Page[0].list.command[4].textData,"""Oh...? You seem to have gotten through my servant.""",
Map.Event[38].Page[0].list.command[5],____TEXT____,
Map.Event[38].Page[0].list.command[6].textData,\c[7]Nosramus\c[0],
Map.Event[38].Page[0].list.command[7].textData,"""It's good to see you well.""",
Map.Event[38].Page[0].list.command[11],____TEXT____,
Map.Event[38].Page[0].list.command[12].textData,\c[7]Nosramus\c[0],
Map.Event[38].Page[0].list.command[13].textData,"""Oh... We haven't met before, have we?""",
Map.Event[38].Page[0].list.command[14],____TEXT____,
Map.Event[38].Page[0].list.command[15].textData,\c[7]Nosramus\c[0],
Map.Event[38].Page[0].list.command[16].textData,"""My name is Nosramus. I'm an alchemist living down here.",
Map.Event[38].Page[0].list.command[17].textData,"Pleased to meet you.""",
Map.Event[38].Page[0].list.command[18],____TEXT____,
Map.Event[38].Page[0].list.command[19].textData,You cannot quite tell if the alchemist is a woman or a man.,
Map.Event[38].Page[0].list.command[20].textData,Something about his stature seems almost otherwordly or,
Map.Event[38].Page[0].list.command[21].textData,ancient...,
Map.Event[38].Page[0].list.command[25],____TEXT____,
Map.Event[38].Page[0].list.command[26].textData,\c[7]Nosramus\c[0],
Map.Event[38].Page[0].list.command[27].textData,"""Oh... We haven't met before, have we?""",
Map.Event[38].Page[0].list.command[28],____TEXT____,
Map.Event[38].Page[0].list.command[29].textData,\c[7]Nosramus\c[0],
Map.Event[38].Page[0].list.command[30].textData,"""My name is Nosramus. I'm an alchemist living down here.",
Map.Event[38].Page[0].list.command[31].textData,"Pleased to meet you.""",
